row_id,question,choices,answer,answer_letter,category,country,image_id,question_type,annotation_id,model_answer,Evaluation,run_time,EvalMethod
1741,الأساطير اليونانية تربط حديقة هيسبيريديس بمنطقة في الغرب الأقصى، حيث تقع على الحافة الغربية من العالم. هذا صحيح.,[],'TRUE',,LandMarks,Libya,131706,true_false,18177,TRUE,1.0,1.01,true_false_exact
1746,ما هو نوع الزراعة الذي يظهر في الصورة؟,['A. الحقول القمحيةB. الغابات الصنوبريةC. الكروم الزيتونD. البساتين الفاكهة'],الكروم الزيتون,C,Geography,Lebanon,5019.png,multiple_choice,12529,C. الكروم الزيتون,1.0,7.1,mc_letter
1747,ما هي التضاريس الطبيعية التي تغطي الأرض في المقدمة كما يظهر في الصورة؟,['A. غابات كثيفةB. شواطئ رمليةC. صخور جبليةD. حقول خضراء واسعة'],حقول خضراء واسعة,D,Geography,Jordan,3067.png,multiple_choice,24956,D. حقول خضراء واسعة,1.0,1.27,mc_letter
1748,ما هو المكون الذي يميز الكشري في الإسكندرية عن باقي المحافظات؟,['A. العدس الأصفرB. العدس الأسودC. المعكرونةD. الأرز'],العدس الأصفر,A,Food,Egypt,68191,multiple_choice,275,C. المعكرونة,0.0,1.17,mc_letter
1749,ما هو المظهر الطبيعي الذي يظهر في الصورة ويشكل جزءاً مهماً من المناظر الطبيعية الصحراوية في عمان؟,['A. الجبال الرمليةB. الأنهار العميقةC. الغابات الكثيفةD. الشلالات'],الجبال الرملية,A,Geography,Oman,83524.png,multiple_choice,11449,A. الجبال الرملية,1.0,0.93,mc_letter
1759,الزقاق الذي يظهر في الصورة هو جزء من البلدة القديمة التي تشكلت في فترة الحكم العثماني.,[],'FALSE',,Architecture,Palestine,2884,true_false,8915,"صواب/خطأ
TRUE",0.0,0.82,true_false_exact
1760,ما هو المعلم الديني الذي يظهر في الصورة ويعد أقدم المعالم في العاصمة تونس؟,['A. المسجد النبويB. جامع الزيتونةC. الجامع الأزهرD. المسجد الحرام'],جامع الزيتونة,B,Architecture,Tunisia,45078,multiple_choice,1352,B. جامع الزيتونة,1.0,0.79,mc_letter
1764,ما هي القطع الفنية التي تُعرض على الأرفف الخشبية كما يظهر في الصورة؟,['A. تحف يدويةB. آلات موسيقيةC. لوحات فنية مزخرفة برسومات تقليدية وكتابات عربيةD. مجوهرات'],لوحات فنية مزخرفة برسومات تقليدية وكتابات عربية,C,LandMarks,Jordan,66916,multiple_choice,24167,C. لوحات فنية مزخرفة برسومات تقليدية وكتابات عربية,1.0,0.93,mc_letter
1772,ما هو نوع السوق الذي يظهر في الصورة؟,['A. سوق الخضار والفواكهB. سوق جاراC. سوق الذهبD. سوق الحرف اليدوية'],سوق جارا,B,Geography,Jordan,24456.png,multiple_choice,24963,سوق جارا,1.0,0.9,mc_text_exact
1773,ما هي القطعة الأساسية التي ترتديها المرأة فوق الروبة والتي تظهر في الصورة؟,['A. الطاسةB. الملحفةC. الخمريD. البترور'],الملحفة,B,Clothes,Algeria,8239.png,multiple_choice,26414,الخمري,0.0,0.69,mc_no_match
1776,ما هو نوع الأكشاك التي تغطيها الأقمشة الملونة الظاهر في الصورة؟,['A. أكشاك خشبيةB. أكشاك معدنيةC. أكشاك مغطاة بأقمشة ملونةD. أكشاك زجاجية'],أكشاك مغطاة بأقمشة ملونة,C,Architecture,Jordan,92342,multiple_choice,27369,C. أكشاك مغطاة بأقمشة ملونة,1.0,1.48,mc_letter
1777,الخريطة التي تظهر في الصورة توضح أن مطار بيروت الدولي هو المطار الوحيد في لبنان.,[],'FALSE',,Architecture,Lebanon,18622,true_false,11802,FALSE,1.0,8.25,true_false_exact
1780,كان أحمد منيب يعزف أمام جمهور في السبعينيات.,[],'صحيح',,Music,Egypt,26055.png,true_false,18575,TRUE,1.0,0.8,true_false_exact
1784,ما هو النشاط الذي يمارسه الشخص الذي يظهر في الصورة في المقدمة؟,['A. الصلاة أو التأملB. التأمل في الفنC. القراءةD. الزيارة السياحية'],الصلاة أو التأمل,A,Architecture,Syria,123478,multiple_choice,772,A. الصلاة أو التأمل,1.0,1.32,mc_letter
1792,ما هو الشارع الذي يظهر في الصورة ويعتبر من أقدم وأطول شوارع لبنان عند إنشائه؟,['A. شارع غوروB. شارع الحمراC. شارع المعرضD. شارع الحمراوي'],شارع غورو,A,Architecture,Lebanon,19012,multiple_choice,11930,B. شارع الحمرا,0.0,1.26,mc_letter
1793,ما هي الحبوب البيضاء الصغيرة التي تظهر في الصورة وتعتبر أساس هذا الطبق التقليدي؟,['A. الكسكسB. القمحC. الشعيرD. الرز'],الكسكس,A,Food,Libya,64915,multiple_choice,14291,A. الكسكس,1.0,0.89,mc_letter
1795,ما هو الشكل الذي يظهر في الصورة للنبات الذي ينمو في بيئة جافة نسبيًا؟,['A. الحواف مسننة وشكل مستطيلB. الحواف مسننة وشكل بيضاوي إلى بيضاوي مدببC. الحواف مoothة وشكل دائريD. الحواف مستديرة وشكل مربع'],الحواف مسننة وشكل بيضاوي إلى بيضاوي مدبب,B,Flora,Morocco,31845.png,multiple_choice,16611,B. الحواف مسننة وشكل بيضاوي إلى بيضاوي مدبب,1.0,0.98,mc_letter
1800,ما هو الشكل الهندسي للمباني التي تظهر في الصورة؟,['A. مثمنة وخماسيةB. دائرية ومستطيلةC. مربعة وثلثيةD. دائرية وثلثية'],دائرية ومستطيلة,B,Architecture,Oman,105495,multiple_choice,4339,B. دائرية ومستطيلة,1.0,5.23,mc_letter
1802,ما هي المادة الرئيسية التي تُستخدم في صناعة الأطباق التي تُعرض في السوق كما يظهر في الصورة؟,['A. الزجاجB. البلاستيكC. الخشبD. النحاس'],النحاس,D,Architecture,Tunisia,45064,multiple_choice,236,A. الزجاج,0.0,1.12,mc_letter
1803,الخليج العربي يمتد من خليج عمان جنوبًا حتى شط العرب شمالًا، كما يظهر في الصورة.,[],'TRUE',,Geography,Qatar,81945.png,true_false,14086,صواب.,0.0,0.86,true_false_anls
1804,ما هو نوع الطائر الذي يظهر في الصورة ويعتبر من أهم الحيوانات البرية في قطر؟,['A. النعامةB. الغرابC. البطD. الحمامة'],النعامة,A,Geography,Qatar,61294.png,multiple_choice,14212,A. النعامة,1.0,0.89,mc_letter
1806,كيف يساهم الجزء العلوي من المبنى الذي يظهر في الصورة في تحسين جودة الحياة داخل المبنى؟,['A. يحتوي على مراوح كهربائية لتدوير الهواءB. يحتوي على مصابيح إضاءة مخفيةC. يحتوي على فتحات هوائية تسمح بدخول الهواء الباردD. يحتوي على نوافذ زجاجية لزيادة الإضاءة الطبيعية'],يحتوي على فتحات هوائية تسمح بدخول الهواء البارد,C,Architecture,UAE,90750,multiple_choice,9632,C. يحتوي على فتحات هوائية تسمح بدخول الهواء البارد,1.0,1.01,mc_letter
1807,ما هو العنصر الذي يظهر في الصورة ويقع في الزاوية الشمالية الغربية من المعلم المعماري الرئيسي؟,['A. المئذنة المربعةB. البِمارستانC. المنبر الخشبيD. البُركة المربعة'],المئذنة المربعة,A,Architecture,Syria,123405,multiple_choice,713,المئذنة المربعة,1.0,0.85,mc_text_exact
1808,اللبنة التي تظهر في الصورة تستخدم في المطبخ الشرقي فقط.,[],'FALSE',,Food,Lebanon,104874,true_false,10465,FALSE,1.0,0.67,true_false_exact
1814,كما يظهر في الصورة، فإن الحدود بين الدول محددة بخطوط متقطعة.,[],'TRUE',,Geography,Mauritania,38924.png,true_false,13649,TRUE,1.0,2.11,true_false_exact
1816,ما هو التقليد الذي يظهر في الصورة ويستخدم لإضافة الإضاءة الجميلة للمنازل؟,['A. النقوش على الحجارةB. الحجار الملونةC. السقوف الخشبيةD. الزجاج الملون في النوافذ'],الزجاج الملون في النوافذ,D,Architecture,Yemen,464,multiple_choice,59,A. النقوش على الحجارة,0.0,0.74,mc_letter
1822,هل تعتبر المهياوة غنية بالعناصر الغذائية مثل الفسفور والكالسيوم والعديد من الفيتامينات؟,[],'TRUE',,Food,Bahrain,46700,true_false,6433,صواب.,0.0,2.47,true_false_anls
1824,كما يظهر في الصورة، ترتدي المرأة بدلة سوداء مع تفاصيل بنفسجية على الحواف.,[],'TRUE',,Architecture,Palestine,3029,true_false,447,FALSE,0.0,0.63,true_false_exact
1828,ما هو العنصر الذي يظهر في الصورة ويوجد في أعلى البرج؟,['A. قبة مزخرفةB. شرفة حجرية مع سياج حديدي أسودC. منارة خشبيةD. نافذة زجاجية كبيرة'],شرفة حجرية مع سياج حديدي أسود,B,Architecture,Palestine,2840,multiple_choice,89,B. شرفة حجرية مع سياج حديدي أسود,1.0,0.77,mc_letter
1836,ما هو الطبق الرئيسي الذي يظهر في الصورة ويُستخدم كقاعدة لتقديم اللحم والخضروات؟,['A. خبز التوست' 'B. عنجيرة' 'C. رقاق' 'D. فلافل'],عنجيرة,B,Food,Sudan,101050,multiple_choice,17867,B. عنجيرة,1.0,1.19,mc_letter
1838,ما هو الشكل المعماري المميز الذي يظهر في الصورة ويعد رمزاً دينياً مهماً في الديانة الإيزيدية؟,"['A. الأضرحة المخروطية' 'B. القباب الدائرية' 'C. النوافذ المقوسة'
 'D. الأعمدة الطويلة']",الأضرحة المخروطية,A,Architecture,Iraq,78353,multiple_choice,17118,A. الأضرحة المخروطية,1.0,1.13,mc_letter
1842,في أي مدينة تونسية لا يزال صنع الذي يظهر في الصورة قائماً في محل وحيد بنهج القصبة؟,['A. صفاقس' 'B. تونس' 'C. قابس' 'D. سوسة'],تونس,B,Handicrafts,Tunisia,21060.png,multiple_choice,16954,ب. تونس,0.571,1.08,mc_text_anls
1843,القبة التي تتوسط المشهد في الصورة مغطاة بصفائح ذهبية مشرقة.,['{}'],'TRUE',,Architecture,Syria,123488,true_false,1053,صواب,1.0,0.84,true_false_exact
1844,ما هو الغرض من استخدام المرمر الأزرق في البيوت الموصلية كما يظهر في الصورة؟,"['A. لإضافة لمسة جمالية فقط' 'B. لزيادة وزن السقف'
 'C. لتحسين الإضاءة الطبيعية' 'D. لمنع تآكلها ولبرودتها في موسم الصيف']",لمنع تآكلها ولبرودتها في موسم الصيف,D,Architecture,Iraq,78070,multiple_choice,15934,D. لمنع تآكلها ولبرودتها في موسم الصيف,1.0,0.98,mc_letter
1846,هل كما يظهر في الصورة، توجد أعلام سلطنة عمان على جانبي الميزة المعمارية الرئيسية.؟,['{}'],'TRUE',,Geography,Oman,40136.png,true_false,10346,TRUE,1.0,1.48,true_false_exact
1848,تم تغيير اسم المطار في 5 يوليو 2012 إلى اسم يحمل اسم ولي عهد المملكة العربية السعودية سابقاً، كما يظهر في الصورة.,['{}'],'TRUE',,Architecture,Saudi_Arabia,32263,true_false,8553,TRUE,1.0,0.85,true_false_exact
1850,ما هي المادة التي تم استخدامها في بناء الأعمدة الضخمة التي تظهر في الصورة؟,['A. الجرانيت' 'B. الرخام' 'C. الحجر الجيري' 'D. الطوب الأحمر'],الطوب الأحمر,D,Architecture,Egypt,107027,multiple_choice,226,C. الحجر الجيري,0.0,1.04,mc_letter
1851,كيف يتم تشكيل الطعام الذي يظهر في الصورة عادةً في جزيرة العرب؟,"['A. بشكل مكعبات' 'B. بشكل أسطواني' 'C. بشكل كرات' 'D. ,بشكل عشوائي']",بشكل كرات,C,Food,Saudi_Arabia,133213,multiple_choice,9441,اختيار من متعدد: C. بشكل كرات,0.0,0.78,mc_no_match
1852,ما هي الطريقة التي تم ترتيب الصخور بها في البناء الذي يظهر في الصورة؟,['A. بشكل غير نظامي' 'B. بشكل متناظر' 'C. بشكل هرمي' 'D. بشكل دائري'],بشكل غير نظامي,A,Geography,UAE,9363.png,multiple_choice,15657,A. بشكل غير نظامي,1.0,1.0,mc_letter
1855,ما هو المنتج الذي يظهر في الصورة ويُعتبر رمزاً للتراث الثقافي والصناعي في فلسطين؟,"['A. العنب النابلسي' 'B. الصابون النابلسي' 'C. التمر النابلسي'
 'D. الزيت النابلسي']",الصابون النابلسي,B,Architecture,Palestine,3015,multiple_choice,463,B. الصابون النابلسي,1.0,0.82,mc_letter
1856,ما هو المنتج التقليدي الذي يظهر في الصورة ويُعد جزءًا مهمًا من الثقافة المحلية في البلدة القديمة؟,"['A. الأدوات الحرفية' 'B. الحلويات التقليدية' 'C. الملابس التقليدية'
 'D. الخضروات الطازجة']",الحلويات التقليدية,B,Architecture,Palestine,2893,multiple_choice,8924,B. الحلويات التقليدية,1.0,0.73,mc_letter
1858,ما هو الموقع الجغرافي الذي ينتمي إليه المبنى الذي يظهر في الصورة؟,"['A. مدينة جبلة التاريخية في اليمن' 'B. مدينة الحديدة' 'C. مدينة عدن'
 'D. مدينة صنعاء']",مدينة جبلة التاريخية في اليمن,A,Architecture,Yemen,523,multiple_choice,492,A. مدينة جبلة التاريخية في اليمن,1.0,0.76,mc_letter
1862,ما هو النوع الموسيقي الذي يرتبط ارتباطا وثيقا بالآلة التي تظهر في الصورة؟,"['A. الموسيقى الحديثة' 'B. الطرب الغرناطي' 'C. الصنعة'
 'D. الموسيقى الشعبية']",الطرب الغرناطي,B,Music,Algeria,311.png,multiple_choice,20854,B. الطرب الغرناطي,1.0,1.19,mc_letter
1863,ما هي المدينة التي تتميز بالمباني التاريخية والمعمارية الفريدة الظاهر في الصورة؟,['A. بغداد' 'B. سامراء' 'C. كربلاء' 'D. الموصل'],سامراء,B,Architecture,Iraq,78256,multiple_choice,16439,كربلاء,0.0,0.83,mc_no_match
1865,ما هو النوع من الأشجار الذي يظهر في الصورة وينمو على ضفاف الخليج؟,['A. أشجار القرم' 'B. أشجار الصنوبر' 'C. أشجار النخيل' 'D. أشجار الزيتون'],أشجار القرم,A,Geography,Bahrain,39619.png,multiple_choice,14765,A. أشجار القرم,1.0,0.57,mc_letter
1866,ما هي الميزة المعمارية التي يظهر في الصورة وتدعم سقف المسجد؟,"['A. البوابات المقوسة' 'B. الأعمدة الرخامية البيضاء' 'C. النوافذ الزجاجية'
 'D. السجاد الملون']",الأعمدة الرخامية البيضاء,B,Architecture,Iraq,78033,multiple_choice,16006,B. الأعمدة الرخامية البيضاء,1.0,1.0,mc_letter
1867,ما هو الحيوان الذي يظهر في الصورة ويُعتبر رمزاً للقوة والسلطة في الثقافة الآشورية؟,['A. الثور' 'B. النمر' 'C. الأسد' 'D. الحمار'],الأسد,C,Architecture,Iraq,78323,multiple_choice,17089,C. الأسد,1.0,0.66,mc_letter
1874,المنامة هي المركز المالي والاقتصادي للبحرين.,['{}'],'TRUE',,Geography,Bahrain,54942.png,true_false,11986,صواب,1.0,1.17,true_false_exact
1875,ما هو المكان الذي يظهر في الصورة ويشير إلى نشاط يومي في الحرم الجامعي؟,"['A. مبنى الكلية' 'B. أشجار خضراء وكثيفة' 'C. أعمدة إضاءة'
 'D. ممر واسع ومرصوف بالرخام']",ممر واسع ومرصوف بالرخام,D,Geography,Qatar,58505.png,multiple_choice,14146,D. ممر واسع ومرصوف بالرخام,1.0,0.66,mc_letter
1876,ما هي الحارات الرئيسية التي تشكل فسيفساء من الأحواش والأزقة المتشابكة في البلدة القديمة الظاهر في الصورة؟,"['A. حارة القريون' 'B. حارة الحبلة' 'C. حارة القيسارية'
 'D. حارة الياسمينة']",حارة القريون,A,Architecture,Palestine,2970,multiple_choice,9077,C. حارة القيسارية,0.0,0.8,mc_letter
1880,ما هو العنصر المعماري الذي يظهر في الصورة ويشير إلى التدهور في البلدة القديمة؟,"['A. الباب الأخضر المغلق' 'B. أكوام الحجارة والأنقاض'
 'C. الأعمدة الحجرية السليمة' 'D. الجدران الحجرية القديمة']",أكوام الحجارة والأنقاض,B,Architecture,Palestine,2858,multiple_choice,8931,B. أكوام الحجارة والأنقاض,1.0,0.89,mc_letter
1887,ما هي المساحة التي تغطيها البحيرة الهادئة والواسعة التي تظهر في الصورة؟,"['A. حوالي 200 هكتاراً' 'B. حوالي 500 هكتاراً' 'C. حوالي 350 هكتاراً'
 'D. حوالي 100 هكتاراً']",حوالي 350 هكتاراً,C,Geography,Oman,29255.png,multiple_choice,11292,"لا يمكن تحديد المساحة الدقيقة للبحيرة من الصورة فقط.

اختيار من متعدد: لا يمكن تحديد الإجابة.",0.0,1.37,mc_no_match
1891,الزخارف الهندسية والنباتية التي تظهر في الصورة تستخدم فقط للزينة ولا تلعب دورًا وظيفيًا في المبنى.,['{}'],'FALSE',,Architecture,Iraq,78074,true_false,16015,FALSE,1.0,3.22,true_false_exact
1895,ما هي المناسبة التي يتم الاحتفال بها في منتصف شهر رمضان أو شعبان كما يظهر في الصورة؟,['A. عيد الفطر' 'B. القرقيعان' 'C. عيد الأضحى' 'D. ليلة القدر'],القرقيعان,B,Geography,Bahrain,3418.png,multiple_choice,15009,D. ليلة القدر,0.0,0.86,mc_letter
1898,السوق التجاري في نواكشوط يعكس التنوع الثقافي والاقتصادي للمدينة كما يظهر في الصورة.,['{}'],'TRUE',,Geography,Mauritania,83172.png,true_false,13809,"صواب/خطأ
TRUE",1.0,0.91,true_false_exact
1899,الظاهر في الصورة يمثل التطور والحداثة في الكويت.,['{}'],'TRUE',,Architecture,Kuwait,106957,true_false,14439,TRUE,1.0,1.14,true_false_exact
1907,ما هو الموقع الذي يقع فيه المبنى الذي يظهر في الصورة؟,['A. الصحراء السوريةB. السهل الساحلي لطرطوسC. الجبال الشرقية لحلبD. الجبال الغربية لدمشق بالقرب من وادي الزبداني'],الجبال الغربية لدمشق بالقرب من وادي الزبداني,D,Architecture,Syria,123515,multiple_choice,825,B. السهل الساحلي لطرطوس,0.0,1.11,mc_letter
1908,ما هو العنصر المعماري الذي يكشف عن آثار التآكل عبر الزمن في القلعة الظاهر في الصورة؟,['A. الأسوار الخارجيةB. الأبراج الداخليةC. البوابات الرئيسيةD. الجدران المحيطة بالقلعة'],الجدران المحيطة بالقلعة,D,Architecture,Lebanon,18875,multiple_choice,11868,D. الجدران المحيطة بالقلعة,1.0,1.29,mc_letter
1910,ما هو الشعار العسكري الذي يظهر في الصورة على العمودين؟,['A. شعار رياضيB. شعار تجاريC. شعار حكومي مدنيD. شعار عسكري'],شعار عسكري,D,Architecture,Kuwait,106859,multiple_choice,6604,D. شعار عسكري,1.0,0.98,mc_letter
1912,كان مفدي زكريا عضوًا في جبهة التحرير الوطني الجزائري.,[],'TRUE',,Music,Algeria,44013.png,true_false,20872,TRUE,1.0,1.73,true_false_exact
1913,ما هو نوع الآلة الموسيقية الذي يظهر في الصورة؟,['A. الربابةB. القانونC. الطبلةD. العود'],العود,D,Music,Jordan,50685.png,multiple_choice,16159,B. القانون,0.0,0.51,mc_letter
1917,كما يظهر في الصورة، تتميز الأزياء التقليدية الجزائرية بتنوعها وغناها الثقافي.,[],'TRUE',,Clothes,Algeria,8224.png,true_false,26344,صواب/خطأ: TRUE,1.0,1.06,true_false_exact
1918,"ما هي المكتبة التي كما يظهر في الصورة وتحتوي على ما يقرب من 7,000 كتاب؟",['A. مكتبة في مقر بنك دبي الإسلاميB. مكتبة في محطة الحافلات المركزيةC. مكتبة عامة في مسجد الملك فيصلD. مكتبة في حديقة الاتحاد'],مكتبة عامة في مسجد الملك فيصل,C,Geography,UAE,83869.png,multiple_choice,16102,C. مكتبة عامة في مسجد الملك فيصل,1.0,0.84,mc_letter
1921,تم تأسيس الزاوية على يد الشيخ عبد السلام الأسمر الفيتوري في مدينة زليتن بغرب ليبيا.,[],'TRUE',,Geography,Libya,738.png,true_false,18882,TRUE,1.0,0.85,true_false_exact
1923,ما هو الدور الذي تلعبه النباتات كما يظهر في الصورة في الحفاظ على البيئة في المغرب؟,['A. تزيد من الجفافB. السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكلC. تقلل من التنوع البيولوجيD. تزيد من التآكل'],السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكل,B,Flora,Morocco,6605.png,multiple_choice,16615,B. السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكل,1.0,1.25,mc_letter
1924,ما هو الاسم الذي يُعرف به الزي التقليدي الذي يظهر في الصورة في العاصمة الجزائرية والمناطق المحيطة بها؟,['A. العجارB. الكساءC. الحايكD. العقال'],الحايك,C,Clothes,Algeria,27346.png,multiple_choice,26421,B. الكساء,0.0,0.74,mc_letter
1926,ما هي الفترة التاريخية التي يعود إليها الموقع الذي يظهر في الصورة؟,['A. العصر البرونزيB. العصر الإسلاميC. العصر الحديديD. العصر الحجري'],العصر البرونزي,A,Geography,UAE,9383.png,multiple_choice,15041,A. العصر البرونزي,1.0,1.24,mc_letter
1931,كما يظهر في الصورة، تقع أطلال القلعة ضمن منطقة تدريب خاصة بقوات الكوماندوز البحريين الإسرائيلية، مما يجعلها مغلقة أمام الجمهور.,[],'TRUE',,Architecture,Palestine,3122,true_false,1170,TRUE,1.0,0.65,true_false_exact
1942,ما هو المعلم المعماري البارز الذي يظهر في الصورة ويقع في محافظة مسقط بسلطنة عمان؟,['A. جامع السلطان قابوس الأكبرB. المسجد الحرامC. جامع الشيخ زايدD. المسجد النبوي'],جامع السلطان قابوس الأكبر,A,Architecture,Oman,105386,multiple_choice,4062,A. جامع السلطان قابوس الأكبر,1.0,1.29,mc_letter
1943,ما هو العنصر المعماري الذي يظهر في الصورة ويرتفع بجانب المسجد، متوهجاً في السماء؟,['A. المباني المحيطةB. القباب البيضاءC. البرج المئذنةD. النوافذ الكبيرة'],البرج المئذنة,C,Architecture,Yemen,553,multiple_choice,1888,C. البرج المئذنة,1.0,0.59,mc_letter
1945,ما هي الميزة التي كما يظهر في الصورة وتعكس التراث الإسلامي الغني في القاهرة؟,['A. الأسوار البسيطة في الزياداتB. الحصى المحيطة بالمسجدC. الأبواب الداخلية الدائريةD. الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة'],الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة,D,Architecture,Egypt,107078,multiple_choice,528,D. الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة,1.0,0.88,mc_letter
1950,كما يظهر في الصورة، فإن السماء صافية وزرقاء.,[],'TRUE',,Geography,UAE,9758.png,true_false,10773,TRUE,1.0,0.84,true_false_exact
1954,ما هي الشكل الهندسي للهياكل التي يظهر في الصورة؟,['A. أبراج مستطيلةB. مدافن مخروطية الشكلC. هياكل مربعةD. قباب دائرية'],مدافن مخروطية الشكل,B,Geography,UAE,9368.png,multiple_choice,15053,د. قباب دائرية,0.0,1.61,mc_no_match
1956,ما هو المعلم الذي يظهر في الصورة ويتميز بتصميمه المستطيل ومساحته الواسعة؟,['A. الحصن العباسيB. قلعة سامراءC. المسجد الأمويD. حصن الأخيضر'],حصن الأخيضر,D,Architecture,Iraq,78351,multiple_choice,17116,B. قلعة سامراء,0.0,1.18,mc_letter
1959,ما هي المنطقة السكنية التي تقع في محافظة حولي والتي كما يظهر في الصورة تتميز بأشجار كثيفة على جانبي الشارع؟,['A. الرميثيةB. بيانC. حوليD. البدع'],الرميثية,A,Geography,Kuwait,4457.png,multiple_choice,18485,A. الرميثية,1.0,3.19,mc_letter
1960,تم هدم قوس فلليني في عام 1970.,[],'TRUE',,LandMarks,Libya,131550,true_false,18040,FALSE,0.0,0.54,true_false_exact
1964,تُظهر الصورة جانباً من هذا المعلم التاريخي الذي يضم أكثر من 164 قبراً لأفراد الأسرة المالكة.,[],'TRUE',,Architecture,Tunisia,45049,true_false,196,المعلم التاريخي هو مقبرة الملك عبد العزيز آل سعود. FALSE,0.0,6.18,true_false_exact
1970,ما هو المعلم الديني الذي يظهر في الصورة في الخلفية؟,['A. جامع الإمام تركي بن عبد اللهB. المسجد النبويC. قصر الحكمD. قصر المصمك'],جامع الإمام تركي بن عبد الله,A,Architecture,Saudi_Arabia,32214,multiple_choice,4030,A. جامع الإمام تركي بن عبد الله,1.0,1.17,mc_letter
1974,ما هو المعلم المعماري الذي يظهر في الصورة وسط المساحة المكشوفة؟,['A. المنارةB. المحراب الرئيسيC. القبة الكبيرةD. الزيادات'],القبة الكبيرة,C,Architecture,Egypt,107007,multiple_choice,210,B. المحراب الرئيسي,0.0,1.04,mc_letter
1978,ما هي الميزة المعمارية الظاهر في الصورة التي توفر الظل لجزء من المدرجات؟,['A. حديقة صغيرةB. برج الإنارةC. سقف معدنيD. مبنى إداري'],سقف معدني,C,Geography,Mauritania,83174.png,multiple_choice,13941,C. سقف معدني,1.0,0.82,mc_letter
1981,ما هي المنطقة الجغرافية التي تقع فيها المدينة التي كما يظهر في الصورة؟,['A. شمال شبه الجزيرة العربيةB. شرق الخليج العربيC. جنوب جون الكويت على الخليج العربيD. وسط شبه الجزيرة العربية'],جنوب جون الكويت على الخليج العربي,C,Geography,Kuwait,58522.png,multiple_choice,16447,B. شرق الخليج العربي,0.0,1.11,mc_letter
1982,في أي مناسبة ثقافية يتم تقديم الحلوى التي تظهر في الصورة بشكل شائع في العراق؟,['A. الكريسماسB. شهر رمضان المباركC. عيد الفطرD. عيد الأضحى'],شهر رمضان المبارك,B,Food,Iraq,132494,multiple_choice,14897,C. عيد الفطر,0.0,1.66,mc_letter
1984,ما هو الجنس النباتي الذي يظهر في الصورة وله أهمية بيئية في مناطق متنوعة ؟,['A. الكناريB. ماديراC. الخيميةD. دروسا'],دروسا,D,Flora,Morocco,31818.png,multiple_choice,16909,D. دروسا,1.0,1.52,mc_letter
1985,ما هو السبب الذي يظهر في الصورة لوجود الطائرات في هذا المكان؟,['A. إجراء صيانة دورية للطائرات الحربيةB. تدريب الطيارين على الطائرات الحديثةC. عرض مجموعة من الطائرات التاريخيةD. تخزين الطائرات العسكرية القديمة'],عرض مجموعة من الطائرات التاريخية,C,Architecture,Saudi_Arabia,32221,multiple_choice,4398,C. عرض مجموعة من الطائرات التاريخية,1.0,0.65,mc_letter
1986,كما يظهر في الصورة، ما هو الموقع الذي يقع على الضفة الغربية لبحيرة ناصر؟,['A. القلعة الصالحيةB. القلعة الفاطميةC. معابد أبو سمبلD. القلعة الأيوبيّة'],معابد أبو سمبل,C,LandMarks,Egypt,19675,multiple_choice,17740,معابد أبو سمبل,1.0,1.11,mc_text_exact
1987,ما هي الميزة المعمارية التقليدية التي تستخدم في بناء المباني القديمة كما يظهر في الصورة؟,['A. الأقواسB. الجدران الحجرية الداكنةC. القبابD. الزخارف الجصية'],الجدران الحجرية الداكنة,B,Architecture,Yemen,545,multiple_choice,3059,القباب,0.0,0.94,mc_no_match
1988,ما هي الزخارف التي تحيط بالمدخل الرئيسي كما يظهر في الصورة؟,['A. الأضواء المثبتةB. الزخارف الهندسيةC. الأشجار النخيلD. الكتابات العربية'],الكتابات العربية,D,Architecture,Iraq,78025,multiple_choice,15909,B. الزخارف الهندسية,0.0,0.93,mc_letter
1990,ما نوع الطائر الذي يظهر في الصورة؟,['A. البطB. سلالات سقطرى الغاقC. العقابD. النورس'],سلالات سقطرى الغاق,B,Geography,Bahrain,31085.png,multiple_choice,11894,B. سلالات سقطرى الغاق,1.0,0.82,mc_letter
1994,ما هو الطبق الذي يظهر في الصورة ويُعد وجبة رئيسية في الولائم العائلية في الأردن؟,['A. ورق العنبB. الكفتةC. المنسفD. المحشي'],ورق العنب,A,Food,Jordan,18296,multiple_choice,20938,D. المحشي,0.0,0.75,mc_letter
1999,ما هو اللون الذي يغطي المبنى الضخم الذي يظهر في الصورة؟,['A. لون أبيضB. لون أصفرC. لون أزرقD. لون بني داكن'],لون بني داكن,D,Architecture,Saudi_Arabia,32220,multiple_choice,4397,D. لون بني داكن,1.0,0.87,mc_letter
2001,ما هو المدخل الذي يظهر في الصورة؟,['A. ممر تحت الأرضB. باب حديديC. فتحة مغطاة بالأشجار والنباتاتD. نافذة زجاجية'],فتحة مغطاة بالأشجار والنباتات,C,Architecture,Syria,123418,multiple_choice,724,C. فتحة مغطاة بالأشجار والنباتات,1.0,0.7,mc_letter
