id,imgname,query,ground_truth,ground_truth_ar,type,model_answer,evaluation_passed,run_time
3108,two_col_43741.png,ما هو حجم الإيرادات التي حققتها شركة آنهوي كونش للأسمنت في السنة المالية 2020؟,176.24,١٧٦.٢٤,augmented,176.24 مليار يوان,True,1.08
3109,two_col_22782.png,ما هي النسبة المئوية من إجمالي أذونات الخزانة الأمريكية التي كانت بحوزة المؤسسات الوديعة في نهاية عام 2020؟,4.4,٤.٤,augmented,4.8%,False,1.46
3110,two_col_62672.png,ما محرك البحث الذي احتل المرتبة الثانية من حيث قيمة العلامة التجارية التقنية في عام 2015؟,Google,جوجل,augmented,Google,True,0.922
3111,two_col_62672.png,ما هي القيمة المقدرة لشركة آبل في عام 2015؟,136.91,١٣٦.٩١,augmented,136.91 مليار يورو,True,1.171
3112,two_col_20129.png,ما هو عدد طلاب المرحلة الثانوية العليا في الدنمارك عام 2009؟,132608,١٣٢٦٠٨,augmented,147 987 طلاب.,False,0.782
3113,two_col_20129.png,ما هو العدد الإجمالي لطلاب المرحلة الثانوية العليا في الدنمارك عام 2020؟,144849,١٤٤٨٤٩,augmented,"144,849",True,0.851
3114,two_col_82173.png,ما هو إجمالي الإنفاق على السفر بغرض العمل في عام 2008؟,46.7,٤٦.٧,augmented,$44.0 مليار,False,1.528
3115,two_col_82173.png,كم تم إنفاقه على السفر بغرض العمل في ألمانيا عام 2019؟,55.3,٥٥.٣,augmented,55.3 مليار يورو,True,0.722
3116,two_col_23268.png,ما هو معدل التضخم في تشاد عام 2020؟,3.48,٣.٤٨,augmented,3.0%,False,0.866
3117,two_col_4007.png,ما هو متوسط الدرجة لمؤشر الكثافة السيكوغرافية للمسافر؟,70.3,٧٠.٣,augmented,66.1%,False,0.712
3118,two_col_4883.png,كم عدد الموظفين الذين وظفتهم QVC في عام 2020؟,22.2,٢٢.٢,augmented,22.2 ألف موظف,True,1.143
3119,two_col_81414.png,ما هو متوسط الأجر بالساعة للعاملة الأجرية التي تتراوح أعمارها بين 20 و 24 عامًا في عام 2019؟,12.07,١٢.٠٧,augmented,15.1 $,False,0.675
3120,two_col_83292.png,ما هو معدل الخصوبة في إيطاليا عام 2018؟,1.29,١.٢٩,augmented,1.29,True,1.16
3121,two_col_20738.png,ما هي النسبة بالنسبة للناتج المحلي الإجمالي في تركيا عام 2020؟,34.65,٣٤.٦٥,augmented,34.6%,True,1.01
3122,two_col_80580.png,ما هي نسبة الدين الوطني للبحرين من الناتج المحلي الإجمالي للبحرين في عام 2019؟,102.1,١٠٢.١,augmented,102.1%,True,0.7
3123,two_col_42009.png,ما هي أكبر دولة من حيث استهلاك الورق للفرد في عام 2015؟,Luxembourg,لوكسمبورغ,augmented,لوكسمبورغ 277,True,1.439
3124,two_col_3189.png,ما هو متوسط الدخل السنوي لرؤساء الشركات التنفيذيين في الولايات المتحدة عام 2017؟,14.25,١٤.٢٥,augmented,$14.25 مليون,True,1.638
3126,multi_col_100399.png,في أي عام كان ذروة نتائج شهادة GCSE؟,2011/12,2011/12,augmented,لا,False,1.601
3127,two_col_6110.png,ما هي نسبة القوة العاملة الإناث التي شاركت في سوق العمل في عام 2020؟,56.2,٥٦.٢,augmented,57.5%,True,1.046
3128,two_col_40953.png,ما هو عدد العاطلين عن العمل والأشخاص الذين أكملوا وظائف مؤقتة في الولايات المتحدة في مايو 2021؟,5.84,٥.٨٤,augmented,عدد العاطلين عن العمل في مايو 2021: 5.84 مليون، عدد الأشخاص الذين أكملوا وظائف مؤقتة: 6.38 مليون.,True,1.115
3129,two_col_3773.png,من سجل أكبر عدد من الهوم رن في تاريخ الفرنشايز؟,Mike Schmidt,مايك شميدت,augmented,مايك شميت,False,0.851
3130,two_col_3773.png,كم عدد الهوم رن التي سجلها مايك شميدت؟,548,٥٤٨,augmented,548 هوم رن,True,0.765
3131,two_col_60950.png,ما هو إجمالي الإيرادات السنوية لشركة ريالد للسنة المالية المنتهية في 31 مارس 2015؟,163.46,١٦٣.٤٦,augmented,$199.23 مليون,False,0.613
3132,two_col_102640.png,ما هو إيراد شركة هيد ن.في. في عام 2006؟,366.8,٣٦٦.٨,augmented,366.8 مليون دولار,True,0.825
3133,two_col_20011.png,ما هو معدل البطالة في مينيسوتا عام 2020؟,6.2,٦.٢,augmented,7.9%,False,1.393
3134,two_col_82814.png,ما هو النمو السنوي لمتوسط أحجام المبيعات (ASMs) للسوق اللاتيني بين عامي 2020 و 2040؟,4,٤,augmented,4%,True,0.677
3135,multi_col_80831.png,ما هي نسبة الأسر التي تضم ستة أفراد أو أكثر في المناطق الريفية؟,20.6,٢٠.٦,augmented,31.3%,False,1.02
3136,two_col_100819.png,كم عدد أطباء الأسنان الذين كانوا يعملون في السويد في عام 2017؟,8173,٨١٧٣,augmented,"8,173 أطباء الأسنان",False,0.89
3137,two_col_103543.png,ما هي قيمة التجارة الإلكترونية بين الشركات لشحنات تصنيع الورق في الفترة المقاسة السابقة؟,134911,١٣٤٩١١,augmented,$134 911,False,1.283
3138,two_col_103543.png,ما هي قيمة التجارة الإلكترونية بين الشركات (B2B) لشحنات تصنيع الورق في الولايات المتحدة عام 2018؟,145141,١٤٥١٤١,augmented,$134 911,False,0.837
3139,two_col_22947.png,كم عدد المعالم الثقافية المدرجة على قائمة التراث العالمي لليونسكو؟,869,٨٦٩,augmented,869,True,0.671
3140,two_col_22947.png,كم عدد المعالم الطبيعية المدرجة على قائمة التراث العالمي لليونسكو؟,213,٢١٣,augmented,213 معلم طبيعي,True,0.714
3141,two_col_22612.png,ما هو إجمالي الإيرادات في قطاع الفنون والترفيه والرياضة في عام 2003؟,149.36,١٤٩.٣٦,augmented,149.36 مليار دولار,True,0.975
3142,multi_col_189.png,كم عدد تطبيقات الألعاب غير المتاحة في متجر التطبيقات في عام 2020؟,3420161,٣٤٢٠١٦١,augmented,لا,False,0.982
3143,two_col_43004.png,ما هو متوسط سعر التجزئة في وول مارت عام 2018؟,10.82,١٠.٨٢,augmented,10.82 $,True,0.788
3144,two_col_43004.png,ما هو متوسط سعر التجزئة للملابس في تاغيت عام 2018؟,14.79,١٤.٧٩,augmented,$14.79,True,0.826
3145,two_col_4911.png,ما هو إجمالي إيرادات علي بابا في الربع الأول من عام 201؟,187395,١٨٧٣٩٥,augmented,"$176,000 مليون يوان",False,0.87
3146,multi_col_100485.png,ما هو عدد السكان الذكور في ساحل العاج عام 2019؟,12.97,١٢.٩٧,augmented,12.74 مليون,False,1.204
3147,multi_col_100485.png,ما هو عدد الإناث في ساحل العاج عام 2019؟,12.74,١٢.٧٤,augmented,12.74 مليون,True,0.729
3148,two_col_23028.png,كم عدد المتاجر التي كانت تديرها كويكسيلفر في عام 2014؟,683,٦٨٣,augmented,683 متجراً,True,1.215
3149,two_col_23028.png,كم عدد المتاجر التي كانت تديرها كويكسيلفر في عام 2012؟,605,٦٠٥,augmented,605 متاجر,True,1.898
3150,two_col_4566.png,كم عدد متاجر آبل بالتجزئة في الولايات المتحدة اعتبارًا من أغسطس 2020؟,271,٢٧١,augmented,271 متجرًا,True,0.814
3151,two_col_23517.png,ما هو إجمالي صادرات الحبوب من كندا في عام 2018/19؟,28.39,٢٨.٣٩,augmented,27.69 مليون طن متري,False,0.943
3152,two_col_3007.png,ما هي أعلى نسبة من الأسر التي تمتلك حيوانًا أليفًا في المملكة المتحدة في عام 2020/21؟,59,٥٩,augmented,59%,True,0.644
3153,multi_col_100206.png,ما هي نسبة أقساط التأمين غير الحياة الإجمالية المكتوبة في بلجيكا والتي كتبها السماسرة في عام 2016؟,61.1,٦١.١,augmented,61.1%,True,1.118
3154,two_col_5190.png,كم عدد المهاجرين الذين عاشوا في بنغلاديش عام 2010؟,1345,١٣٤٥,augmented,"1,345 ألف مهاجر",False,1.328
3155,two_col_42791.png,ما هو إيراد التشغيل لشركة سنغافورة للاتصالات المحدودة (Singtel) في السنة المالية 2020؟,16.54,١٦.٥٤,augmented,$16.54 مليار دولار سنغافوري,True,0.922
3157,two_col_102007.png,ما هو حجم دوران صناعة النسيج في عام 2016؟,2094.6,٢٠٩٤.٦,augmented,2 094.6 مليون يورو,False,1.196
3158,two_col_22619.png,ما مقدار إنتاج الحديد الذي خسرته ألمانيا في الحرب العالمية الأولى؟,48,٤٨,augmented,48%,True,1.051
3159,two_col_4010.png,كم عدد الأشخاص الذين كانوا يعيشون تحت خط الفقر في الولايات المتحدة عام 2019؟,33.98,٣٣.٩٨,augmented,34.0 مليون شخص,False,1.345
3160,two_col_21375.png,كم من المال من المتوقع أن تنفق روش على البحث والتطوير الصيدلاني في عام 2026؟,12.9,١٢.٩,augmented,$12.9 مليار,True,0.793
3161,multi_col_100689.png,ما هو متوسط الدخل الأسبوعي للعامل أو الموظف الآسيوي العامل في مهنة خدمية في عام 2019؟,607,٦٠٧,augmented,$800,False,0.775
3162,two_col_4725.png,ما هو مؤشر أسعار الاستهلاك (ECI) في الربع الأول من عام 2021؟,143.7,١٤٣.٧,augmented,142.4,True,0.608
3163,two_col_103323.png,ما هو نصيب الفرد من الناتج المحلي الإجمالي في موزمبيق عام 2019؟,487.69,٤٨٧.٦٩,augmented,$537.05,False,1.014
3164,two_col_3516.png,ما هو أحدث تقييم لرضا العملاء لشركة جوجل؟,79,٧٩,augmented,78 نقطة (2019),False,0.697
3165,two_col_43344.png,ما عدد حالات السل الجديدة في السكان من أصل إسباني في عام 2020؟,1.2,١.٢,augmented,"1.2 حالات لكل 100,000 نسمة",True,0.788
3166,two_col_61733.png,ما هي الحصة السوقية لويسكي سكوتش في الولايات المتحدة عام 2014؟,750,٧٥٠,augmented,750 مليون ج.س.,True,1.301
3167,two_col_3433.png,من كان المخرج الرائد في الهند عام 2019؟,Rohit Shetty,روهيت شيتي,augmented,Rohit Shetty,True,1.057
3168,two_col_3433.png,أي مخرج تاميل تبع روهيت شيتي كمخرج رئيسي في الهند في عام 2019؟,S. Shankar,إس. شانكار,augmented,نعم,False,1.229
3169,two_col_62305.png,في أي عام كان عدد سكان منطقة أتلانتا-ساندي سبرينغز-ألفاريتا الحضرية حوالي 6.08 مليون نسمة؟,2020,٢٠٢٠,augmented,2019,False,1.872
3170,two_col_62305.png,ما هو عدد سكان منطقة أتلانتا-ساندي سبرينغز-ألفاريتا الحضرية في العام السابق؟,5961394,٥٩٦١٣٩٤,augmented,"6,000,000 سكان",False,1.447
3171,two_col_62305.png,ما هو عدد سكان منطقة أتلانتا-ساندي سبرينغز-ألفاريتا الحضرية في عام 2020؟,6027231,٦٠٢٧٢٣١,augmented,"6,000,000",True,0.642
3172,two_col_103296.png,ما هي القيمة السوقية للإقراض التجاري من نظير إلى نظير في إسبانيا عام 2018؟,93.5,٩٣.٥,augmented,124.1 مليون يورو,False,0.74
3173,two_col_102909.png,بأي عام من المتوقع أن يصل عدد مرضى الزهايمر إلى 518 ألفاً؟,2024,٢٠٢٤,augmented,2024,True,0.776
3174,two_col_102909.png,ما هو العدد المتوقع للمصابين بمرض الزهايمر بحلول عام 2024؟,0.52,٠.٥٢,augmented,0.52 مليون,True,0.634
3175,two_col_60445.png,ما هي الشركة التي احتلت المرتبة الثانية بحصة بلغت 21.34% من جميع التهديدات الجديدة في عام 2020؟,RiskTool,أداة المخاطر,augmented,RiskTool,True,0.686
3176,two_col_60445.png,ما هي الشركة التي استحوذت على 57.26% من برمجيات خبيثة جديدة للهواتف المحمولة عالميًا في عام 2020؟,AdWare,برامج الإعلانات المزعجة,augmented,Adware,True,0.849
3177,two_col_100769.png,كم أنفقت موديرنا على اللقاحات في عام 2020؟,707.2,٧٠٧.٢,augmented,707.2 مليون دولار,True,0.746
3178,multi_col_20977.png,ما هي القيمة التقديرية للإنفاق على الشبكات الذكية في الولايات المتحدة ضمن قطاع القياس الذكي في عام 2017؟,1.2,١.٢,augmented,$1.6 مليار,False,0.871
3179,two_col_6064.png,متى انتهى التوظيف في كوريا الجنوبية؟,2020,٢٠٢٠,augmented,لا,False,0.639
3181,two_col_6064.png,كم عدد الأشخاص الذين كانوا موظفين في كوريا الجنوبية في عام 2020؟,27.09,٢٧.٠٩,augmented,27.09 مليون,True,0.859
3182,two_col_1307.png,كم عدد مرات وصول لويس هاميلتون إلى منصة التتويج في مسيرته؟,165,١٦٥,augmented,165,True,0.768
3183,two_col_4950.png,كم حققت إقامة سيلين ديون حتى أواخر عام 2018؟,245.5,٢٤٥.٥,augmented,$385.1 مليون، $245.5 مليون، $166.4 مليون، $137.7 مليون، $131.2 مليون، $101.9 مليون، $97.4 مليون، $71.8 مليون، $47.9 مليون,True,1.38
3184,two_col_60684.png,ما هو المبلغ المتوقع أن يرتفع إليه مبيعات التجزئة للمنتجات العشبية والتقليدية في عام 2020؟,8.8,٨.٨,augmented,$8.8 مليار,True,0.669
3185,two_col_60684.png,ما هي مبيعات التجزئة للمنتجات العشبية والتقليدية في عام 2010؟,7.4,٧.٤,augmented,7.4 مليار دولار,True,0.805
3186,two_col_60684.png,في أي عام من المتوقع أن يزداد مبيعات التجزئة للمنتجات العشبية والتقليدية؟,2020,٢٠٢٠,augmented,2020,True,0.566
3187,two_col_61234.png,ما هو إيراد التشغيل لشركة زيسبري إنترناشونال ليميتد بالدولار النيوزيلندي في السنة المالية 2020؟,3340.54,٣٣٤٠.٥٤,augmented,$3 340.54 مليون نيوزيلندي,False,0.816
3188,two_col_103614.png,ما هو الدين الوطني لفانواتو في عام 2019؟,45.34,٤٥.٣٤,augmented,44.21%,True,0.676
3189,two_col_3511.png,ما هو معدل وفيات الرضع في نيبال عام 2019؟,25.6,٢٥.٦,augmented,"25.6 لكل 1,000 ولادة حية",True,1.448
3190,two_col_60669.png,بأي نسبة نمت التعداد السكاني لإيران في عام 2020؟,1.29,١.٢٩,augmented,1.29%,True,1.343
3191,two_col_61297.png,ما هو الإنفاق الرأسمالي على التعدين وتجهيز المعادن في كندا عام 2019؟,14243,١٤٢٤٣,augmented,11 954 مليون دولار كندي.,False,1.084
3192,two_col_40879.png,كم زاد عدد سكان سنغافورة في عام 2019؟,1.14,١.١٤,augmented,1.14%,True,0.826
3193,two_col_103171.png,أي دولة أوروبية كان لديها أكبر عدد من الأشخاص في علاج بديل لإدمان المواد الأفيونية في عام 2018؟,France,فرنسا,augmented,المملكة المتحدة,False,0.781
3194,two_col_103171.png,ما هو البلد الذي كان لديه أكبر عدد من الأشخاص في العلاج بالاستبدال لإدمان المواد الأفيونية في عام 2018؟,United Kingdom,المملكة المتحدة,augmented,المملكة المتحدة 147 568,True,0.837
3195,two_col_103171.png,كم عدد الأشخاص الذين تلقوا علاج الاستبدال لإدمان المواد الأفيونية في فرنسا عام 2018؟,178665,١٧٨٦٦٥,augmented,147 568,False,1.056
3196,two_col_23031.png,كم بلغت قيمة إيرادات التعليم المحصلة من الطلاب الصينيين في أستراليا في السنة المالية 2019؟,12095,١٢٠٩٥,augmented,"$12,095 مليون دولار أسترالي",False,0.799
3197,two_col_103971.png,كم عدد المرخص لهم لدى الاتحاد الفرنسي لكرة القدم في عام 2019؟,2014294,٢٠١٤٢٩٤,augmented,2 198 835,False,0.957
3198,two_col_103971.png,كم عدد الأعضاء المسجلين الذين كان لدى كرة القدم في عام 2019؟,2198835,٢١٩٨٨٣٥,augmented,2 198 835 ترخيصاً.,False,0.995
3199,two_col_104705.png,ما هو الفائض التشغيلي الإجمالي لتصنيع المنتجات الكيميائية في الولايات المتحدة عام 2016؟,271.1,٢٧١.١,augmented,$271.1 مليار,True,0.818
3200,two_col_83542.png,كم عدد مباريات رمضاني راج الدولية للنساء التي لعبتها للهند بين عامي 1999 و 2021؟,215,٢١٥,augmented,215 مباراة,True,0.648
3201,two_col_42864.png,ما هو عدد سكان بلغاريا في عام 2019؟,6.91,٦.٩١,augmented,7 مليون,False,0.786
3202,two_col_83029.png,كم عدد سيارات مرسيدس-بنز التي بيعت في فنلندا عام 2019؟,6223,٦٢٢٣,augmented,5 978 سيارات,False,1.096
3203,two_col_3380.png,من المسؤول عن غالبية مبيعات وول مارت؟,Walmart U.S.,وول مارت الولايات المتحدة,augmented,Walmart U.S. 67%,True,0.752
3204,two_col_42890.png,ما هو معدل الخصوبة في المغرب عام 2018؟,2.42,٢.٤٢,augmented,2.42 عدد الأطفال المولودين لكل امرأة.,True,1.507
3205,two_col_41617.png,ما هو إنتاج الكرز في العام السابق؟,2.57,٢.٥٧,augmented,2.6 مليون طن,False,1.152
3206,two_col_41617.png,ما هو الإنتاج العالمي للكرز في عام 2019؟,2.6,٢.٦,augmented,2.6 مليون طن,True,0.742
3207,two_col_43051.png,كم عدد الأشخاص من أفغانستان الذين تم رصد عبورهم غير القانوني للحدود البحرية للوصول إلى الاتحاد الأوروبي في عام 2019؟,34154,٣٤١٥٤,augmented,34 154,False,0.771
3208,two_col_43607.png,كم عدد المتابعين الذين كان لدى فريق لوس أنجلوس ليكرز في عام 2019؟,39.7,٣٩.٧,augmented,39.7 مليون,True,0.971
3209,two_col_21079.png,كم عدد مستخدمي الهواتف الذكية المتوقع وجودهم في النرويج بحلول عام 2025؟,5.19,٥.١٩,augmented,5.19 مليون,True,0.796
3210,two_col_21927.png,ما هي قيمة واردات الأثاث من بقية دول العالم إلى الولايات المتحدة في عام 2019؟,54901.9,٥٤٩٠١.٩,augmented,"$54,901.9 مليون",False,0.92
3211,two_col_21927.png,ما هي كمية الأثاث التي استوردتها ألمانيا إلى الولايات المتحدة في عام 2019؟,15436,١٥٤٣٦,augmented,15 436 مليون دولار,False,1.019
3212,two_col_40576.png,ما هي الإيرادات الفصلية لشركة Activision Blizzard في الربع الأول من عام 2021؟,2275,٢٢٧٥,augmented,"$2,413 مليون",False,0.781
3213,two_col_24504.png,ما هو مقدار الإيرادات التي حققها فريق سان فرانسيسكو 49رز من إيرادات شباك التذاكر في عام 2019؟,90,٩٠,augmented,$90 مليون,True,0.792
3214,two_col_104485.png,في أي عام توقف نمو سكان روسيا؟,1995,١٩٩٥,augmented,2016,False,0.829
3215,two_col_104485.png,في أي عام زاد عدد السكان؟,2009,٢٠٠٩,augmented,1990، 1995، 2000، 2005، 2010، 2015، 2020,False,1.098
3216,multi_col_20378.png,ما هو معدل معرفة القراءة والكتابة الإجمالي لأذربيجان في عام 2017؟,99.79,٩٩.٧٩,augmented,99.8%,True,0.847
3217,two_col_43654.png,ما هو معدل البطالة بين الشباب في ليبيا عام 2020؟,50.9,٥٠.٩,augmented,50%,True,0.946
3218,two_col_102042.png,كم كان إيراد ضريبة المركبات في ماهاراشترا بالروبية الهندية في السنة المالية 2016؟,51.07,٥١.٠٧,augmented,45 مليار روبية هندية,False,1.583
3219,two_col_61079.png,ما هي القيمة الإنتاجية السنوية لقطاع الصناعات المطاطية والبلاستيكية في بلغاريا عام 2017؟,1623.1,١٦٢٣.١,augmented,"1,743",False,0.786
3220,two_col_83180.png,كم عدد متابعي فريق نيويورك يانكيز في عام 2019؟,14.51,١٤.٥١,augmented,14.51,True,1.369
3221,two_col_82719.png,كم كانت قيمة مبيعات ستينوف الدولية القابضة ن.ف. في الولايات المتحدة عام 2016؟,13.6,١٣.٦,augmented,13.6 مليار دولار,True,0.87
3222,two_col_1055.png,كم عدد الأشخاص الذين زاروا متحف اللوفر في عام 2020؟,2.7,٢.٧,augmented,2.7 مليون,True,0.725
3223,two_col_81780.png,في أي عام تم استيراد الفاكهة الحمضية الطازجة أو المجففة إلى المملكة المتحدة؟,2001,٢٠٠١,augmented,2001,True,1.106
3224,two_col_20802.png,كم عدد المصابين بفيروس كوفيد-19 لكل 100 ألف نسمة في محافظة طوكيو اعتبارًا من 17 أبريل 2020؟,20.1,٢٠.١,augmented,20.1 لكل 100 ألف نسمة,True,0.789
3225,two_col_100393.png,كم عدد الكتب التي نشرتها Smashwords في عام 2017؟,74290,٧٤٢٩٠,augmented,نعم,False,0.846
3226,two_col_100393.png,كم عدد الكتب التي نشرتها Smashwords في عام 2018؟,71969,٧١٩٦٩,augmented,"نحو 70,000 كتاب.",False,0.616
3227,two_col_4489.png,ما هو المتوقع أن يصل إليه سوق الأتمتة المنزلية الذكية العالمي بحلول عام 2020؟,21,٢١,augmented,21 مليار دولار أمريكي,True,0.696
3228,two_col_22813.png,ما هو مؤشر التفاؤل للشركات الصغيرة في الولايات المتحدة في مايو 2021؟,99.6,٩٩.٦,augmented,99.6,True,1.448
3229,two_col_22813.png,ما هي قيمة مؤشر التفاؤل للشركات الصغيرة في الولايات المتحدة في مايو 2020؟,94.4,٩٤.٤,augmented,99.6,False,0.869
3230,two_col_42662.png,ما هي إجمالي مبيعات الملابس الداخلية للرجال والملابس المخصصة للنوم والجوارب في كندا في الربع الثالث من عام 2020؟,221.05,٢٢١.٠٥,augmented,$400 مليون,False,0.784
3231,two_col_3757.png,أي دولة يبلغ عدد سكانها ثلاثة أضعاف عدد سكان الاتحاد الأوروبي؟,China,الصين,augmented,الولايات المتحدة,False,1.051
3232,two_col_81176.png,ما هو حجم دوران مؤسسات تجارة الجملة في المملكة المتحدة عام 2013؟,982537,٩٨٢٥٣٧,augmented,"795,235 مليون GBP",False,0.768
3233,two_col_81176.png,ما هو حجم دوران تجار الجملة في المملكة المتحدة في عام 2019؟,907464,٩٠٧٤٦٤,augmented,911 160 907 464 GBP,False,1.81
3234,two_col_81176.png,ما هو حجم دوران شركات تجارة الجملة في المملكة المتحدة عام 2008؟,777154,٧٧٧١٥٤,augmented,777 154 مليون جنيه إسترليني,False,0.765
3235,two_col_22825.png,ما هو حجم الإيرادات التي حققها بنك أمريكا في الولايات المتحدة عام 2020؟,75.58,٧٥.٥٨,augmented,$75.58 billion,True,0.654
3236,two_col_21539.png,كم بلغ إيراد التشغيل الذي حققه غانيت في عام 2020؟,3.41,٣.٤١,augmented,$3.41 مليار,True,1.186
3237,two_col_82126.png,كم عدد النسخ المعاد إنتاجها بين عامي 1995 و 2020؟,330,٣٣٠,augmented,"3,165، 2,110، 330، 226، 226",True,1.47
3238,two_col_82126.png,كم عدد الأفلام التي استندت إلى كتب أو مقالات واقعية؟,270,٢٧٠,augmented,3 165,False,0.788
3239,two_col_41670.png,"ما هي قاعدة المشتركين لـ ""ميجافون"" في عام 2019؟",76.9,٧٦.٩,augmented,76.9 مليون,True,1.048
3240,two_col_21315.png,ما هي النسبة المئوية من الناتج المحلي الإجمالي للبلاد التي شكلها قطاع الصناعة في عام 2019؟,10.9,١٠.٩,augmented,10.9%,True,0.784
3241,two_col_63419.png,كم عدد المتاجر التي كانت تديرها لولوليمون أثليتيكا حتى 31 يناير 2021؟,521,٥٢١,augmented,521 متجر.,True,0.649
3242,two_col_2625.png,في أي عام أظهر الرسم البياني التعداد السكاني من أصل إسباني في الولايات المتحدة؟,2016,٢٠١٦,augmented,2016، 2020، 2025، 2030، 2035، 2040، 2045، 2050، 2055، 2060,True,1.073
3243,two_col_2625.png,كم عدد الأشخاص من أصل إسباني سيكونون في الولايات المتحدة في عام 2060؟,111.22,١١١.٢٢,augmented,111.22 مليون,True,0.896
3244,two_col_62344.png,ما هي المنطقة التي كان لديها أدنى نسبة من المدخنين؟,Friuli-Venezia Giulia,فريولي فينيتسيا جوليا,augmented,Friuli-Venezia Giulia 15.7%,True,0.736
3245,two_col_62344.png,أين كانت أعلى نسبة من المدخنين في إيطاليا؟,Emilia-Romagna,إميليا رومانيا,augmented,"Emilia-Romagna, Umbria, Tuscany, Sicily",True,0.73
3246,two_col_1212.png,كم عدد العاطلين عن العمل في عام 2018؟,185.8,١٨٥.٨,augmented,199.8 مليون,False,0.66
3247,two_col_83069.png,ما هو المبلغ التقديري بالكرونة الأيسلندية الذي تم إنفاقه على السفر إلى الخارج في عام 2018؟,183.3,١٨٣.٣,augmented,249.1 مليار كرونة أيسلندية,False,0.994
3248,two_col_2613.png,ما هو معدل البطالة في سريلانكا في عام 2020؟,4.18,٤.١٨,augmented,4.18%,True,0.694
3249,two_col_549.png,ما هو البلد الذي سجل أعلى معدل انتحار للذكور اعتبارًا من عام 2017؟,Lithuania,ليتوانيا,augmented,ليسوتو 72.4,False,1.405
3250,two_col_22358.png,كم عدد المستشفيات التي كانت في أيرلندا عام 2018؟,86,٨٦,augmented,86 مستشفى,True,1.668
3251,two_col_81758.png,كم عدد شركات الطباعة التي كانت موجودة في المملكة المتحدة في عام 2012؟,11896,١١٨٩٦,augmented,"279,000",False,1.231
3252,multi_col_1044.png,كم عدد ماكينات الإسبريسو التي بيعت في الولايات المتحدة عام 2010؟,1.4,١.٤,augmented,4.0 مليون,False,0.823
3253,two_col_41680.png,ما مقدار الزيادة في عدد سكان آيسلندا في عام 2020؟,1.61,١.٦١,augmented,1.61%,True,1.086
3254,multi_col_266.png,ما هو نصيب الناتج المحلي الإجمالي للبلدان الناشئة والنامية قبل عقد من الزمان؟,16223.95,١٦٢٢٣.٩٥,augmented,"$23,204.01 مليون",False,1.07
3255,multi_col_266.png,ما هو الناتج المحلي الإجمالي المقدر للبلدان الناشئة والنامية في آسيا بحلول عام 2026؟,33760.27,٣٣٧٦٠.٢٧,augmented,33 760.2 $,False,0.754
3256,two_col_62561.png,ما هو الاستهلاك النهائي للملابس في فنلندا عام 2018؟,4127,٤١٢٧,augmented,4 127 مليون يورو,False,0.726
3257,multi_col_40060.png,ما هي نسبة الرجال الذين أفادوا بقضاء ما بين 5 و 7 ساعات في مشاهدة مسلسل عبر الإنترنت في جلسة واحدة؟,7.1,٧.١,augmented,7.1%,True,0.795
3259,multi_col_80470.png,ما هو العدد التقديري للأشخاص المصابين بالخرف في دول مجموعة السبع في عام 2030؟,18.43,١٨.٤٣,augmented,37.47 مليون شخص,False,0.571
3260,two_col_61245.png,كم عدد زوار الهاتف المحمول الذين زاروا مواقع أمازون في سبتمبر 2018؟,162,١٦٢,augmented,162 مليون زائر.,True,1.209
3261,two_col_5061.png,حتى يناير 2021، كم بلغ إجمالي المبلغ الذي دفعته آبل للمطورين الذين يبيعون السلع والخدمات عبر متجر التطبيقات؟,200,٢٠٠,augmented,200 مليار دولار أمريكي,True,1.086
3262,two_col_5061.png,كم كان إجمالي مدفوعات آبل للمطورين قبل عام؟,155,١٥٥,augmented,155 مليار دولار,True,0.828
3263,two_col_61662.png,كم أنفقت المملكة المتحدة على الخدمات الثقافية في العام الماضي؟,3.81,٣.٨١,augmented,4.05 مليار GBP,False,1.751
3264,two_col_61662.png,كم أنفقت المملكة المتحدة على الخدمات الثقافية في عام 2019/20؟,4.05,٤.٠٥,augmented,4.05 مليار GBP,True,0.656
3265,two_col_80764.png,ما مقدار الزيادة في عدد سكان غامبيا في عام 2020؟,2.9,٢.٩,augmented,2.99%,True,0.697
3266,two_col_43380.png,أي دولة كانت من بين المنتجين الرئيسيين لخام الحديد في عام 2012؟,South Africa,جنوب أفريقيا,augmented,أستراليا، كندا، جنوب أفريقيا، بيرو، البرازيل، الهند,True,0.808
3267,two_col_21729.png,ما هي درجة شركة HP Printing & Imaging من 100؟,66.69,٦٦.٦٩,augmented,66.69,True,1.593
3268,multi_col_60362.png,ما هي صافي المبيعات العالمية لقسم التجزئة التابع لشركة لوكسوتيكا في عام 2020؟,5244,٥٢٤٤,augmented,$5 244 مليون,False,1.471
3269,two_col_60168.png,كم عدد عبوات الحصص الفردية التي باعتها كويرك جرين ماونتن في عام 2013؟,9.82,٩.٨٢,augmented,8.09 مليار,False,1.072
3270,two_col_3399.png,في أي عام زاد إنفاق المستهلكين على الصابون والمنظفات؟,2017,٢٠١٧,augmented,"2017, 2018, 2019",True,1.393
3271,two_col_41191.png,ما هو عدد سكان ألمانيا اعتبارًا من 31 ديسمبر 2019؟,83.17,٨٣.١٧,augmented,83.02 مليون,False,1.543
3272,multi_col_440.png,ما هي نسبة الأشخاص المصابين بفيروس كورونا المسبب لـ COVID-19 الذين تتراوح أعمارهم بين 45 و 64 عامًا؟,34,٣٤,augmented,28%,False,0.951
