id,imgname,query,ground_truth,type,model_answer,evaluation_passed,run_time
2516,two_col_4650.png,How many internet users did Mexico have in 2019?,77.07,augmented,95.31,False,1.047
2517,two_col_4650.png,"By 2025, how many people are expected to use the internet?",95.31,augmented,95.31,True,1.06
2518,two_col_42460.png,What was the share of the capacity of solar and wind energy plants in Russia?,66.56,augmented,66.56%,True,1.038
2519,two_col_42460.png,"What was the percentage of installed capacity of thermal power plants in Russia as of January 1, 2021?",66.56,augmented,66.56%,True,1.04
2520,two_col_62495.png,How many travelers did the U.S. record from Africa in 2020?,107164,augmented,107164,True,1.086
2521,two_col_62495.png,What was the total number of visitors from Africa to the U.S. in 2019?,566677,augmented,107164,False,1.164
2522,two_col_104277.png,Which private grocery freight carrier had the highest number of tractors in 2020?,McLane Grocery,augmented,"1,600",False,1.066
2523,two_col_4137.png,How much money did the Peppa Pig brand generate in retail sales worldwide in 2019?,1.35,augmented,1.35,True,1.267
2524,two_col_42540.png,What was the adidas Group's equity ratio in 2013?,47.3,augmented,32.90,False,1.109
2525,two_col_42540.png,"In the most recent period, what was the adidas Group's equity ratio measured at?",30.7,augmented,32.90,False,1.169
2526,two_col_103882.png,What was the score of The Hotel Vitale?,98,augmented,98,True,1.392
2527,two_col_3664.png,In what year did dishwasher unit shipments in the United States end?,2017,augmented,8.69,False,1.138
2528,two_col_3664.png,How many units of dishwashers are forecast to ship in the United States in 2018?,8.34,augmented,8.69,True,1.164
2529,two_col_4209.png,How many homicides were there in North West England in 2019/20?,114,augmented,130,False,1.312
2530,two_col_4209.png,How many homicide offences were there in London in 2019/20?,130,augmented,130,True,1.248
2531,two_col_102753.png,What was the revenue of ACS Dobfar in 2019?,521.12,augmented,521.12,True,1.066
2532,two_col_40315.png,What country had the highest price per 500 sheets?,Norway,augmented,6.53,False,1.186
2533,two_col_80351.png,How many Fairtrade workers did India have in 2012?,71600,augmented,71600,True,1.065
2534,two_col_288.png,What was Google's ad revenue in 2020?,146.92,augmented,146.92,True,1.336
2535,two_col_83152.png,What was Uruguay's gender gap index score in 2021?,0.69,augmented,0.83,False,1.055
2536,two_col_40166.png,How much did retail sales of furniture and home furnishings stores in Canada increase in December 2020 compared to December 2019?,8.1,augmented,8.1%,True,1.067
2537,multi_col_101058.png,What percentage of video buyers in the UK were black and minority ethnic groups in 2015?,4.4,augmented,95.6%,False,1.408
2538,two_col_3590.png,How many horses were in Scotland ownership as of June 2017?,169543,augmented,"258,459",False,1.099
2539,two_col_3590.png,How many horses were in England as of June 2017?,169543,augmented,"258,459",False,1.077
2540,two_col_1766.png,What ethnicity were the perpetrators of child abuse in the United States in 2019?,Asian,augmented,245127,False,1.065
2541,two_col_20400.png,What was Jamaica's gross domestic product in 2019?,15.94,augmented,19.6,False,1.084
2542,two_col_4873.png,How many people participated in shooting sport in 2017?,9.38,augmented,9.38,True,1.492
2543,multi_col_681.png,What was the average adult literacy rate in Latin America and the Caribbean in 2018?,93.87,augmented,81.42,False,1.049
2544,multi_col_681.png,How much higher was the literacy rate in Latin America and the Caribbean compared to the worldwide average?,93.87,augmented,4.2,False,1.016
2545,two_col_23263.png,How much revenue did Jumia generate in 2020?,139.6,augmented,160.4,False,1.089
2546,two_col_82465.png,"How many enterprises were in the manufacture of cocoa, chocolate and sugar confectionery industry in 2017?",33,augmented,33,True,1.067
2547,multi_col_60216.png,When was the last year of the Barclays Bank Group's board of directors?,2012,augmented,69%,False,1.232
2548,multi_col_60216.png,"By the end of 2016, what percentage of the board of directors were women?",31,augmented,69%,False,1.039
2549,multi_col_40151.png,How many users will augmented and virtual reality software for video games have by 2025?,216,augmented,216,True,1.061
2550,two_col_43590.png,How many M&A deals were completed in Turkey from 2011 to 2020?,383,augmented,184,False,1.03
2551,two_col_43590.png,How many M&A deals were completed in 2020?,184,augmented,184,True,1.035
2552,two_col_80810.png,"What was the number of enterprises in the manufacture of soft drinks, production of mineral waters and other bottled waters industry in Croatia in 2018?",47,augmented,47,True,1.064
2553,multi_col_40873.png,How much revenue did Wayfair generate in direct retail sales in 2019?,9088.27,augmented,998.27,False,1.224
2554,two_col_2681.png,What was the GDP in the Netherlands in dollars in 2019?,909.5,augmented,1212.19,False,1.099
2555,two_col_43151.png,What was the score of Tsinghua University in 2021?,84.9,augmented,84.9,True,1.227
2556,two_col_21069.png,What is the projected total unit shipments of core major appliances for 2015?,42.94,augmented,46.4,False,1.219
2557,two_col_21069.png,In what year did the Appliance Magazine forecast unit shipments for core major appliances?,2017,augmented,46.7,False,1.212
2558,multi_col_1418.png,What was Borussia Dortmund's team value in 2019?,896,augmented,"1,434",False,1.483
2559,two_col_63078.png,What percentage of South Korea's GDP did B2C e-commerce account for in 2013?,2.23,augmented,3.0,False,1.077
2560,two_col_1356.png,How many internet users did China have as of January 2021?,939.8,augmented,939.8,True,1.211
2561,two_col_1356.png,How many internet users did India have as of January 2021?,624,augmented,939.8,False,1.201
2562,multi_col_60220.png,How much of the world silver production was a by-product of gold production in 2020?,123.3,augmented,45,False,1.095
2563,two_col_102197.png,How many points does Pat Cummins have?,908,augmented,908,True,1.49
2564,two_col_1909.png,What was the GDP of Poland at its all-time high in 2019?,594.18,augmented,942.2,False,1.067
2565,two_col_1909.png,What is Poland's GDP expected to reach by 2025?,861.83,augmented,942.2,False,1.068
2566,two_col_21670.png,How many off-farm storage facilities did Iowa have as of December 2018?,870,augmented,870,True,1.103
2567,two_col_3852.png,How many Indians lived in Ontario as of December 2019?,218451,augmented,218451,True,1.012
2568,two_col_3852.png,How many Indians lived in Manitoba as of December 2019?,162202,augmented,218451,False,1.0
2569,two_col_3425.png,What was the estimated revenue of the merchandise and tickets segment in the global eSports market in 2021?,66.6,augmented,641,False,1.096
2570,two_col_3708.png,Which country contributed the second largest amount to GDP?,China,augmented,580.7,False,1.078
2571,two_col_3708.png,What was the total contribution of the United States' travel and tourism industry to GDP in 2019?,580.7,augmented,580.7,True,1.16
2572,two_col_42932.png,What was the crude birth rate in Kenya in 2018?,28.75,augmented,28.75,True,1.153
2573,two_col_62752.png,"How many seats did the airline industry in North America have in the week of May 6, 2019?",24.36,augmented,22.5,False,1.17
2574,two_col_81777.png,What was the most visited paid attraction in the North West region in 2019?,Chester Zoo,augmented,206785,False,1.979
2575,two_col_81777.png,How many people visited Chester Zoo in 2019?,2086785,augmented,206875,False,1.012
2576,two_col_2719.png,"How many deaths were due to COVID-19 in S£o Paulo as of June 27, 2021?",126050,augmented,126050,True,1.194
2577,two_col_2719.png,How many deaths were due to COVID-19 in Rio de Janeiro?,55181,augmented,126050,False,1.175
2578,two_col_60836.png,What was the youth unemployment rate in Ukraine in 2020?,19.23,augmented,18.83%,True,1.218
2579,two_col_21414.png,What was the projected PC online games revenue for the Philippines from 2012 to 2014?,64,augmented,64,True,1.064
2580,two_col_42340.png,What was the under five child mortality rate in Malaysia in 2019?,7.7,augmented,7.7,True,1.071
2581,two_col_103384.png,What was the highest CPI in Romania in 2010?,106.09,augmented,103.33,True,1.113
2582,two_col_103384.png,What was the CPI in Romania in 2020?,102.63,augmented,102.63,True,1.093
2583,two_col_103136.png,How many games did Inter Milan play in the UEFA Europa League as of May 2021?,191,augmented,191,True,1.49
2584,two_col_103136.png,How many games did Sporting Clube de Portugal play in the UEFA Europa League as of May 2021?,187,augmented,191,True,1.383
2585,two_col_82832.png,What was the total revenue of the Graham Holdings Company a year earlier?,2.93,augmented,3.56,False,1.069
2586,two_col_82832.png,In what year was the Graham Holdings Company's operating revenue released?,2020,augmented,3.56,False,1.118
2587,two_col_42681.png,What percentage of Kenya's health expenditures were generated by the pharmaceutical industry in 2014?,20.8,augmented,46.6,False,1.213
2588,multi_col_100515.png,How many dogs were rabid in 2015?,67,augmented,303,False,1.419
2589,two_col_40146.png,Who is the career passing leader of the New York Jets?,Joe Namath,augmented,27 057,False,1.199
2590,two_col_21932.png,How many complaints were filed against the Nationwide Building Society in the first half of 2020?,40287,augmented,5637,False,1.07
2591,two_col_23886.png,What percentage of Amazon's net product sales were e-digital sales in 2015?,100,augmented,100%,True,1.716
2592,two_col_103536.png,What percentage of Italians were willing to visit national seaside tourist locations?,39,augmented,26%,False,1.035
2593,two_col_4989.png,Which country had the highest seaport quality in 2018?,Singapore,augmented,6.5,False,1.374
2594,two_col_4989.png,What rating did the United States receive on a scale from 1 (= under-developed) to 7 (= extensively developed according to international standards)?,5.6,augmented,6.5,False,1.094
2595,two_col_41449.png,In what year was Michigan's GDP chained?,2012,augmented,"47,128",False,1.393
2596,two_col_23990.png,What was the infant mortality rate in Mongolia in 2019?,13.4,augmented,13.4,True,1.12
2597,multi_col_1012.png,What was the revenue from financial services of FIS in 2015?,5.7,augmented,15.06,False,1.181
2598,two_col_63209.png,What is the average rate of gun deaths among the population aged 15 to 34?,14.7,augmented,14.7,True,1.119
2599,two_col_20008.png,What was the market size of the fitness club industry in the United States in 2021?,33.25,augmented,32.5,True,1.252
2600,two_col_20008.png,"What was the market size of the gym, health and fitness club industry in the United States in 2020?",31.76,augmented,32.5,True,1.039
2601,two_col_21124.png,What is Lionel Messi's transfer market value?,180,augmented,180,True,1.18
2602,two_col_63744.png,What was the second most viewed youtube channel in Chile as of March 2021?,MEGA Oficial,augmented,12.38,False,1.116
2603,two_col_63744.png,What was the most viewed youtube channel in Chile as of March 2021?,JuegaGerman,augmented,12.38,False,1.039
2604,two_col_63744.png,How many video views did JuegaGerman have as of March 2021?,12.38,augmented,12.38,True,1.055
2605,two_col_62246.png,How much property tax did illegal immigrants pay in the U.S. in 2014?,3583429000,augmented,702525000,False,1.077
2606,two_col_1885.png,What was the inflation rate in Switzerland in 2019?,0.36,augmented,0.79%,False,1.28
2607,two_col_2273.png,Which country had the highest percentage of dog-owning households in the European Union?,Romania,augmented,46%,False,1.237
2608,two_col_20913.png,How many people were Lattar-day Saints in 2010?,6267771,augmented,150686156,False,1.11
2609,two_col_21398.png,What did a majority of respondents use to make digital payments?,Paytm,augmented,33%,False,1.573
2610,two_col_23087.png,What was the unemployment rate in Mozambique in 2020?,3.24,augmented,3.24%,True,1.116
2611,two_col_81490.png,How much did the UK spend on pensions in the previous financial year?,116.97,augmented,112.93,True,1.122
2612,two_col_81490.png,How much money did the UK spend on pensions in 2019/20?,112.93,augmented,112.93,True,1.14
2613,two_col_83228.png,What percentage of respondents gave flexibility as the main reason for using car sharing services?,2.3,augmented,51.2%,False,1.144
2614,two_col_1195.png,What is the average price for acrylic nails in the U.S.?,46.01,augmented,46.01,True,1.168
2615,two_col_100069.png,"How much money did the storm in the U.S. on August 29, 2005 cause?",125,augmented,125,True,1.04
2616,two_col_83466.png,How much were the player expenses of the Los Angeles Chargers in the 2019 season?,208,augmented,208,True,1.116
2617,two_col_60002.png,How many people aged 15 and over were employed in Canada in 2020?,18.06,augmented,19.06,False,1.131
2618,two_col_82801.png,What is the estimated value of the pharmaceutical excipients market in dollars in 2025?,9.79,augmented,6.97,False,1.032
2619,two_col_82801.png,What year is the forecast global market worth of pharmaceutical excipients?,2025,augmented,6.97,False,1.435
2620,two_col_1965.png,What was the percentage of imports of goods and services from the United States in 2019?,14.6,augmented,14.5%,True,1.265
2621,two_col_42819.png,What was the score of the Extra Help with Medicare Prescription Drug Plan Costs page?,92,augmented,92,True,1.249
2622,two_col_62544.png,What was the total consumption of industrial roundwood in the U.S. in 2018?,15792,augmented,"15,792",True,1.258
2623,two_col_2626.png,What was Johnson & Johnson's net income in the previous year?,15119,augmented,"16,540",False,3.633
2624,two_col_2626.png,What was Johnson & Johnson's net earnings in 2020?,14714,augmented,"16,540",False,1.32
2625,two_col_5364.png,What was the revenue of the Minnesota Vikings in 2019?,448,augmented,448,True,1.159
2626,two_col_82199.png,What percentage of French people were worried about the spread of the COVID-19 virus in march 2020?,85,augmented,45%,False,1.358
2627,two_col_61167.png,How much magnesium was recycled from scrap in the U.S. between 2005 and 2017?,542,augmented,542,True,1.12
2628,two_col_63460.png,Who is the owner of the Irvine Company?,Donald Bren,augmented,28.7,False,1.061
2629,two_col_22863.png,How many full-time men were employed in the U.S. in 2020?,69.46,augmented,72.5,True,1.078
2630,two_col_104309.png,How many people watched MLB games live in 2019?,68.49,augmented,68.49,True,1.193
2631,multi_col_101044.png,When was the last time a youth or young adult used cannabis in Colorado?,2009-2012,augmented,31.1%,False,1.047
2632,multi_col_101044.png,What percentage of 18-25 year olds used cannabis prior to legalization?,26.2,augmented,31.1%,False,1.051
2633,multi_col_101044.png,What percentage of 18-25 year olds used cannabis within the past month?,31.1,augmented,31.1%,True,1.306
2634,two_col_104753.png,What was the production value of the manufacture of machinery and equipment industry in France in 2016?,42848.9,augmented,90.5,False,1.082
2635,two_col_20203.png,How much did Cyprus' real gross domestic product decrease in 2020?,5.16,augmented,-5.11%,False,1.24
2636,two_col_6025.png,What was Russia's fertility rate in 2000?,1.25,augmented,5.8,False,1.09
2637,two_col_103795.png,What was the poverty headcount ratio at national poverty lines in Kazakhstan in 2017?,2.5,augmented,2.5%,True,1.102
2638,two_col_23143.png,What was the unemployment rate in Mali in 2020?,7.34,augmented,10.73%,False,1.124
2639,two_col_41780.png,What percentage of all app releases in the combined iOS and Android market did the United States account for?,33.5,augmented,33.5%,True,1.059
2640,two_col_41780.png,Which country came in second in app releases in 2017?,China,augmented,33.5%,False,1.094
2641,two_col_102535.png,What was the highest number of Opel automobiles sold in the United States in 2017?,98979,augmented,"53,880",False,1.07
2642,multi_col_80671.png,What percentage of Samsonite's North American net sales were generated from the United States market in 2020?,96.1,augmented,96.1,True,1.105
2643,multi_col_20500.png,What was the gross of Transformers: Age of Extinction?,245.44,augmented,606.4,False,1.106
2644,two_col_104022.png,How many pounds worth of household equipment did households purchase in the UK in 2020?,61748,augmented,61.748,False,1.297
2645,two_col_104154.png,What percentage of audiovisual services were exported to the UK in 2012?,24,augmented,24%,True,1.099
2646,two_col_61226.png,"How many retail chains were there in personal care, and food in Bulgaria in the year 2020?",15,augmented,32,False,1.214
2647,two_col_61226.png,How many retail chains were there in fashion and clothing in Bulgaria in 2020?,32,augmented,32,True,1.116
2648,two_col_102348.png,In what year was the net income of FDIC-insured commercial banks the second highest value?,2000,augmented,222.0,False,1.053
2649,two_col_102348.png,What was the net income of FDIC-insured commercial banks in the United States in 2019?,217.61,augmented,222.96,True,1.127
2650,multi_col_40116.png,How many companies were on Slovakia's insurance market by the end of 2019?,13,augmented,685,False,1.251
2651,multi_col_40116.png,How many companies were in Slovakia's insurance market in 2019?,685,augmented,685,True,1.185
2652,two_col_43615.png,What was the population of Jordan in 2018?,9.9,augmented,10.67,False,1.112
2653,two_col_40695.png,What was the gross value of the creative industries in the UK in 2018?,111.7,augmented,111.7,True,1.015
2654,two_col_41441.png,How many jobs are at risk in the tourism sector in Russia?,1.1,augmented,1.6,False,1.173
2655,two_col_41441.png,How many jobs are at risk in the travel and tourism sector in Germany?,1.6,augmented,1.6,True,1.033
2656,two_col_20602.png,What was the national debt of the Dominican Republic in dollars in 2019?,42.96,augmented,81.2,False,1.063
2657,two_col_61395.png,How many jobs could the travel and tourism sector lose in 2020?,10.4,augmented,10.4,True,1.043
2658,two_col_61395.png,How many tourism jobs could be lost in the region in 2020?,4.7,augmented,10.4,False,1.059
2659,two_col_23703.png,How much did Universal Music Group's music publishing revenue reach in 2020?,1377,augmented,1377,True,1.131
2660,two_col_83380.png,What was the total assets of foundations in the U.S. in 2015?,859.96,augmented,865.25,True,1.157
2661,two_col_62750.png,How many investment rounds did the Health and enterprise software industries have in the first quarter of 2019?,131,augmented,199,False,1.123
2662,two_col_61574.png,How many prescriptions for albuterol were there in 2018?,60.53,augmented,60.53,True,1.094
2663,two_col_21957.png,What has Cuba scored in the gender gap index for four consecutive years?,0.75,augmented,0.75,True,1.079
2664,two_col_42628.png,What was the infant mortality rate in Timor-Leste in 2019?,38.1,augmented,38.1,True,1.114
2665,two_col_61374.png,How much did Yemen's GDP increase in 2019?,2.1,augmented,2.1%,True,1.079
2666,multi_col_1442.png,How much revenue did Twitter generate in the previous year?,3207.39,augmented,508.96,False,1.088
2667,multi_col_1442.png,How much advertising revenue did Twitter generate in the most recent fiscal period?,3207.39,augmented,508.96,False,1.1
2668,two_col_20588.png,Who is the all-time leader in goals scored for the national football team of Germany?,Miroslav Klose,augmented,71,False,1.143
2670,two_col_1895.png,How much money did Japan invest in the United States in 2019?,619.26,augmented,619.26,True,1.162
2671,two_col_3340.png,What was the global revenue from the colocation data center market in dollars in 2019?,31.39,augmented,31.39,True,0.983
2672,two_col_23106.png,In what year were commercial 3D printing machines first used?,2008,augmented,"23,000",False,1.088
2673,two_col_5450.png,Which country saw the highest traffic growth?,Russia,augmented,20.8%,False,1.021
2674,two_col_60812.png,How many women's teams were in Spain in 2017?,16,augmented,4,False,1.565
2675,two_col_6122.png,What was the estimated revenue of the National Basketball Association in 2019/20?,259,augmented,259,True,1.104
2676,two_col_82694.png,How many people were employed in New Zealand in 2020?,2.73,augmented,2.78,True,1.095
2677,two_col_103892.png,What percentage of respondents identified potential future growth of the target company as having the most significant impact on the valuation?,27,augmented,27%,True,1.072
2678,two_col_383.png,How much did a 30-second TV ad cost in 2016?,5.6,augmented,5.6,True,1.092
2679,two_col_383.png,How much did advertisers have to pay to air a 30-second commercial during the Super Bowl in 2021?,5.6,augmented,5.6,True,1.231
2680,multi_col_40737.png,What percentage of the total revenue was generated through merchandising in 2011?,14.8,augmented,34.56%,False,1.064
2681,two_col_63630.png,Who is the career steals leader of the Houston Rockets?,Hakeem Olajuwon,augmented,2.088,False,1.036
2682,two_col_101239.png,What percentage of respondents said they intend to vote in favor of cutting the number of parliament members?,51.3,augmented,51.3%,True,1.1
2683,two_col_3777.png,What was Barbados' gender pay gap index score in 2021?,0.87,augmented,0.87,True,1.199
2684,two_col_3777.png,What was the country with the highest gender pay gap index in Latin America and the Caribbean in 2021?,Barbados,augmented,0.87,False,1.307
2685,two_col_1896.png,How many followers did Jiff Pom have on Instagram?,6.6,augmented,6.6,True,1.074
2686,two_col_104627.png,How many mobile subscriptions were registered for every 100 people in Saudi Arabia between 2000 and 2019?,120.51,augmented,168.04,False,1.195
2687,two_col_2119.png,How much money did the Netherlands receive in direct investment from the United States in 2019?,860.53,augmented,860.53,True,1.749
2688,two_col_103561.png,"What percentage of internet users viewed Yahoo's brand as ""somewhat positive""?",31.2,augmented,31.2%,True,1.058
2689,two_col_5647.png,What was the largest tobacco company worldwide in 2020?,Philip Morris International,augmented,144.8,False,1.243
2690,two_col_5647.png,What was British American Tobacco's global market value in dollars in 2020?,91.6,augmented,144.8,False,1.057
2691,two_col_20371.png,What was Zambia's gross domestic product in dollars in 2019?,23.31,augmented,21.03,False,1.558
2692,two_col_83438.png,What was the market capitalization of companies listed on the Alternative Investment Market on the Milan Stock Exchange as of December 2020?,5853.84,augmented,65000,False,1.107
2693,two_col_43742.png,What percentage of respondents said that brand names were extremely important for their purchase decisions?,29,augmented,32%,False,1.068
2694,two_col_80249.png,How many enterprises were involved in the manufacture of dairy products in Slovakia in 2018?,156,augmented,156,True,1.336
2695,multi_col_20714.png,How much revenue did Wayfair generate in the U.S. in 2020?,11900.66,augmented,2245,False,1.042
2696,multi_col_20013.png,"In 2045, how many barrels of gasoline is expected to be consumed per day?",27.6,augmented,109,False,1.045
2697,multi_col_20013.png,What is the daily diesel and gasoil demand expected to reach in 2045?,29.8,augmented,109.2,False,1.158
2698,multi_col_20013.png,How much did the coronavirus pandemic affect the consumption of liquid fuels in early 2020?,29.8,augmented,109,False,1.033
2699,two_col_5106.png,What was the import value of leather goods in the United States in 2013?,13419,augmented,"13,419",True,1.12
2700,two_col_104448.png,How many housing units were sold in France between December 2013 and June 2016?,840000,augmented,84000,False,1.0
2701,two_col_23513.png,In what country did Electrolux employ almost seven thousand people in 2020?,Brazil,augmented,6999,False,1.131
2702,two_col_43715.png,What app accounted for 20 percent of all mobile app traffic?,Facebook,augmented,20,False,1.036
2703,two_col_23228.png,Which B2B marketing technology company ranked first in 2016?,Dun & Bradstreet,augmented,691,False,1.019
2704,two_col_23228.png,What was Dun & Bradstreet's revenue in the measured period?,699,augmented,669,True,1.024
2705,two_col_5122.png,How much revenue did Wyndham Worldwide Corporation generate in 2017?,5.1,augmented,5.1,True,1.072
2706,two_col_100084.png,What was the largest outlet center in Europe and the Middle East in 2011?,Freeport Outlet Alcochete,augmented,807300,False,1.11
2707,two_col_101794.png,What percentage of respondents said they participated in canal boating in 2018?,0.8,augmented,31.8%,False,1.188
2708,two_col_21066.png,How much were the gate receipts of the Golden State Warriors in the 2019/20 season?,150,augmented,178,False,1.072
2709,two_col_20787.png,What was the CPI in the Western United States in 2020?,275.06,augmented,275.06,True,1.061
2710,two_col_20843.png,What app accounted for 20 percent of all mobile app traffic?,Facebook,augmented,33%,False,1.029
2711,two_col_41199.png,What was Duke Energy's net income in 2019?,3571,augmented,3200,False,1.031
2712,two_col_4100.png,What was the unemployment rate in Morocco in 2020?,8.96,augmented,8.9%,True,1.144
2713,two_col_20483.png,What percentage of UK customers purchased cock rings and rabbit vibrators?,10,augmented,10%,True,1.188
2714,two_col_3277.png,What was Etsy's revenue in the previous quarter?,451.48,augmented,600,False,1.153
2715,two_col_3277.png,How much revenue did Etsy generate in the fourth quarter of 2020?,617.36,augmented,550,False,1.074
2716,two_col_6151.png,Which country produced the largest amount of tomatoes in 2018?,Turkey,augmented,Turkey,True,1.439
2717,multi_col_101197.png,Which regions had the most affected people in 2017?,Yorkshire and The Humber,augmented,27.6,False,1.066
2718,two_col_60759.png,What was the share of Linde plc's sales in North and South America in 2020?,38,augmented,38%,True,1.078
2719,two_col_337.png,Which team is the most valuable in the NFL?,Dallas Cowboys,augmented,Dallas Cowboys,True,1.203
2720,two_col_337.png,What is the closest rival to the Dallas Cowboys?,New England Patriots,augmented,"5,700",False,1.249
2721,two_col_337.png,What is the estimated value of the Dallas Cowboys?,5700,augmented,5700,True,1.737
2722,multi_col_100943.png,Since what year has the number of live births in the Netherlands been decreasing?,2008,augmented,150000,False,1.059
2723,two_col_104005.png,What was the operating income of the Los Angeles Chargers for the 2019 season?,75,augmented,41.6,False,1.093
2724,two_col_103174.png,"In what year did the Bahamas begin to have a population of 380,000?",2018,augmented,2026,False,1.108
2725,two_col_80757.png,"In 2018, passenger volume amounted to how many passenger-kilometers?",35267,augmented,"34,000",True,1.061
2726,two_col_42966.png,What was the value index of shops selling furniture and home furnishings in 2020?,135.7,augmented,135.7,True,1.721
2727,two_col_42966.png,In what year did the revenue of Dutch furniture and home furnishing stores begin to increase again?,2013,augmented,135.7,False,1.047
2728,two_col_23652.png,How much has the revenue from medical tourism in Malaysia increased since 2011?,1700,augmented,1700,True,0.991
2729,two_col_23652.png,How much was the revenue from medical tourism in Malaysia in 2019?,1700,augmented,1700,True,1.112
2730,two_col_43493.png,Who has the most hits in Houston Astros franchise history?,Craig Biggio,augmented,3 060,False,1.076
2731,two_col_81430.png,What was the turnover of bakery products in 2018?,21890,augmented,21.890,False,1.096
2732,two_col_24391.png,How much was the turnover of Godrej Consumer Products at the end of financial year 2020?,54.74,augmented,51.18,False,1.077
2733,two_col_103208.png,When does the track and trace solutions market end?,2027,augmented,6.048.96,False,1.052
2734,two_col_103208.png,What was the total revenues of the track and trace solutions market in 2018?,1728.33,augmented,6404896,False,1.1
2735,multi_col_100146.png,How many pounds of vegetables were processed for canning in the United States in 2016?,32210,augmented,"31,000",True,1.185
2736,two_col_5972.png,How much flue-cured tobacco was produced in India in fiscal year 2018?,239.94,augmented,225,False,0.983
2737,two_col_42064.png,What was the gross output of the aircraft manufacturing industry in 2019?,135.3,augmented,125,False,1.134
2738,two_col_60880.png,Who was the world's leading art collector as of March 2014?,David Lawrence Geffen,augmented,1100,False,1.05
2739,two_col_60880.png,How much was David Lawrence Geffen's collection worth?,1100,augmented,1100,True,1.047
2740,two_col_5257.png,What percentage of Nigeria's GDP did Nigeria's national debt amount to in 2019?,29.17,augmented,36.97%,False,1.105
2741,multi_col_100958.png,How many people were covered by individual life insurance in Italy in 2018?,25.35,augmented,25,True,1.203
2742,two_col_2328.png,What was the unemployment rate in Germany in 2020?,4.31,augmented,4.31%,True,1.065
2743,two_col_1181.png,What was the average annual wage in Germany as of 2019?,42421,augmented,"42,421",True,1.081
2744,two_col_1181.png,How much did wages rise from 2000 to 2007?,42421,augmented,"42,421",True,1.034
2745,multi_col_60485.png,What country is the leading country/region for venture capital investment in the European EdTech sector?,France,augmented,France,True,1.049
2746,multi_col_60485.png,How much venture capital did the UK invest in in 2019?,468,augmented,450,True,1.059
2747,multi_col_21073.png,"How many imported cases of COVID-19 were there on March 23, 2020?",48,augmented,48,True,1.083
2748,two_col_20222.png,"In what year were 2,272 U.S. dollars spent per pupil in public elementary and secondary schools?",1980,augmented,2008,False,1.463
2749,two_col_21631.png,How much cement is Russia estimated to produce in 2017?,62,augmented,64,True,1.085
2750,two_col_83169.png,What was Spectrum Brands advertising costs in 2020?,49.8,augmented,49.8,True,1.019
2751,two_col_83169.png,How much did Spectrum Brands spend a year earlier?,34.2,augmented,49.8,False,1.037
2752,two_col_62383.png,What was the increase in broadband internet access in Hungary in 2020?,87,augmented,87%,True,1.199
2753,two_col_62383.png,What was the overall share of households in Hungary with broadband internet access in 2020?,87,augmented,87%,True,1.106
2754,multi_col_80955.png,What percentage of the global medicine spending will developed countries hold in 2025?,72,augmented,73%,True,1.034
2755,multi_col_80955.png,In what year did the global medicine spending distribution begin?,2007,augmented,73%,False,0.986
2756,two_col_20140.png,In what year was the UK's total employment average in retail trade?,2008,augmented,3073,False,1.064
2757,two_col_2988.png,What was LG Electronics' net income in 2019?,161.01,augmented,"1,147.39",False,1.438
2758,two_col_20213.png,What percentage of Japan's population are soccer players?,3.8,augmented,4.1%,False,1.072
2759,two_col_81074.png,What was the inflation rate in December 2018?,1.7,augmented,2.2%,False,1.053
2760,two_col_2533.png,How much revenue did Real Madrid generate in the 2018/2019 season?,757.3,augmented,753.0,True,1.072
2761,two_col_42589.png,What was the population of Kazakhstan in 2019?,18.63,augmented,20.37,False,1.115
2762,two_col_43258.png,What was the number of TV households in the U.S. in 2011?,114.7,augmented,114.7,True,1.115
2763,two_col_81024.png,What was Kyrgyz Republic's gross domestic product in 2019?,8.42,augmented,9.01,False,1.206
2764,two_col_43925.png,What was the total expenditure on R&D in 2017?,802,augmented,802,True,1.416
2765,two_col_42415.png,What was the global apricot production from 2000 to 2019?,4.08,augmented,4.8,False,1.291
2766,two_col_41703.png,In what year did the percentage of people who trusted the President increase?,2017,augmented,58%,False,1.047
2767,two_col_23708.png,How much veal was produced in the United States in 2018?,80,augmented,80,True,1.093
2768,two_col_3141.png,Where did the highest number of cruise passengers come from in 2019?,North America,augmented,15.41,False,1.036
2769,two_col_3141.png,What was the total number of cruise passengers in Europe in 2019?,7.71,augmented,15.41,False,1.069
2770,two_col_1517.png,What was the leading generic drug manufacturing company in 2016?,Pfizer Established Pharma,augmented,84.62,False,1.104
2771,two_col_1517.png,How much was Hengrui valued at?,13.24,augmented,84.62,False,1.048
2772,two_col_1517.png,How much was Pfizer Established Pharma valued in US dollars in 2016?,84.62,augmented,84.62,True,1.074
2773,two_col_104253.png,How much petroleum products traffic was handled at Indian ports in fiscal year 2018?,418.79,augmented,461.01,False,1.076
2774,two_col_3349.png,What was the average ticket price for Philadelphia Phillies games in 2019?,36.04,augmented,36.04,True,1.182
2775,two_col_43814.png,What was the global net sales of Mead Johnson Nutrition Company in 2013?,4200.7,augmented,4.0913,False,1.038
2776,two_col_5974.png,Who is the career rushing leader of the Chicago Bears?,Walter Payton,augmented,16 726,False,1.232
2777,two_col_102907.png,What was the percentage of informal employment in Colombia in 2019?,62.1,augmented,62.1%,True,1.306
