id,question,arabic_question,translation_time_sec
329,"The system shown consists of three pulleys that are connected to each other via two ropes. $P$, the end of one rope, is pulled down by $24 \mathrm{~cm}$. By how many centimeters does point $Q$ move upwards?
<image1>","يتكون النظام الموضح من ثلاث بكرات متصلة ببعضها البعض بواسطة خيطين. يُسحب النقطة $P$، نهاية أحد الخيطين، للأسفل بمقدار 24 سم. فبكم سنتيمتر يتحرك النقط $Q$ للأعلى؟",4.76
330,"The diagram shows two adjoining squares with side lengths $a$ and $b$ (with $a<b$). How big is the area of the grey triangle?
<image1>",يوضح الشكل مربعين متجاورين بأطوال أضلاع $a$ و $b$ (حيث $a<b$). ما هي مساحة المثلث الرمادي؟,15.68
331,"The points of intersection of the network of bars shown are labelled with the numbers 1 to 10. The sums $S$ of the four numbers on the vertices of each square are
all the same. What is the minimum value of $S$?
<image1>",تُعنون نقاط تقاطع شبكة القضبان الموضحة بالأرقام من 1 إلى 10. إن مجاميع الأرقام الأربعة الموجودة على رؤوس كل مربع متساوية جميعها وتساوي $S$. ما هي القيمة الدنيا لـ $S$؟,25.27
332,"A path $D E F B$ with $D E \perp E F$ and $E F \perp F B$ lies within the square $A B C D$ as shown. We know that $D E=5, E F=1$ and $F B=2$. What is the side length of the square?
<image1>",مسار $D E F B$ بحيث يكون $D E$ عمودًا على $E F$ و $E F$ عمودًا على $F B$ يقع داخل المربع $A B C D$ كما هو موضح. نعلم أن $D E=5$ و $E F=1$ و $F B=2$. ما هو طول ضلع المربع؟,25.18
333,"Three circles with radius 2 are drawn in such a way that each time one of the points of intersection of two circles is identical with the centre of the third circle. How big is the area of the grey zone?
<image1>",تُرسم ثلاث دوائر نصف قطر كل منها 2 بحيث تتطابق إحدى نقاط تقاطع دائرتين مع مركز الدائرة الثالثة. ما هي مساحة المنطقة الرمادية؟,18.92
334,"Numbers are to be placed into the square grid shown, so that each of the numbers $1,2,3,4$ and 5 appears exactly once in each row and in each column. Furthermore sthe sum of all numbers in the three black-bordered sections should always be the same. Which number has to be written into the top right cell?
<image1>","يجب وضع الأرقام في الشبكة المربعة الموضحة، بحيث يظهر كل من الأرقام 1 و 2 و 3 و 4 و 5 مرة واحدة بالضبط في كل صف وفي كل عمود. علاوة على ذلك، يجب أن يكون مجموع جميع الأرقام في الأقسام الثلاثة ذات الحدود السوداء متساوياً دائماً. ما هو الرقم الذي يجب كتابته في الخلية العلوية اليمنى؟",24.01
335,"An ant walked $6 \mathrm{~m}$ every day to go from point $A$ to point $B$ in a straight line. One day Johnny put a straight cylinder of one meter high in that way. Now the ant walks on the same straight line or above it, having to go up and down the cylinder, as shown in the picture. How much does she have to walk now to go from $A$ to $B$?
<image1>","قطعت نملة مسافة 6 أمتار كل يوم للذهاب من النقطة A إلى النقطة B في خط مستقيم. وفي يوم من الأيام، وضع جوني أسطوانة مستقيمة بارتفاع متر في هذا المسار. الآن، تسير النملة على نفس الخط المستقيم أو فوقه، مضطرة إلى الصعود والنزول على الأسطوانة، كما هو موضح في الصورة. فكم يجب أن تقطع الآن للذهاب من A إلى B؟",29.74
336,"The pie chart beside refers to the number of inhabitants of the five zones of a city. The central zone has the same population as the north, west and east zones together and the south zone has half of the inhabitants of the west zone. What is the percentage difference between the inhabitants of the north and east zones?
<image1>","يشير الرسم البياني الدائري المجاور إلى عدد سكان المناطق الخمس لمدينة ما. تبلغ المنطقة المركزية نفس عدد سكان المناطق الشمالية والغربية والشرقية مجتمعة، بينما تبلغ المنطقة الجنوبية نصف عدد سكان المنطقة الغربية. ما هو الفرق المئوي بين سكان المنطقتين الشمالية والشرقية؟",25.88
337,"In the addition on the right, different letters represent different numbers. Assuming the account is correct, what is the highest possible value for the sum $\mathrm{C}+\mathrm{A}+\mathrm{N}$?
<image1>","في عملية الجمع على اليمين، تمثل الحروف المختلفة أرقامًا مختلفة. بافتراض أن الحساب صحيح، ما هي أعلى قيمة ممكنة لمجموع $\mathrm{C}+\mathrm{A}+\mathrm{N}$؟",17.43
338,"A gray square with an area of $36 \mathrm{~cm}^{2}$ and a black square with an area of $25 \mathrm{~cm}^{2}$ are superimposed, as shown beside. What is the perimeter of the overlapping region, represented by the white quadrilateral, which has a vertex on the side of the gray square?
<image1>","مربع رمادي مساحته $36 \mathrm{~سم}^{2}$ ومربع أسود مساحته $25 \mathrm{~سم}^{2}$ متراكبان، كما هو موضح بجانبه. ما هو محيط المنطقة المتداخلة، الممثلة بالشكل الرباعي الأبيض، والتي يقع أحد رؤوسها على ضلع المربع الرمادي؟",23.13
339,"Zilda will use six equal cubes and two different rectangular blocks to form the structure beside with eight faces. Before gluing the pieces, she will paint each one entirely and calculated that she will need 18 liters of paint (the color does not matter). How many liters of paint would she use if she painted the whole structure only after gluing the parts?
<image1>","ستستخدم زيلدا ستة مكعبات متساوية وقطعتين مستطيلتين مختلفتين لتشكيل الهيكل المجاور ذي الثمانية أوجه. قبل لصق القطع، ستقوم بطلاء كل قطعة بالكامل وحسبت أنها ستحتاج إلى 18 لترًا من الطلاء (لا يهم اللون). فكم لترًا من الطلاء ستستخدم إذا قامت بطلاء الهيكل بأكمله فقط بعد لصق الأجزاء؟",33.84
340,"The last two digits of a 2020 number are 9 and 9. At most, how many digits does the square of that number have?
<image1>","إذا كان آخر رقمان لعدد ما هما 9 و 9، فما هو الحد الأقصى لعدد الأرقام التي يمتلكها مربع ذلك العدد؟",23.08
341,"Matias wrote 15 numbers on the wheel represented beside. Only one of them is visible, the 10 on top of the wheel. The sum of the numbers in any seven consecutive positions, such as the gray positions in the figure, does not vary. When seven numbers in consecutive positions are summed up, which of the following results is possible?
<image1>","كتب ماتياس 15 رقمًا على العجلة الممثلة بجانبها. ويظهر رقم واحد فقط، وهو الـ 10 في أعلى العجلة. مجموع الأرقام في أي سبع مواضع متتالية، مثل المواضع الرمادية في الشكل، لا يتغير. عند جمع سبعة أرقام في مواضع متتالية، أي النتائج التالية ممكنة؟",5.6
342,"A large square touches another two squares, as shown in the picture. The numbers inside the smaller squares indicate their areas. What is the area of the largest square?
<image1>","مربع كبير يلامس مربعين آخرين، كما هو موضح في الصورة. تشير الأرقام الموجودة داخل المربعات الأصغر إلى مساحاتها. ما هي مساحة المربع الأكبر؟",17.33
343,"A circle is tangent to one side of a rectangle and passes through two of its vertices, as shown beside. A square of $20 \mathrm{~cm}^{2}$ area has one side over the side of the rectangle and two vertices over the circle, as shown in the figure. What is the area of the rectangle?
<image1>","دائرة مماسّة لأحد أضلاع مستطيل وتمر برأسيه، كما هو موضح بجانبه. مربع مساحته $20 \mathrm{~cm}^{2}$ يقع أحد أضلاعه على ضلع المستطيل ورأسيه على الدائرة، كما هو موضح في الشكل. ما هي مساحة المستطيل؟",27.74
344,"Two rectangular blocks and a cube are joined to form a larger rectangular block, which volume is $280 \mathrm{~cm}^{3}$. The cube, in dark gray in the picture, has volume equal to $125 \mathrm{~cm}^{3}$ and the smaller rectangular block has volume equal to $75 \mathrm{~cm}^{3}$. What is the area of the face marked with the question mark?
<image1>","تتحد كتلتان مستطيلتان ومكعب لتكوين كتلة مستطيلة أكبر، حجمها $280 \mathrm{~سم}^{3}$. المكعب، باللون الرمادي الداكن في الصورة، حجمه يساوي $125 \mathrm{~سم}^{3}$، والكتلة المستطيلة الأصغر حجمها يساوي $75 \mathrm{~سم}^{3}$. ما هي مساحة الوجه المُميّز بعلامة الاستفهام؟",30.41
345,"The figure shows the lines $r$ and $s$, which equations are, respectively, $y=a x
+b$ e $y=c x+d$. Which of the following statements is true?
<image1>","يوضح الشكل الخطين r و s، وهما معادلتيهما على التوالي $y=a x +b$ و $y=c x+d$. أي العبارات التالية صحيحة؟",19.36
346,"A little kangaroo draws a line passing through point $P$ of the grid and then paints three triangles in black as shown in the picture. The areas of these triangles are proportional to which numbers?
<image1>","يرسم كنغر صغير خطاً يمر بالنقطة P في الشبكة، ثم يلون ثلاثة مثلثات باللون الأسود كما هو موضح في الصورة. تتناسب مساحات هذه المثلثات مع أي أرقام؟",23.76
347,"A rectangular garden was $50 \mathrm{~m}$ long and $40 \mathrm{~m}$ wide. An artificial lake was built next to it, so that the whole set forms a $60 \mathrm{~m}$ square. Then a fence was stretched, separating both the garden and the lake in two parts with equal areas, as shown in the picture. How long is this fence?
<image1>","كانت هناك حديقة مستطيلة طولها 50 م وعرضها 40 م. بُني بجوارها بحيرة اصطناعية، بحيث يشكل الشكل الكلي مربعاً طول ضلعه 60 م. ثم شُدَّ سياج يفصل كلًا من الحديقة والبحيرة إلى جزأين بمساحات متساوية، كما هو موضح في الصورة. ما هو طول هذا السياج؟",30.93
348,"Vilma took a sheet of paper measuring $10 \mathrm{~cm} \times 20 \mathrm{~cm}$ and made two folds, taking the two smaller sides of the sheet to a diagonal of it. She gets a parallelogram, as shown in the picture. What is the area of this quadrilateral, in $\mathrm{cm}^{2}$?
<image1>","أخذت فيلما ورقة من الورق أبعادها $10 \mathrm{~سم} \times 20 \mathrm{~سم}$ وقامت بثنيها مرتين، حيث قامت بطي الجانبين الأصغر للورقة باتجاه قطرها. حصلت على متوازي أضلاع، كما هو موضح في الصورة. ما هي مساحة هذا الشكل الرباعي، بوحدة $\mathrm{سم}^{2}$؟",5.74
349,"There are $n$ different prime numbers $p_{1}, p_{2}, \ldots, p_{n}$ written from left to right on the last line below the table shown beside. The product of two neighboring numbers in the same line is written in the upper two boxes. The number $K=p_{1}^{\alpha_{1}} \cdot p_{2}^{\alpha_{2}} \ldots p_{n}^{\alpha_{n}}$ is written in the last house above. In a table like this, in which $\propto_{2}=9$, how many numbers are divisible by number $p_{4}$?
<image1>","في الصف الأخير أسفل الجدول الموضح بجانبه، كُتبت $n$ من الأعداد الأولية المختلفة $p_{1}, p_{2}, \ldots, p_{n}$ من اليسار إلى اليمين. ويُكتب حاصل ضرب عددين متجاورين في نفس الصف في المربعين العلويين. ويُكتب العدد $K=p_{1}^{\alpha_{1}} \cdot p_{2}^{\alpha_{2}} \ldots p_{n}^{\alpha_{n}}$ في الخانة الأخيرة أعلاه. في جدول كهذا، حيث $\propto_{2}=9$، كم عدد الأعداد التي تقبل القسمة على العدد $p_{4}$؟",41.15
350,"Adam and Bruna try to find out which is Carla's favorite figure, amongst the figures beside. Adam knows that Carla told Bruna what the shape of the figure was. Bruna knows that Carla told Adam what color the figure was. The following conversation takes place. Adam: ""I don't know what Carla's favorite figure is and I know that Bruna doesn't know either"". Bruna: ""At first I didn't know what Carla's favorite figure was, but now I know"". Adam: ""Now I know too"". What is Carla's favorite figure?
<image1>
<image2>","يحاول آدم وبرونا معرفة أي شكل هو المفضل لدى كارلا، من بين الأشكال المجاورة. يعرف آدم أن كارلا أخبرت برونا ما هو شكل الشكل. وتعرف برونا أن كارلا أخبرت آدم ما هو لون الشكل. تدور المحادثة التالية. آدم: ""لا أعرف ما هو الشكل المفضل لدى كارلا، وأعلم أن برونا لا تعرف أيضاً"". برونا: ""في البداية لم أكن أعرف ما هو الشكل المفضل لدى كارلا، ولكنني أعرف الآن"". آدم: ""أنا أعرف أيضاً الآن"". ما هو الشكل المفضل لدى كارلا؟",30.69
351,"Paula's weather app shows a diagram of the predicted weather and maximum temperatures for the next seven days, as shown. Which of the following represents the corresponding graph of maximum temperatures?
<image1>
<image2>","يعرض تطبيق الطقس الخاص بباولا مخططًا للطقس المتوقع وأقصى درجات الحرارة للأيام السبعة القادمة، كما هو موضح. أي مما يلي يمثل الرسم البياني المقابل لأقصى درجات الحرارة؟",19.53
352,"A large square is divided into smaller squares, as shown. A shaded circle is inscribed inside each of the smaller squares. What proportion of the area of the large square is shaded?
<image1>","يُقسَّم مربع كبير إلى مربعات أصغر، كما هو موضح. وتُرسم دائرة مظللة داخل كل مربع أصغر. فما الكسر الذي تمثله المساحة المظللة من مساحة المربع الكبير؟",22.67
353,"After the storm last night, the flagpole on our school building is leaning over. Looking from northwest, its tip is to the right of its bottom point. Looking from the east, its tip is also to the right of its bottom point. In which direction could the flagpole be leaning over?
<image1>","بعد العاصفة الليلة الماضية، أصبحت سارية العلم في مبنى مدرستنا مائلة. بالنظر من الشمال الغربي، يقع طرفها إلى يمين نقطة قاعدتها. وبالنظر من الشرق، يقع طرفها أيضاً إلى يمين نقطة قاعدتها. في أي اتجاه يمكن أن تكون سارية العلم مائلة؟",21.36
354,"The parabola in the figure has an equation of the form $y=a x^{2}+b x+c$ for some distinct real numbers $a, b$ and $c$. Which of the following equations could be an equation of the line in the figure?
<image1>","القطع المكافئ في الشكل له معادلة على الصورة $y=a x^{2}+b x+c$ لبعض الأعداد الحقيقية المميزة $a, b$ و $c$. أي من المعادلات التالية يمكن أن تكون معادلة الخط في الشكل؟",23.62
355,"A large triangle is divided into smaller triangles as shown. The number inside each small triangle indicates its perimeter. What is the perimeter of the large
triangle?
<image1>",يُقسَّم مثلث كبير إلى مثلثات أصغر كما هو موضح. يمثل الرقم الموجود داخل كل مثلث صغير محيطه. فما هو محيط المثلث الكبير؟,18.16
356,"In the $5 \times 5$ square shown the sum of the numbers in each row and in each column is the same. There is a number in every cell, but some of the numbers are not shown. What is the number in the cell marked with a question mark?
<image1>","في المربع $5 \times 5$ الموضح، مجموع الأرقام في كل صف وفي كل عمود هو نفسه. يوجد رقم في كل خلية، ولكن بعض الأرقام غير ظاهرة. ما هو الرقم في الخلية المحددة بعلامة استفهام؟",19.39
357,"A piece of string is lying on the table. It is partially covered by three coins as seen in the figure. Under each coin the string is equally likely to pass over itself like this: <image1>
or like this: <image2>. What is the probability that the string is knotted after its ends are pulled?
<image3>","قطعة من الخيط ممدودة على الطاولة. وهي مغطاة جزئياً بثلاث عملات معدنية كما يظهر في الشكل. تحت كل عملة، من المرجح بالتساوي أن يمر الخيط فوق نفسه هكذا: <image1> أو هكذا: <image2>. ما احتمال أن يتشابك الخيط بعد سحب طرفيه؟ <image3>",31.26
358,"A naughty pup grabs the end of a roll of toilet paper and walks away at a constant speed. Which of the functions below best describes the thickness $y$ of the roll as a function of the unrolled part $x$?
<image1>
<image2>",يمسك جرو مشاغب طرف لفة ورق تواليت ويمشي مبتعداً بسرعة ثابتة. أي من الدوال التالية يصف بشكل أفضل سُمك اللفة $y$ كدالة للجزء المفرود $x$؟,19.85
359,"The diagram shows three squares, $P Q R S, T U V R$ and $U W X Y$. They are placed together, edge to edge. Points $P, T$ and $X$ lie on the same straight line. The area of $P Q R S$ is 36 and the area of TUVR is 16. What is the area of triangle PXV?
<image1>","يوضح الشكل ثلاثة مربعات، هي $PQRS$ و $TUVR$ و $UWXY$. وهي موضوعة متجاورة، على طول حافتها. تقع النقاط $P$ و $T$ و $X$ على نفس الخط المستقيم. مساحة $PQRS$ تساوي 36 ومساحة $TUVR$ تساوي 16. ما هي مساحة المثلث $PXV$؟",27.83
360,"The figure shows the graph of a function $f:[-5,5] \rightarrow R$. How many distinct solutions does the equation $f(f(x))=0$ have?
<image1>","يوضح الشكل رسم دالة $f:[-5,5] \rightarrow R$. كم عدد الحلول المتميزة للمعادلة $f(f(x))=0$؟",17.08
361,"Five kangaroos named A, B, C, D and E have one child each, named a, b, c, d and e, not necessarily in that order. In the first group photo shown exactly 2 of the children are standing next to their mothers. In the second group photo exactly 3 of the children are standing next to their mothers. Whose child is a?
<image1>","خمسة كنغريات مسماة A و B و C و D و E، ولكل منها طفل واحد، مسماة a و b و c و d و e، وليس بالضرورة بهذا الترتيب. في صورة المجموعة الأولى المعروضة، يقف بالضبط طفلان بجوار أمهاتهم. وفي صورة المجموعة الثانية، يقف بالضبط 3 أطفال بجوار أمهاتهم. لمن هو طفل a؟",26.32
362,"The solid shown in the diagram has 12 regular pentagonal faces, the other faces being either equilateral triangles or squares. Each pentagonal face is surrounded by 5 square faces and each triangular face is surrounded by 3 square faces. John writes 1 on each triangular face, 5 on each pentagonal face and -1 on each square. What is the total of the numbers written on the solid?
<image1>","المجسم الموضح في الشكل يحتوي على 12 وجهًا خماسيًا منتظمًا، وتكون الأوجه الأخرى إما مثلثات متساوية الأضلاع أو مربعات. كل وجه خماسي محاط بـ 5 أوجه مربعة، وكل وجه مثلث محاط بـ 3 أوجه مربعة. يكتب جون الرقم 1 على كل وجه مثلث، والرقم 5 على كل وجه خماسي، والرقم -1 على كل مربع. ما هو مجموع الأرقام المكتوبة على المجسم؟",34.4
363,"On a circle 15 points are equally spaced. We can form triangles by joining any 3 of these. Congruent triangles, by rotation or reflection, are counted as only one triangle. How many different triangles can be drawn?
<image1>","على دائرة، توجد 15 نقطة موزعة بالتساوي. يمكننا تكوين مثلثات بربط أي 3 من هذه النقاط. تُحتسب المثلثات المتطابقة، بالدوران أو الانعكاس، كمثلث واحد فقط. فكم عدد المثلثات المختلفة التي يمكن رسمها؟",20.5
364,"A triangle $A B C$ is divided into four parts by two straight lines, as shown. The areas of the smaller triangles are 1,3 and 3. What is the area of the original triangle?
<image1>","يُقسم مثلث $A B C$ إلى أربعة أجزاء بواسطة خطين مستقيمين، كما هو موضح. إذا كانت مساحات المثلثات الأصغر هي 1 و 3 و 3، فما هي مساحة المثلث الأصلي؟",22.85
365,"Two plane mirrors $O P$ and $O Q$ are inclined at an acute angle (diagram is not to scale). A ray of light $X Y$ parallel to $O Q$ strikes mirror $O P$ at $Y$. The ray is reflected and hits mirror $O Q$, is reflected again and hits mirror $O P$ and is reflected for a third time and strikes mirror $O Q$ at right angles at $R$ as shown. If $O R=5 \mathrm{~cm}$, what is the distance $d$ of the ray $X Y$ from the mirror $O Q$?
<image1>","مرايا مستوية $OP$ و $OQ$ مائلة بزاوية حادة (الرسم التخطيطي ليس بمقياس حقيقي). يصطدم شعاع ضوئي $XY$ موازٍ لـ $OQ$ بالمرآة $OP$ عند النقطة $Y$. ينعكس الشعاع ويصطدم بالمرآة $OQ$، وينعكس مرة أخرى ويصطدم بالمرآة $OP$ وينعكس للمرة الثالثة ويصطدم بالمرآة $OQ$ بزاوية قائمة عند النقطة $R$ كما هو موضح. إذا كانت $OR=5 \mathrm{~cm}$، فما هي المسافة $d$ لـ $XY$ عن المرآة $OQ$؟",31.73
366,"Martin's smartphone displays the diagram on the right. It shows how long he has worked with four different apps in the previous week. The apps are sorted from top to bottom according to the amount of time they have been used. This week he has spent only half the amount of time using two of the apps and the same amount of time as last week using the other two apps. Which of the following pictures cannot be the diagram for the current week?
<image1>
<image2>","يعرض هاتف مارتن الذكي الرسم البياني الموجود على اليمين. يوضح هذا الرسم المدة التي قضاها في استخدام أربعة تطبيقات مختلفة خلال الأسبوع الماضي. وقد تم ترتيب التطبيقات من الأعلى إلى الأسفل وفقًا لكمية الوقت الذي تم استخدامه. هذا الأسبوع، قضى نصف كمية الوقت فقط في استخدام تطبيقين، ونفس كمية الوقت التي قضاها الأسبوع الماضي في استخدام التطبيقين الآخرين. أي من الصور التالية لا يمكن أن يكون الرسم البياني للأسبوع الحالي؟",25.14
367,"Four circles with radius 1 intersect each other as seen in the diagram. What is the perimeter of the grey area?
<image1>",أربع دوائر نصف قطرها 1 تتقاطع فيما بينها كما هو موضح في الشكل. ما هو محيط المنطقة الرمادية؟,17.89
368,"The points $A, B, C$ and $D$ are marked on a straight line in this order as shown in the diagram. We know that $A$ is $12 \mathrm{~cm}$ from $C$ and that $B$ is $18 \mathrm{~cm}$ from $D$. How far apart from each other are the midpoints of the line segments $A B$ and $C D$?
<image1>","تُعلَّم النقاط $A, B, C$ و $D$ على خط مستقيم بهذا الترتيب كما هو موضح في الشكل. نعلم أن المسافة بين $A$ و $C$ هي $12 \mathrm{~cm}$، وأن المسافة بين $B$ و $D$ هي $18 \mathrm{~cm}$. ما هي المسافة بين منتصف القطعة المستقيمة $AB$ ومنصف القطعة المستقيمة $CD$؟",29.97
369,"Four straight lines that intersect in one single point form eight equal angles (see diagram). Which one of the black arcs has the same length as the circumference of the little (grey) circle?
<image1>",أربعة خطوط مستقيمة تتقاطع في نقطة واحدة تشكل ثماني زوايا متساوية (انظر الشكل). أي من الأقواس السوداء له نفس طول محيط الدائرة الصغيرة (الرمادية)؟,19.75
370,"We check the water meter and see that all digits on the display are different. What is the minimum amount of water that has to be used before this happens again?
<image1>",نفحص عداد المياه ونرى أن جميع الأرقام المعروضة مختلفة. ما هو أقل كمية من الماء التي يجب استخدامها قبل أن يتكرر هذا؟,20.12
371,"The square pictured, is split into two squares and two rectangles. The vertices of the shaded quadrilateral with area 3 are the midpoints of the sides of the smaller squares. What is the area of the non-shaded part of the big square?
<image1>",المربع الموضح مقسم إلى مربعين ومستطيلين. رؤوس الشكل الرباعي المظلل الذي مساحته 3 هي نقاط منتصف أضلاع المربعين الأصغر. ما هي مساحة الجزء غير المظلل من المربع الكبير؟,21.66
372,"The diagram shows a map with 16 towns which are connected via roads. The government is planning to build power plants in some towns. Each power plant can generate enough electricity for the town in which it stands as well as for its immediate neighbouring towns (i.e. towns that can be reached via a direct connecting road). What is the minimum number of power plants that have to be built?
<image1>","يوضح المخطط خريطة بها 16 بلدة متصلة عبر طرق. تخطط الحكومة لبناء محطات طاقة في بعض هذه البلدات. يمكن لكل محطة طاقة توليد طاقة كهربائية كافية للمدينة التي تقع فيها، وكذلك للبلدات المجاورة لها مباشرة (أي البلدات التي يمكن الوصول إليها عبر طريق اتصال مباشر). ما هو الحد الأدنى لعدد محطات الطاقة التي يجب بناؤها؟",28.54
373,"A cuboid with surface area $X$ is cut up along six planes parallel to the sides (see diagram). What is the total surface area of all 27 thus created solids?
<image1>",يُقطع متوازي مستطيلات مساحته السطحية $X$ على طول ستة مستويات موازية لأضلاعه (انظر الشكل). ما هي إجمالي مساحة السطح لجميع الأجسام الـ 27 الناتجة بذلك؟,23.61
374,"A circle with midpoint $(0 \mid 0)$ has a radius of 5. How many points are there on the circumference where both co-ordinates are integers?
<image1>","دائرة مركزها $(0, 0)$ ونصف قطرها 5. كم عدد النقاط الموجودة على محيطها حيث تكون كلتا الإحداثيتين عددين صحيحين؟",24.45
375,"Which two building blocks can be joined together so that the object shown is created?
<image1>
<image2>",ما هما قطعتان بنائيتان يمكن توصيلهما معًا لإنشاء الجسم الموضح؟,3.34
376,"A rectangle is split into 11 smaller rectangles as shown. All 11 small rectangles are similar to the initial rectangle. The smallest rectangles are aligned like the original rectangle (see diagram). The lower sides of the smallest rectangles have length 1. How big is the perimeter of the big rectangle?
<image1>",مستطيل مقسم إلى 11 مستطيلاً أصغر كما هو موضح. جميع المستطيلات الـ 11 صغيرة مشابهة للمستطيل الأصلي. المستطيلات الأصغر مصطفة مثل المستطيل الأصلي (انظر الشكل). طول الجوانب السفلية للمستطيلات الأصغر هو 1. ما هو محيط المستطيل الكبير؟,31.3
377,"Two rectangles are inscribed into a triangle as shown in the diagram. The dimensions of the rectangles are $1 \times 5$ and $2 \times 3$ respectively. How big is the height of the triangle in $A$?
<image1>",يُرسَم مستطيلان داخل مثلث كما هو موضح في الشكل. أبعاد المستطيلين هما $1 \times 5$ و $2 \times 3$ على التوالي. ما هو ارتفاع المثلث في A؟,23.82
378,"The numbers 1 to 10 were written into the ten circles in the pattern shown in the picture. The sum of the four numbers in the left and the right column is 24 each and the sum of the three numbers in the bottom row is 25. Which number is in the circle with the question mark?
<image1>","كُتبت الأرقام من 1 إلى 10 في الدوائر العشرة بالنمط الموضح في الصورة. مجموع الأرقام الأربعة في العمود الأيسر والعمود الأيمن هو 24 لكل منهما، ومجموع الأرقام الثلاثة في الصف السفلي هو 25. ما هو الرقم الموجود في الدائرة التي بها علامة الاستفهام؟",25.29
379,"A square is placed in a co-ordinate system as shown. Each point $(x \mid y)$ of the square is deleted and replaced by the point $\left(\frac{1}{x} \mid \frac{1}{y}\right)$. Which diagram shows the resulting shape?
<image1>
<image2>",وُضِعَ مربع في نظام إحداثيات كما هو موضح. يتم حذف كل نقطة $(x \mid y)$ في المربع واستبدالها بالنقطة $\left(\frac{1}{x} \mid \frac{1}{y}\right)$. أي مخطط يوضح الشكل الناتج؟,25.11
380,"Two circles intersect a rectangle AFMG as shown in the diagram. The line segments along the long side of the rectangle that are outside the circles have length $A B=8, C D=26, E F=22, G H=12$ and $J K=24$. How long is the length $x$ of the line segment $L M$?
<image1>",تتقاطع دائرتان مستطيل AFMG كما هو موضح في الشكل. يبلغ طول القطع المستقيمة الواقعة على طول الضلع الطويل للمستطيل وخارج الدوائر $AB=8$ و $CD=26$ و $EF=22$ و $GH=12$ و $JK=24$. ما هو طول القطعة المستقيمة $LM$ التي تساوي $x$؟,31.77
381,A cylindrical tin is $15 \mathrm{~cm}$ high. The circumference of the base circle is $30 \mathrm{~cm}$. An ant walks from point $A$ at the base to point $B$ at the top. Its path is partly vertically upwards and partly along horizontal circular arcs. Its path is drawn in bold on the diagram (with a solid line on the front and a dashed line at the back). How long is the total distance covered by the ant? <image1>,علبة أسطوانية ارتفاعها 15 سم. محيط دائرة قاعدتها هو 30 سم. تسير نملة من النقطة A عند القاعدة إلى النقطة B في الأعلى. يتكون مسارها جزئياً من صعود عمودي وجزئياً من أقواس دائرية أفقية. تم رسم مسارها بالخط العريض في الشكل (بخط متصل في الأمام وخط متقطع في الخلف). ما هو الطول الكلي للمسافة التي قطعتها النملة؟,33.01
382,Emma should colour in the three strips of the flag shown. She has four colours available. She can only use one colour for each strip and immediately adjacent strips are not to be of the same colour. How many different ways are there for her to colour in the flag? <image1>,"يجب على إيما تلوين الشرائط الثلاثة للعلم الموضح. لديها أربعة ألوان متاحة. لا يمكنها استخدام سوى لون واحد لكل شريط، ويجب ألا يكون لون الشرائط المتجاورة مباشرة هو نفسه. فكم عدد الطرق المختلفة التي يمكنها بها تلوين العلم؟",26.61
383,What is the value of the following sum? <image1>,ما هي قيمة المجموع التالي؟,2.73
384,A square with area 84 is split into four squares. The upper left square is coloured in black. The lower right square is again split into four squares and so on. The process is repeated infinitely many times. How big is the area coloured in black? <image1>,"يُقسَّم مربع مساحته 84 إلى أربعة مربعات. يُلوَّن المربع العلوي الأيسر باللون الأسود. ويُقسَّم المربع السفلي الأيمن مرة أخرى إلى أربعة مربعات، وهكذا. تتكرر العملية عددًا لا نهائيًا من المرات. ما هي مساحة المنطقة الملونة بالأسود؟",21.67
385,The numbers from 1 to 9 are to be distributed to the nine squares in the diagram according to the following rules: There is to be one number in each square. The sum of three adjacent numbers is always a multiple of 3 . The numbers 7 and 9 are already written in. How many ways are there to insert the remaining numbers? <image1>,يجب توزيع الأرقام من 1 إلى 9 على المربعات التسعة في الشكل وفقًا للقواعد التالية: يجب أن يكون هناك رقم واحد في كل مربع. مجموع أي ثلاثة أرقام متجاورة هو دائمًا من مضاعفات العدد 3. تم كتابة الرقمين 7 و 9 بالفعل. فكم عدد الطرق لإدخال الأرقام المتبقية؟,24.3
386,Two equilateral triangles of different sizes are placed on top of each other so that a hexagon is formed on the inside whose opposite sides are parallel. Four of the side lengths of the hexagon are stated in the diagram. How big is the perimeter of the hexagon? <image1>,وُضِعا مثلثان متساويان الأضلاع بأحجام مختلفة فوق بعضهما البعض بحيث يتشكل سداسي الأضلاع في الداخل تكون أضلاعه المتقابلة متوازية. أربعة من أطوال أضلاع هذا السداسي مذكورة في الشكل. ما هو محيط السداسي؟,22.65
387,In a three-sided pyramid all side lengths are integers. Four of the side lengths can be seen in the diagram. What is the sum of the two remaining side lengths? <image1>,"في هرم ثلاثي الأضلاع، جميع أطوال الأضلاع أعداد صحيحة. يمكن رؤية أربعة من أطوال الأضلاع في الشكل. ما هو مجموع الطولي المتبقيين؟",24.23
388,"Leon has drawn a closed path on the surface of a cuboid. Which net can represent his path?
<image1>",رسم ليون مسارًا مغلقًا على سطح متوازي المستطيلات. أي شبكة يمكن أن تمثل مساره؟,3.56
