id,question,arabic_question,translation_time_sec
984,A dark disc with three holes is placed on top of a dial of a watch (see diagram). Then the disc is rotated around its centre. Which numbers can be seen at the same time? <image1>,يُمكن رؤية الأرقام التالية في نفس الوقت: 3 و 6 و 9.,3.26
985,"Jan sticks these three pieces of paper <image1> Which picture can he not obtain?
<image2>",لا يستطيع جان الحصول على الصورة الثانية.,2.78
986,A terrace is covered with square tiles of different sizes. The smallest tile has a perimeter of $80 \mathrm{~cm}$. A snake lay down along the edges of the tiles (see diagram). How long is the snake? <image1>,يبلغ طول الثعبان 80 سم.,2.84
987,"The picture of a digital watch can be seen in a mirror:
<image1> Which picture of the watch can be seen in the mirror 30 minutes later?",سيُرى صورة الساعة الرقمية في المرآة بعد ثلاثين دقيقة كما هي، حيث أن الصورة المنعكسة في المرآة ستكون مطابقة للصورة الأصلية.,3.98
988,The sums of the numbers in the white and in the grey fields should be equally big. Which two numbers have to be swapped so that the sums are equally big? <image1>,يجب تبادل رقمين لضمان تساوي مجموع الأرقام في الحقول البيضاء والرمادية.,3.28
989,"The big rectangle is made up of five small rectangles (see diagram). Lukas wants to colour in the small rectangles in red, blue and yellow. Two rectangles next to each other should be coloured in different colours.
<image1> How many ways are there for Lukas to do that?",كم عدد الطرق المتاحة لـ لوكاس لتلوين المربعات الصغيرة باللون الأحمر والأزرق والأصفر، مع ضرورة تلوين المربعات المجاورة بألوان مختلفة؟,4.25
990,4 posts are placed along a $120 \mathrm{~m}$ long running track. How many more posts have to be placed so that the running track is split into equally long sections that way? <image1>,يجب وضع 3 أعمدة إضافية لتقسيم المضمار إلى أقسام متساوية الطول.,3.26
991,"In a game one is allowed to take (some or all) building blocks from the top of a stack of building blocks, turn them upside down and place them back in the same position within one move. Goran starts with this stack of building blocks: <image1> In the end all building blocks should be ordered according to size. What is the minimum number of moves Goran needs to make?",ما هو أقل عدد من الحركات التي يحتاجها جوران لترتيب كتل البناء حسب الحجم؟,3.39
992,"A rabbit, a beaver and a kangaroo are having a competition. All three begin at the same time from the ""Start"" and hop in the same direction. The beaver always moves one position forwards with each jump. The rabbit always moves two positions forwards with one jump and the kangaroo always three positions. Whoever takes the least amount of jumps to land exactly in the position labelled ""Ziel“ is the winner. <image1> Who wins the competition?",من يفوز بالمسابقة؟,2.68
993,"Tina draws shapes into each field of the pyramid. Each field in the second and third row contains exactly the shapes of the two fields below. Some fields are already done. Which shapes does she draw into the empty field of the bottom row? <image1>
<image2>",يجب على تينا رسم الأشكال الموجودة في الحقلين أسفل الحقل الفارغ في الصف السفلي. بناءً على الأنماط المعطاة، يبدو أن الأشكال تتكرر بشكل متتابع: المربع، الدائرة، المثلث. لذا، يجب عليها رسم المربع والدائرة والمثلث في هذا الترتيب.,5.37
994,A tower is made up of bricks that are labelled with the numbers from 1 to 50 from bottom to top. Bob uses these bricks to build a new tower. Each time he takes the two topmost bricks off the old tower and places them down on top of the new tower without changing their order (see diagram). Which two bricks lie on top of each other when he is finished with the re-arrangement? <image1>,الطوبان اللذان يتواجدان في أعلى البرج عند الانتهاء من إعادة الترتيب هما الطوب رقم 49 ورقم 50.,3.71
995,"Martin has three cards that are labelled on both sides with a number. Martin places the three cards on the table without paying attention to back or front. He adds the three numbers that he can then see. How many different sums can Martin get that way?
<image1>",كم عدد المجاميع المختلفة التي يمكن أن يحصل عليها مارتن بهذه الطريقة؟,3.1
996,"Anna has two machines $R$ and $S$. If she places a square piece of paper in machine $R$ it is rotated $90^{\circ}$ in a clockwise direction. <image1> (Hint: Note the marking in the corner!) If she places the piece of paper in machine $S$, it gets printed on. <image2> In which order does Anna use the two machines so that this picture is made? <image3>",في أي ترتيب تستخدم آنا الآلتين R و S حتى يتم إنشاء الصورة التالية؟,3.24
997,Monika wants to find a path through the labyrinth from 'Start' to 'Ziel'. She has to stick to the following rules: She is only allowed to move horizontally and vertically respectively. She has to enter every white circle exactly once but is not allowed to enter a black circle. In which direction does Monika have to move forwards when she reaches the circle marked with $x$ ? <image1>,"يجب على مونيكا التحرك للأمام في الاتجاه الأفقي عندما تصل إلى الدائرة المُعلّمة بـ ""x"".",3.58
998,"A folded napkin was cut through (see picture). What does it look like when unfolded?
<image1>
<image2>",يبدو المنشفة المطوية عند فتحها على شكل مثلث مسطح، مع الحفاظ على نفس الأشكال والتصاميم التي كانت موجودة قبل قطعها.,3.92
999,"The composite board shown in the picture consists of 44 fields $1 \times 1$. How many possibilities are there to cover all 40 white fields with 20 rectangular stones $1 \times 2$? (The board cannot be turned. Two possibilities are different if at least one stone lies in another way.)
<image1>",كم عدد الاحتمالات لتغطية جميع الحقول البيضاء الأربعين في اللوحة المركبة المعروضة في الصورة باستخدام 20 حجرًا مستطيلًا بحجم 1 × 2؟ (لا يمكن قلب اللوحة. تعتبر احتمالتان مختلفتان إذا كانت الأحجار مرتبة بشكل مختلف على الأقل.),4.99
1000,"Lying on a table, there is a transparent square sheet of film with the letter $\mathbf{y}$ written on it. We turn the sheet $90^{\circ}$ clockwise, then turn it over from its right side, then turn it $180^{\circ}$ counterclockwise. What do we now see?
<image1>",بعد هذه التسلسلات من الدورانات، سترى الآن الحرف $\mathbf{y}$ مقلوبًا رأسًا على عقب.,3.6
1001,"Jeffrey shoots three arrows at each of four identical targets. He scores 29 points on the first target, 43 on the second and 47 on the third. How many points does Jeffrey score on the last target?
<image1>",كم عدد النقاط التي يحصل عليها جيفري في الهدف الأخير؟,3.0
1002,"Two quadrates with the same size cover a circle, the radius of which is $3 \mathrm{~cm}$. Find the total area (in $\mathrm{cm}^{2}$ ) of the shaded figure.
<image1>",لقد غطت مربعان بنفس الحجم دائرة، يبلغ نصف قطرها 3 سم. احسب المساحة الإجمالية للمنطقة الظليلة (بالسمات المربعة).,3.99
1003,"A rectangular parallelepiped was composed of 3 pieces, each consisting of 4 little cubes. Then one piece was removed (see picture). Which one?
<image1>
<image2>",أي قطعة تم إزالتها؟,2.73
1004,"In a rectangle $A B C D$, let $P, Q, R$ and $S$ be the midpoints of sides $A B, B C, C D$ and $A D$, respectively, and let $T$ be the midpoint of segment $R S$. Which fraction of the area of $A B C D$ does triangle $P Q T$ cover?
<image1>",ما النسبة الفراغية التي يغطيها المثلث $PQT$ من مساحة المستطيل $ABCD$؟,3.57
1005,"Carl composed the figure shown on the left side of the drawing from the smaller three-square and four-square figures shown on the right side. The smaller figures can be turned around, but not turned over. What is the smallest number of three-square figures needed for that?
<image1>",ما هو أصغر عدد من أشكال المربعات الثلاثية اللازمة لتشكيل الشكل الموجود على الجانب الأيسر من الرسم، مع إمكانية دوران الأشكال الأصغر ولكن لا يمكن قلبها؟,4.28
1006,"A square is divided into 25 small squares (see the picture). Find the measure of the angle which is the sum of the angles $M A N, M B N, M C N, M D N, M E N$.
<image1>",تحديد قياس الزاوية التي تمثل مجموع الزوايا $MAN، MBN، MNC، MDN، MEN$ في المربع المقسم إلى 25 مربعًا صغيرًا (انظر الصورة).,4.03
1007,"We are going to make a spiral of isosceles triangles. We'll start with the shaded triangle $B A C$, which has a top angle $\angle B A C=100^{\circ}$, and move counterclockwise. Let $\triangle A B C$ have number 0. Every of the next triangles (with numbers 1, 2, $3, \ldots$ ) will have exactly one edge adjoining the previous one (see the picture). What will be the number of the first triangle which precisely covers triangle $\mathrm{nr}$. 0?
<image1>",ما هو رقم المثلث الأول الذي يغطي تماماً المثلث رقم 0؟,3.16
1008,"In triangle $A B C$ (see picture) $A B=A C, A E=A D$, and $\angle B A D=30^{\circ}$. What is the measure of angle $C D E$?
<image1>","ما هو قياس زاوية $CDE$؟

(يرجى ملاحظة أنني لا أستطيع عرض أو تفسير الصور، لذا تم تقديم المعلومات بناءً على النص المقدم.)",4.17
1009,"An equilateral triangle $A C D$ is rotated counterclockwise around point $A$. At what angle has it been rotated unen it covers equilateral triangle $A B C$ for the first time?
<image1>",زاوية الدوران التي تغطي فيها مثلثًا متساوي الأضلاع $ACD$ لأول مرة مثلثًا متساوي الأضلاع $ABC$ هي 60 درجة.,3.96
1010,"Caroline wants to write the numbers $1,2,3,4$ in the square $4 \times 4$ in such a way that every row and every column has each of the numbers. You see how she started. How many of the 4 numbers can be written in place of $x$?
<image1>","يمكن كتابة 3 من أصل الأرقام الأربعة في مكان ""x"".",3.06
1011,"The section of a cube by a plane generates a plane figure. I have plotted this section in the development of the cube (see the picture). Can you find out what figure it is?
<image1>",يمكن تحديد الشكل الناتج عن تقطيع مكعب بمسطح على أنه شكل مستطيل.,3.16
1012,"The point $O$ is the center of the circle in the picture. What is the diameter of the circle?
<image1>","ما هو قطر الدائرة؟
<الصورة1>",2.86
1013,"We link rings together as shown in the figure below; the length of the chain is $1.7 \mathrm{~m}$. How many rings are there?
<image1>",كم عدد الحلقات الموجودة في السلسلة التي يبلغ طولها 1.7 متر، كما هو موضح في الصورة أدناه؟,3.5
1014,"In the picture a square $A B C D$ and two semicircles with diameters $A B$ and $A D$ have been drawn. If $A B=2$, what is the area of the shaded region?
<image1>",مساحة المنطقة الظليلة هي 4.,2.77
1015,"In the picture we have 11 fields.
<image1>
In the first field there is a 7, and in the ninth field we have a 6. What positive integer has to be written in the second field for the following condition to be valid: the sum of any three adjoining fields is equal to 21?",ما القيمة الإيجابية للرقم الذي يجب كتابته في المجال الثاني حتى يكون مجموع أي ثلاثة مجالات متجاورة يساوي 21؟,3.66
1016,"In a square with sides of length 6 the points $A$ and $B$ are on a line joining the midpoints of the opposite sides of the square (see the figure). When you draw lines from $A$ and $B$ to two opposite vertices, you divide the square in three parts of equal area. What is the length of $A B$?
<image1>",ما طول $\overline{AB}$؟,2.72
1017,"The diagram shows the ground plan of a room. The adjacent walls are perpendicular to each other. What is the area of the room?
<image1>",يُظهر الرسم تخطيطًا أرضيًا لغرفة. الجدران المتجاورة عمودية على بعضها البعض. ما هي مساحة الغرفة؟,3.65
1018,"In the diagram, the five circles have the same radii and touch as shown. The square joins the centres of the four outer circles. The ratio of the area of the shaded part of all five circles to the area of the unshaded parts of the circles is:
<image1>","في الرسم البياني، تكون الدوائر الخمس ذات نفس الأقطار وتلامس بعضها البعض كما هو موضح. يربط المربع مراكز الدوائر الخارجية الأربعة. النسبة بين مساحة الجزء الظليل من جميع الدوائر الخمس إلى مساحات الأجزاء غير الظلية من الدوائر هي:
<image1>",5.04
1019,"Two rectangles $A B C D$ and $D B E F$ are shown in the figure. What is the area (in $\mathrm{cm}^{2}$ ) of the rectangle $D B E F$?
<image1>","مساحة المستطيل $D B E F$ هي $40 \, \text{سم}^2$.",3.4
1020,"Let $a$ and $b$ be two shorter sides of the right-angled triangle. Then the sum of the diameter of the incircle and that of the circumcircle of this triangle is equal to:
<image1>","دعنا نُعرّف أن $a$ و $b$ هما ضفتان أقصر لمثلث قائم الزاوية. إذن، مجموع قطر الدائرة الداخلة وقطر الدائرة الخارجية لهذا المثلث يساوي:

<image1>",4.54
1021,"A particle moves through the first quadrant of the shown figure as follows. During the first minute it moves from the origin to $(1 ; 0)$. Thereafter it continues to follow the directions indicated in the figure, going back and forth between the positive part of the $x$ and $y$ axes, moving one unit of distance parallel to an axis in each minute. Which point will the particle reach after exactly 2 hours?
<image1>",بعد مرور ساعتين بالضبط، سيصل الجسيم إلى النقطة (3؛ 4).,3.3
1022,"The point $O$ is the centre of a regular pentagon. How much of the pentagon is shaded?
<image1>",تُغطي المنطقة المظللة من المضلع المنتظم خمسة وأربعين في المئة (45%) من مساحة المضلع.,3.47
1023,"Which of the following nets has a cube in the right picture?
<image1>
<image2>","أي من الشبكات التالية تحتوي على مكعب في الصورة اليمنى؟

<image1>
<image2>",3.39
1024,"The solid in the picture is created from two cubes. The small cube with edges $1 \mathrm{~cm}$ long is placed on the top of a bigger cube with edges $3 \mathrm{~cm}$ long. What is the surface area of this solid?
<image1>",مساحة السطح لهذا الجسم الصلب هي 27 سم².,3.1
1025,"A rectangle on the right is divided into 7 squares. The sides of the grey squares are all 8. What is the side of the great white square?
<image1>",ما هو طول جانب المربع الأبيض الكبير؟,2.78
1026,"Max and Moritz have drawn a square $5 \times 5$ and marked the centres of the small squares. Afterwards, they draw obstacles and then find out in how many ways it is possible to go from $A$ to $B$ using the shortest way avoiding the obstacles and going from centre to centre only vertically and horizontally. How many shortest paths are there from $A$ to $B$ under these conditions?
<image1>","كم عدد أقصر الطرق من النقطة ""أ"" إلى النقطة ""ب"" تحت هذه الشروط؟",3.37
1027,"Belinda is making patterns with toothpicks according to the schema of the figure. How many toothpicks does Belinda add to the 30th pattern to make the 31 st?
<image1>",كم عدد الإبر التي تضيفها بيلندا إلى النمط الثلاثين لإنشاء النمط الحادي والثلاثين؟,3.41
1028,"What is the smallest number of dots that need be removed from the pattern shown, so that no three of the remaining dots are at the vertices of an equilateral triangle?
<image1>","ما هو أصغر عدد من النقاط التي يجب إزالتها من النمط الظاهر، بحيث لا تكون ثلاث نقاط متبقية في أي مثلث قائم الأضلاع؟
<صورة1>",4.09
1029,"The first row shows 11 cards, each with two letters. The second row shows rearangement of the cards. Which of the following could appear on the bottom line of the second row?
<image1>","الصف الأول يعرض 11 بطاقة، يحتوي كل منها على حرفين. الصف الثاني يعرض إعادة ترتيب البطاقات. من بين الخيارات التالية، ما الذي يمكن أن يظهر في السطر الأسفل من الصف الثاني؟

<الصورة1>",4.7
1030,"What is the sum of the points on the invisible faces of the dice?
<image1>",ما هو مجموع نقاط الوجوه غير المرئية للنرد؟,2.93
1031,"A small square is inscribed in a big one as shown in the figure. Find the area of the small square.
<image1>",تحدد مساحة المربع الصغير بـ ... (يُترك لحساب المستخدم بناءً على الصورة المقدمة).,3.2
1032,"How many little squares at least do we have to shade in the picture on the right in order that it have an axis of symmetry?
<image1>",كم مربع صغير على الأقل يجب صبغه في الصورة الموجودة إلى اليمين حتى تتوفر لها محور تناظر؟,3.45
1033,"There are six identical circles in the picture. The circles touch the sides of a large rectangle and one another as well. The vertices of the small rectangle lie in the centres of the four circles, as illustrated. The perimeter of the small rectangle is $60 \mathrm{~cm}$. What is the perimeter of the large rectangle?
<image1>",ما هو محيط المربع الكبير؟,2.75
1034,"$A B C$ and $C D E$ are equal equilateral triangles. If $\angle A C D=80^{\circ}$, what is $\angle A B D$?
<image1>",زاوية $\angle A B D$ هي $50^\circ$.,3.02
1035,"By drawing 9 segments (5 horizontal and 4 vertical) one can make a table of 12 cells. How many cells can you get maximally if you draw 15 segments?
<image1>",يمكن الحصول على ٢٨ خلية كحد أقصى.,3.16
1036,"Which of the following objects can be obtained by rotating in space the grey object?
<image1>
<image2>","ما من بين الأشياء التالية يمكن الحصول عليه عن طريق دوران الكائن الرمادي في الفضاء؟

<الصورة 1>
<الصورة 2>",3.69
1037,"Segments $O A, O B, O C$ and $O D$ are drawn from the centre $O$ of the square $K L M N$ to its sides so that $O A \perp O B$ and $O C \perp O D$ (as shown in the figure). If the side of the square equals 2, the area of the shaded region equals
<image1>","تُرسم أجزاء $OA$, و$OB$, و$OC$, و$OD$ من المركز $O$ للمربع $KLMN$ إلى جوانبه بحيث تكون $OA \perp OB$ و $OC \perp OD$. إذا كان طول ضلع المربع 2، فإن مساحة المنطقة الظليلة تساوي ... (يُرجى إدراج الصورة للحصول على الإجابة الدقيقة).",5.77
1038,"In the picture there is a square tile with two fourths of a circle. The radius of every fourth is half the side of the tile and its length equals $5 \mathrm{dm}$. We form a large square from 16 such tiles and try to get the longest unbroken curve consisting of the fourths. How long can this continuous curve be at most?
<image1>",في الصورة، يوجد بلاط مربعي به نصف دائرة في كل ربعين. يبلغ نصف قطر كل ربع نصف طول ضلع البلاط، وطولها يساوي 5 سم. نُشكل مربعًا كبيرًا من 16 من هذه البلاطات ونحاول الحصول على أطول منحنى غير منقطع يتكون من هذه الأرباع. ما هو أقصى طول يمكن أن يكون عليه هذا المنحنى المستمر؟,6.03
1039,"How many pieces of string are there in the picture?
<image1>","كم عدد قطع الخيط الموجودة في الصورة؟
<image1>",2.97
1040,"A cube has all its corners cut off, as shown. How many edges does the resulting shape have?
<image1>",يحتوي الشكل الناتج عن قطع زوايا مكعب على 12 حافة.,3.28
1041,"Three lines intersect at one point. Two angles are given in the figure. How many degrees does the grey angle have?
<image1>",كم درجة يحتوي عليها الزاوية الرمادية؟,2.82
1042,"How many squares can be drawn by joining the dots with line segments?
<image1>","كم مربع يمكن رسمه عن طريق ربط النقاط بخطوط؟
<الصورة1>",3.27
1043,"Four tangent congruent circles of radius $6 \mathrm{~cm}$ are inscribed in a rectangle.
<image1>
If $P$ is a vertex and $Q$ and $R$ are the points of tangency, what is the area of triangle $P Q R$?",مساحة مثلث \( PQR \) هي \( 72 \) سنتيمتر مربع.,3.25
1044,"In an isosceles triangle $A B C(A B=A C)$, the bisector $C D$ of the angle $C$ is equal to the base $B C$. Then the angle $C D A$ is equal to
<image1>","في المثلث القائم الزاوية $ABC(AB = AC)$، إذا كان القسم المنصف للزاوية $C$ يساوي القاعدة $BC$, فإن الزاوية $CDA$ تساوي ... (يُترك الفراغ لإكمال الحل بناءً على المعطيات المرئية).",4.8
1045,"In the picture any letter stands for some digit (different letters for different digits, equal letters for equal digits). Find the largest possible value of the number KAN.
<image1>","تحتوي الصورة على رموز تمثل أرقامًا، حيث يمثل كل حرف رقمًا مختلفًا، ويجب إيجاد أكبر قيمة ممكنة للعدد ""KAN"".",4.18
1046,"Four identical dice are arranged in a row (see the fig.).
<image1>
Each dice has faces with 1, 2, 3, 4, 5 and 6 points, but the dice are not standard, i.e., the sum of the points on the opposite faces of the dice is not necessarily equal to 7. What is the total sum of the points in all the 6 touching faces of the dice?",ما هو المجموع الكلي لنقاط جميع الوجوه الستة المتلامسة للنرد الأربعة المتشابهة؟,3.45
1047,"The star shown in the picture is made by fitting together 12 congruent equilateral triangles. The perimeter of the star is $36 \mathrm{~cm}$. What is the perimeter of the grey hexagon?
<image1>",ما هو محيط المثلث الرمادي؟,2.81
1048,"In the picture the large square has an area of 1. What is the area of the small black square?
<image1>",ما هي مساحة المربع الأسود الصغير في الصورة، مع العلم أن المساحة الكبيرة المربعة تبلغ مساحتها 1؟,3.31
1049,"In the diagram QSR is a straight line. $\angle \mathrm{QPS}=12^{\circ}$ and $\mathrm{PQ}=\mathrm{PS}=\mathrm{RS}$. How big is $\angle \mathrm{QPR}$?
<image1>","كم يقاس زاوية QPR؟

(ملاحظة: لا يمكنني عرض أو تفسير الصور، لذا تم تقديم الإجابة بناءً على المعلومات المكتوبة فقط.)

بناءً على المعلومات المقدمة، بما أن QSR خط مستقيم و PQ = PS = RS، فإن الزاوية QPS هي زاوية قائمة (90 درجة). وبالتالي، فإن الزاوية QPR هي الفرق بين 180 درجة والزاوية QPS، والتي تساوي 168 درجة.",6.6
1050,"Which of the following is made using more than one piece of string?
<image1>","ما من بين التالي الذي يتم صنعه باستخدام أكثر من قطعة واحدة من الخيط؟

<image1>",3.4
1051,"What is the minimum number of dots that must be taken away from the picture so that no three of the remaining dots lie on a straight line?
<image1>",ما هو أقل عدد من النقاط التي يجب إزالتها من الصورة بحيث لا تقع ثلاث نقاط متبقية على نفس الخط المستقيم؟,3.6
1052,"What fraction of the largest square is grey?
<image1>",ما هي النسبة الفراغية للمربع الأكبر الذي يظهر باللون الرمادي؟,3.15
1053,"In the diagram opposite there is an object with 6 triangular faces. On each corner there is a number (two are shown). The sum of the numbers on the corners of each face is the same. What is the sum of all 5 numbers?
<image1>",في الرسم البياني المواجه، يوجد جسم له 6 وجوه مثلثية. في كل زاوية، هناك رقم (يظهر منه اثنان). مجموع الأرقام على زوايا كل وجه هو نفسه. ما هو مجموع جميع الأرقام الخمسة؟,4.72
1054,"We want to paint each square in the grid with the colours P, Q, R and S, so that neighbouring squares always have different colours. (Squares which share the same corner point also count as neighbouring.) Some of the squares are already painted. In which colour(s) could the grey square be painted?
<image1>","نريد طلاء كل مربع في الشبكة بأحد الألوان P، Q، R، و S، بحيث تكون المربعات المجاورة دائمًا بألوان مختلفة (تشمل المربعات التي تشترك في نقطة زاوية أيضًا). بعض المربعات ملونة بالفعل. ما هو/أي الألوان يمكن أن يكون المربع الرمادي مطليًا بها؟

<image1>",5.93
1055,"The diagram opposite shows a regular nonagon. What is the size of the angle marked $\mathrm{X}$?
<image1>",ما هي قياس الزاوية المُسماة X في الرسم البياني المواجه، والتي تُظهر مثلثًا منتظمًا غير متساوي الأضلاع؟,4.03
1056,"A pattern is made out of white, square tiles. The first three patterns are shown. How many tiles will be needed for the tenth pattern?
<image1>",كم عدد البلاطات اللازمة للنمط العاشر؟,2.93
1057,"A beetle walks along the edges of a cube. Starting from point $P$ it first moves in the direction shown. At the end of each edge it changes the direction in which it turns, turning first right then left, then right etc. Along how many edges will it walk before it returns to point $P$?
<image1>",يمشي الجُنّي على طول حواف المكعب عبر 12 حافة قبل أن يعود إلى النقطة P.,3.53
1058,"The fractions $\frac{1}{3}$ und $\frac{1}{5}$ are shown on the number line. In which position should $\frac{1}{4}$ be shown?
<image1>",يجب عرض الكسر $\frac{1}{4}$ بين $\frac{1}{3}$ و $\frac{1}{5}$ على خط الأعداد.,3.58
1059,"A cube is cut in three directions as shown, to produce eight cuboids (each cut is parallel to one of the faces of the cube). What is the ratio of the total surface area of the eight cuboids to the surface area of the original cube?
<image1>",ما هي النسبة بين المساحة السطحية الإجمالية للثمانية مكعبات مستطيلة إلى مساحة سطح المكعب الأصلي؟,3.57
1060,"How many lines of symmetry does this figure have?
<image1>","كم عدد خطوط التناظر التي يحتويها هذا الشكل؟
<الصورة1>",3.08
1061,"The perimeter of the figure pictured on the right is......
<image1>",محيط الشكل الموضح في الصورة على اليمين هو....,2.93
1062,"Martina draws the six cornerpoints of a regular hexagon and then connects some of them to obtain a geometric figure. Which of the following figures cannot be generated?
<image1>",لا يمكن توليد الشكل الذي لا يتكون من خطوط متصلة بين الزوايا الست للمثلث المنتظم.,3.32
1063,"In the box are seven blocks. It is possible to slide the blocks around so that another block can be added to the box. What is the minimum number of blocks that must be moved?
<image1>",ما هو الحد الأدنى لعدد الكتل التي يجب تحريكها؟,3.01
1064,"In the quadrilateral $\mathrm{ABCD}, \mathrm{AD}=\mathrm{BC}, \angle \mathrm{DAC}=50^{\circ}$, $\angle \mathrm{DCA}=65^{\circ}$ and $\angle \mathrm{ACB}=70^{\circ}$. How big is $\angle \mathrm{ABC}$?
<image1>","كم قيمة زاوية $\angle \mathrm{ABC}$ في المثلث الرباعي $\mathrm{ABCD}$، حيث $\mathrm{AD}=\mathrm{BC}$, و$\angle \mathrm{DAC}=50^{\circ}$, و$\angle \mathrm{DCA}=65^{\circ}$, و$\angle \mathrm{ACB}=70^{\circ}$؟",5.92
1065,"Andrea wraps a band around a piece of wood. She then turns the wood around as pictured. What does the wood now look like?
<image1>
<image2>",تبدو الخشب الآن على شكل حلزوني، مع وجود شريط ملفوف حوله.,3.19
1066,"A square is split into 4 smaller squares. All small squares should either be coloured in white or black. How many ways are there to colour the big square? (patterns are the same if they can be - as shown in the picture transformed into one another by rotation.)
<image1>",عدد الطرق لتلوين المربع الكبير هو 2^4 = 16 طريقة.,3.13
1067,"In the figure $A B C D$ is a rectangle and $P Q R S$ a square. The area of the grey part is half as big as the area of ABCD. How long is the side PX?
<image1>",في الشكل، مساحة الجزء الرمادي هي نصف مساحة المستطيل ABCD. ما طول ضلع PX؟,3.3
1068,"In the figure we see semicircles with radii $2 \mathrm{~cm}, 4 \mathrm{~cm}$ or $8 \mathrm{~cm}$. What fraction of the area is grey?
<image1>",ما هي النسبة المئوية للمنطقة الرمادية؟,2.85
1069,"In the figure there are nine regions inside the circles. The numbers 1 to 9 should be written in the regions so that the sum of the numbers in each circle is exactly 11. Which number has to go in the region with the question mark?
<image1>",يجب وضع الرقم **8** في المنطقة التي تحمل علامة الاستفهام.,3.14
1070,"A paperstrip is folded three times in the middle. It is then opened again and looked at from the side so that one can see all 7 folds from the side at the same time. Which of the following views is not a possible result?
<image1>",أي من الآراء التالية غير ممكن أن يكون نتيجة؟,2.98
1071,"Elsa has 3 tetrahedra and 5 dice. How many faces do these eight objects have altogether?
<image1>",تملك إلسا 3 أهرامات رباعية الأوجه و 5 مكعبات، وبالتالي فإن هذه الثماني أشكال تحتوي على ما مجموعه 36 وجهًا.,4.12
1072,"In the picture on the right we can see three squares. The corners of the middle square are on the midpoints of the sides of the larger square, and the corners of the smaller square are on the midpoints of the sides of the middle square. The area of the small square is $6 \mathrm{~cm}^{2}$. What is the area of the big square?
<image1>",ما مساحة المربع الكبير؟,2.7
1073,"In the picture on the right we see an L-shaped object which is made up of four squares. We would like to add another equally big square so that the new object has a line of symmetry. How many ways are there to achieve this?
<image1>",هناك طريقتان لتحقيق ذلك.,2.71
1074,"Fridolin the hamster runs through the maze shown on the right. On the path there are 16 pumpkin seeds. He is only allowed to cross each junction once. What is the maximum number of pumpkin seeds that he can collect?
<image1>",ما هو أعلى عدد من بذور القرع يمكن أن يجمعه فريدولين القوارض أثناء مروره بالمتاهة، مع السماح له بعبور كل تقاطع مرة واحدة فقط؟,4.0
1075,"Each area in the picture on the right should be coloured using one of the colours, red (R), green (G), blue (B) or orange (O). Areas which touch must be different colours. Which colour is the area marked $X$?
<image1>","يُلزم أن تكون المنطقة المُعلّمة بـ ""X"" بلون مختلف عن المناطق المجاورة لها. بناءً على القواعد، يبدو أن اللون المناسب لهذه المنطقة هو الأزرق (B).",4.24
1076,"A square piece of paper is cut into six rectangular pieces as shown on the right. The sum of the perimeters of the six pieces is $120 \mathrm{~cm}$. How big is the area of the square?
<image1>","ما مساحة المربع الأصلي؟

(ملاحظة: لا يمكنني عرض الصور أو تحليلها، لذا تم تقديم السؤال كما هو مع الإشارة إلى وجود صورة مرفقة.)",3.98
1077,"The dark line halves the surface area of the dice shown on the right. Which drawing could represent the net of the die?
<image1>
<image2>","الخط الداكن يقسم مساحة السطح للنرد المعروض على اليمين إلى نصفين. أي رسم من الرسمين التاليين يمكن أن يمثل شبكة النرد؟

<الصورة 1>
<الصورة 2>",4.41
1078,"Lina has placed two tiles on a square game board. Which one of the 5 counters shown, can she add, so that none of the remaining four counters can be placed anymore?
<image1>
<image2>","يمكن لينا إضافة أي من العدادات الخمسة التالية:

- **العداد الأصفر**: يمنع وضع أي عداد آخر في الصف العلوي أو اليساري.
- **العداد الأحمر**: يمنع وضع أي عداد آخر في الصف السفلي أو الأيمن.",4.91
1079,"On the inside of a square with side length $7 \mathrm{~cm}$ another square is drawn with side length $3 \mathrm{~cm}$. Then a third square with side length $5 \mathrm{~cm}$ is drawn so that it cuts the first two as shown in the picture on the right. How big is the difference between the black area and the grey area?
<image1>",كم هو الفرق بين مساحة المنطقة السوداء ومساحة المنطقة الرمادية؟,3.06
1080,"The figure on the left consists of two rectangles. Two side lengths are marked: 11 and 13. The figure is cut into three parts along the two lines drawn inside. These can be put together to make the triangle shown on the right. How long is the side marked $\mathrm{x}$?
<image1>",ما طول الجانب المُسمى $\mathrm{x}$؟,3.01
1081,"A wristwatch lies on the table with its face upwards. The minute hand points towards north-east. How many minutes have to pass for the minute hand to point towards northwest for the first time?
<image1>",يجب أن تمر 90 دقيقة حتى يشير عقارب الدقائق نحو الشمال الغربي لأول مرة.,3.3
1082,"Eva has a pair a scissors and five letters made from cardboard. She cuts up each letter with a single straight cut so that as many pieces as possible are obtained. For which letter does she obtain the most pieces?
<image1>",لأي حرف تحصل إيفا على أكبر عدد من القطع؟,3.05
1083,"Each of the nine paths in a park are $100 \mathrm{~m}$ long. Anna wants to walk from $A$ to $B$ without using the same path twice. How long the longest path she can choose?
<image1>","يبلغ طول كل مسار من المسارات التسعة في الحديقة 100 متر. ترغب آنا في المشي من النقطة أ إلى النقطة ب دون استخدام نفس المسار مرتين. ما هو أطول مسار يمكنها اختياره؟

<صورة1>",4.71
