id,dialect,description,description_dialect,question1,question2,question3,question4,question5,answer1,answer2,answer3,answer4,answer5,no_answer1,no_answer2,no_answer3,no_answer4,no_answer5
b71bc2af9910ca9fefc40e1da40bd431,Egyptian,هذه الصورة بها طبق ذو لون بني جميل. يحتوي هذا  الطبق على ثلاث قطع من الطعمية وهي أكلة مصرية شهيرة وتغطى بالطحينة والبقدونس وشريحتين من الطماطم. يبدو الطبق جذابا ومبهجا. وهناك طبق آخر بجواره ولكن تفاصيله غير واضحة.,الصورة لطبق لونه بنى جميل وفى تلت طعميات وهى أكله مصرية معروفة وعليهم طحينة وبقدونس وشريحتين طماطمومن فوق  . الطبق مبهج جدا وفى طبق جمبه بس مش باين تفاصيله .,الصورة متصورة بالنهار ولا بالليل؟,الصورة فيها الطبق مسطح ولا غويط؟,الطعمية لونها أصفر ولا بني؟,ظاهر الطبق محطوط على ايه؟,الصورة متصورة من فوق ولا من تحت؟, الصورة متصورة فمكان مقفول فمش ظاهر.,الطبق اللي في الصورة غويط.,الطعمية لونها بني فاتح شوية.,لا مش ظاهر الطبق محطوط على ايه.,الصور متصورة للطبق من فوق بس  بزاوية مايلة شوية.,True,False,False,False,False
0e7d26a5e71d97e7684cd0614a96da45,Egyptian,الصورة لخضار لونه أبيض و طويل برأس بيضاء وموضوع فى حلة بها ثقوب لتصفية الماء  ولونها المونيوم ويوجد بجوار الخضار  سكينة لونها أخضر وأبيض . هذا الخضار يشبه الباذنجان .الصورة لا يظهر بها شئ أخر .,الصورة فيها خضار لونه  أبيض طويل وراسه بيضاوية ومحطوطين فى حلة بصفاية لونها ألمونيا  وفى سكينة جمبهم لونها أخضر وفيها تلت خطوط بيضا .هذا الخضار يشبه البتنجان .الصورة مش ظاهر فيها حاجة تانية .,الخضار دا شكله مغسول ولا لسه هيتغسل؟,الغضار مقطع أو مقشر ولا سليم؟,الخضار دا رفيع ولا تخين؟,الحلة والسكينة محطوطين على ايه؟,الصورة شكلها في مطبخ ولا في حتة تانية؟,اه الخضار في الصورة شكله مغسول.,لا الخضار سليم مش متقطع.,الخضار في حجم بتنجان متوسط., الصورة متصورة من قريب جدا فمش باين محطوطين على ايه., مش باين لأن الصورة متصورة قريب من الطبق.,False,False,False,True,True
64c587aa5f7656633ab0e83de8cd18f0,Egyptian,صورة خلال النهار يظهر فيها ما يبدو انه منطقة مستودعات ومخازن، الصورة مأخوذة من الأعلى من السماء، يظهر في منتصف الصورة أبنية تخزين منخفضة ذات لون أبيض، يبدو من الصورة انه مستقر لعربات الشحن حيث يخرج منها عربتان شحن كبار، أو أن داخلها البضائع التي تقوم بتحميلها، وتوجد أبنية أخرى ذات شكل مختلف ملاصقة لتلك الأبنية السابقة ذات لون رمادي يشبه لون الخرسانة الرمادي يبدو أنها مجموعة مخازن أخرى، في مقدمتهم مبنى مركزي ذو شكل مميز يبدو أنه مبنى الادارة أو الموظفين، هذا المبنى ذو شكل دائري في منتصفه تبرز منه قبة دائرية اصغر زجاجية وللمبني امتداد من الجانبين. جميع هذه المباني ملاصقة لبعضهم البعض، أمامهم ساحة أو منطقة انتظار كبيرة تقف فيها العديد من سيارات الشحن والنقل وبعض السيارات الملاكي. يوجد كذلك بعض الأبنية القليلة الأخرى على اعلى يمين الناظر للصورة تبدو أنها تابعة للمكان حولها أشجار كثيفة من كل الاتجاهات تعطي لمسة رائعة للمكان. يظهر كذلك جزء من أرض ترابية في أعلى يسار الصورة كبيرة وواسعة وفارغة لكن يبدو أنها مجهزة لوضع أشياء بها أو أن تستخدم في أمر معين.,صورة بالنهار يظهر فيها زي منطقة مستودعات ومخازن متصورة من فوق من السما باين فيها في النص مباني تخزين مش عالية بلون أبيض شكلها بتستقر فيها عربيات الشحن لأن طالع منها عربتين شحن كبار أو فيها البضاعة اللي بتخش تحملها، وملاصق ليها مباني بشكل مختلف بلون شبه لون الخرسانة الرمادي شكلها برده مخازن وفي مقدمتهم مبنى مركزي بشكل مميز تقريبا ده فيه الادارة او الموظفين وشكله دائري كدة مع قبه صغيرة في نصف الدائرة زجاجية وله جانبين امتداد كدة وكل المباني دي ملاصقة لبعضها وأمامهم في حوش أو ساحة جراج كبيرة واقف فيها عربيات الشحن والنقل وبعض العربيات الملاكي. في بعض المباني القليلة الأخرى على يمين اعلى الناظر للصورة شكلها تبع المكان برده حواليها شجر كثيف من كل الاتجاهات مدية لمسة حلوة للمكان . وفي حته ظاهرة اعلى يسار الصورة زي جزء من ارض ترابية كبيرة وواسعة وفاضية بس شكلها متجهزة ان يتحط فيها حاجة او تستخدم في حاجة.,الصوره متصوره فى أى وقت من النهار تقريبا؟,فى أشخاص ظاهرين فى الصورة ؟,كام مبنى تقريبا ظاهر فى الصورة ؟,السما ظاهرة صافية ولا مغيمة ؟,المبنى الإدارى المميز لونه إيه ؟, السما مش واضحة ومش باين غير أنها بالنهار,لا مفيش أي أشخاص ظاهرة,في تقريبا تمن مباني في الصورة,السما مش ظاهرة أصلا في الصورة,المبنى لونه بني محمر وسقفه أخضر وفي النص في زي سطح رمادي مدور وفوقيه جزء مدور لونه أزرق,True,False,False,False,False
0764bba039a71453066863cf9b43a8fb,Egyptian,صورة لقطيع من الجمال تقف إلى جوار بعضها البعض، تبدو من خلفه ساقا رجل بدوي، يرتدي جلباباً أبيض ويمسك بعصاة طويلة، وفي الخلفية هناك منزل بدوي مكون من دور واحد، والسماء تبدو صافية من أعلى.,صورة لقطيع جمال واقفين جنب بعض في الصحرا، وباين من وراهم رجلين راجل بدوي، لابس جلابية بيضا وماسك عصاية طويلة، وفي الخلفية بيت بدوي من دور واحد، والسما صافية من فوق.,كام جمل تقريبا ظاهر فى الصورة ؟,الصورة متصورة من قريب ولا من بعيد ؟,الراجلين إلى ظاهرين تقريبا أعمارهم إيه ؟,البيت البدوى الى ظاهر  لونه إيه ؟,فى جبال  أو هضاب ظاهرة فى الصورة ؟,في تقريبا خمس جمال في الصورة,الصورة متصورة قريب أوي من الجمال, الراجل وشه مش باين فمفيش حاجة مبينه سنه,البيت من الطوب وفي أجزاء ظاهرة زرقا,لا مفيش أي جبال أو هضاب ظاهرة في الصورة,False,False,True,False,False
97f142d7f534dcb6ccb96e2742a17c1a,Egyptian,الصورة لثلاثة مزارعين سعداء بحصاد محصول القصب، اثنان شباب ووالدهم، أحدهم يقود دراجة بخارية محملة بالمحصول ويرتدي كوفية على وجهه، والآخر يرتديها على رأسه، ويبدو أنهم من صعيد مصر؛ إذ يرتدون الجلابيب التقليدية، والشباب يرتدون سترات فوقها، والطقس يبدو باردًا.,الصورة ل٣ فلاحين مبسوطين بحصاد القصب؛ اتنين شباب وأبوهم، واد راكب تروسيكل شايل عليه الحمولة وملثم بكوفية والتاني لافف الكوفية على راسه، شكلهم صعايدة ولابسين جلاليب بلدي والشباب لابسين جواكت فوقها، الدنيا شكلها برد,فيه ايه على الطريق من الجنبين؟,ايه هي ألوان التروسكيل دا؟,التروسيكل مكتوب عليه أي حاجة؟,هل التلت أشخاص راكبين التروسكيل؟,الحصاد دا كميته قد اي بالتقريب؟, مشهد التروسيكل مع حمولة القصب مالي الصورة، باين في الخلفية جزء من بيت مبني بالطوب الأحمر ونخل بعيد، بس مش باين منها الطريق على الجنبين.,العربية اللي بيجرها التروسيكل لونها أزرق، الدريكسيون لونه معدني والمقبض بتاعه اسود، العدادات بيحاوطها إطار أزرق خفيف على الجنبين واسود في النص، الكشاف محاوطه إطار مدور بخطوط لونها اسود وأزرق خفيف، أما المراية اللي على جنب الدريكسيون فلون إطارها بيج., الصورة باين منها وش التروسيكل بس، وغالباً الكتابة بتكون في الضهر.,لأ، في منهم ولد راكب التروسيكل، أما الراجل الكبير والولد التاني فواقفين على رجليهم على الجنبين.,الحمولة عبارة عن حزمة قصب كبيرة.,True,False,True,False,False
ca5a10dddc8e9e4de6e616586d97f2ec,Egyptian,تم التقاط الصورة في مصر من متسوى الأرض لإظهار مدى ارتفاع الهرم الأكبر، هرم خوفو. إنه  أحد أهم المعالم السياحية في العالم،  وأمامه عدد من السائحين يراوح المئة شخص، وثمة سائح يلتقط صورة تذكارية لمرافقتيه وبالقرب منه يقف اثنان من رجال الأمن المصري، وفي منتصف الصورة تقريبًا يقف سائحان كأنها يتأملان الهرم، وقد تسلق بعض السائحين الدرجات الأولى للهرم، وعلى اليمين يظهر رجل يرتدي جلبابًا مصريًا.,الصورة متصورة من الأرض عشان تظهر ارتفاع الهرم الأكبر في مصر، وهو هرم خوفو، أحد أهم المعالم السياحية في العالم، وقدامه مجموعى من السياح عددهم ممكن يكون حوالي 100 شخص وفي سائح بيصور ناس معاه  وفي اتنين من الأمن المصري واققين قريب منه وفي اتنين سياح في نص الصورة تقريبا باصين للهرم كأنهم بيتأملوه و في مجموعة من السياح طلعو الدرجات الأولى للهرم وراجل على اليمين لابس جلابية مصرية.,الصورة باين فيها الهرم الأكبر لوحده، واللا بتوضح هرم خفرع أو هرم منقرع؟,الراجل اللي لابس جلابية يبان على شكله إنه جاي للسياحة والفرجة على الهرم واللا من أهل المنطقة المحيطة بالهرم؟ شغال في السياحة مثلاً أو بيأجر جمال؟,هل يبان من لون بشرة السياح أو لون شعرهم هم جايين منين؟,ممكن توصفلنا مشاعر السياح اللي واقفين على الدرجات الأولى للهرم؟,الصورة باين فيها جمل أو حصان أو أي حاجة من النشاطات السياحية اللي بتحصل عند الهرم؟,لا الهرم الأكبر بس هو اللي في الصورة.,على الأغلب من أهل المنطقة.,فيه اتنين من السياح شكلهم أسيوي لكن الباقي ملامحهم ولون شعرهم مش واضح., معظم الناس واقفة بعيد فمش واضح في الصورة.,لا مفيهاش جمل أو حصان أو أي نشاط سياحي.,False,False,False,True,False
d2a230415df543fdd48f15b0d1eab398,Egyptian,رجل صعيدي أسمر البشرة يرتدي قميصا مخططا بالطول وعمامة ونظارة وسلسلة منقوش عليها حروف هيروغليفية، ينظر إلى أعلى كأنه ينظر لتمثال شاهق في أحد المعابد الفرعونية، تقريبا معبد فيلة في أسوان، من خلفه تقف بنت صغيرة ورجل آخر لا يبدو منه الكثير، ومن خلف الجميع تظهر أعمدة المعبد المهيبة.,راجل صعيدي اسمر لابس قميص أخضر مقلّم وعمامة ونضارة وسلسلة عليها حروف هيروغليفية وبيبص على حاجة فوق تقريبا تمثال شاهق في واحد من المعابد الفرعونية، وتقريبا معبد فيلة اللي في أسوان، ووراه بنت صغيرة وواحد تاني مش باين ومن وراهم كلهم ظاهرة عواميد المعبد.,الراجل لابس نضارة شمس ولا نضارة عادية؟,الأشخاص اللي في الصورة أعمارهم ايه بالتقريب؟,الصورة متصورة في الصيف ولا الشتاء؟,كم عدد العواميد في المعبد؟,هل لبس الرجل ده بيدي فكرة عن طبيعة شغله؟,الراجل لابس نضارة عادية بإطار اسود بيضاوي.,الراجل الصعيدي عمره في حدود الأربعين، والطفلة عمرها يمكن ما بين سبع وعشر سنين، أما الراجل اللي باين جزء منه فصعب تحديد عمره، وإن كان شكل جسمه يوحي بإنه شاب أو في منتصف العمر., الراجل الصعيدي والراجل اللي واقف وراه لابسين قمصان من غير جواكت أو بلوفرات، بس الاقصر وأسوان جوهم بيكون دافي في الشتا، خصوصاً بالنهار؛ علشان كدا من الصعب تحديد إذا كانت الصورة متصورة في الصيف أو الشتا.,الصورة باين فيها خمس عواميد من عواميد المعبد.,أيوا، هو في الغالب مرشد سياحي، ودا باين من السلسلة اللي معلقها في رقبته ومنحوتة بحروف هيروغليفي، واللاسة البيضا بتقول إنه بيستخدم رمز يوحي بيه للسياح إنه من السكان المحليين، دا غير إن بقه مفتوح على وسعه ودا معناه إنه -في الغالب- بيشرح حاجة للسياح بصوت عالي.,False,False,True,False,False
5fc726d60d412eded485337dd91d0b24,Egyptian,"هنا في الصورة يوجد جمل لونه بني فاتح، وأمامه على اليسار توجد عنزة لونها أسود ممزوج بالأبيض. ويوجد أمامهما أعشاب خضراء.
كما يوجد هيكل من الصفيح بني اللون متهالك ويبدو عليه الصدأ- موجود بينهما. أما على يمين الجمل فيوجد هيكل آخر فراغه مملوء بسلك شائك. والهيكلان اللذان على يمين ويسار الصورة تشعر وكأنهما يشكلان حدودًا لمزرعة تحوي الجمل والعنزة.
هنا الجمل والعنزة يعيشان في بيئة صحراوية، وهذا ما نستطيع ملاحظته من خلال الرمل الأصفر الموجود حولهما يكسو الأرض من كل الجهات.
الجمل والعنزة هنا ليسوا فقط تجمعهما وحدة البيئة الصحراوية ووحدة المأوى كمزرعة صغيرة، بل أيضا تجمعهما وحدة المأكل، وهذا ما نستطيع ملاحظته من خلال الشكارة البيضاء ذات الرباط الأصفر، المفتوحة على الأرض والأعشاب الخضراء التي كانت تحويها موزعة بين الجمل والعنزة، كي يأكلا منها مع بعضمها- كما هما يعيشان سويا.","في الصورة هنا جمل لونه بني فاتح، وقدام على شماله موجود معزة لونها أسود في أبيض. وفيه قدامهم أعشاب خضرا.
وكمان فيه هيكل صفيح لونه لبني ف بني بايظ وباين عليه الصدا- محطوط بينهم. أما على يمين الجمل فيه هيكل تاني فراغه مقفول بسلك شائك. والهيكلين اللي على يمين وعلى شمال الصورة تحسهم كأنهم بيشكلوا حدود لمزرعة على قد الجمل والمعزة.
هنا الجمل والمعزة موجودين في بيئة صحراوية، وده نقدر نلاحظه من خلال الرمل الأصفر الموجود حواليهم مغطي الأرض داير ما يدور.
الجمل والمعزة هنا مش بس بتجمعهم وحدة البيئة الصحراوية ووحدة المأوى كمزرعة صغيرة، دول كمان بتجمعهم وحدة المأكل، وده نقدر نشوفه من خلال الشيكارة البيضا اللي ليها رباط أصفر، ومفتوحة على الأرض ومتوزعة الأعشاب الخضرا اللي كانت فيها ما بين الجمل والمعزة؛ علشان ياكلوا منها مع بعض- زي ما هما سوا عايشين مع بعض.

",هل في أي حاجة في خلفية الصورة؟,الاعشاب دي كتير ولا قليلة؟,الجمل والمعزة شكلهم باين على التغذية الكويسة ولا لا؟,هل في آثار أقدام في الرمل؟,هل منظر الهياكل اللي تم وصفه بيوحي إن في حيوانات تانية في نفس المكان؟,موجود تبة من الرمل والحصى.,حزمة صغيرة تكفي لطعام الجمل والمعزة.,حجم الجمل والمعزة كويس بالمقارنة بأعمارهم الصغيرة، ودا معناه إنهم متغذيين كويس., الصورة أصغر من إنها توضح آثار الأقدام., منظر الهياكل مبيوحيش إن في حيوانات تانية، بس دا برضو وجود الهياكل من عدمه مينفيش وجود حيوانات تانية.,False,False,False,True,True
b5dcae61029ddea37d97ba9a5d985d7d,Egyptian,عربة فول، حاوية كبيرة لفول جاهز وعلى الرفوق زجاجات الزيت والطحينة ومن خلفهم طبق جبنة بطماطم وهناك أكياس فارغة لمَن يريد أن يشتري فول بلا ساندوتش والى الجنب طبق فول فارغ ونصف رغيف، يبدو أنهم لأحد انتهى لتوه من الإفطار عند العربة.,عربية فول، قِدرة فول جاهز كبيرة وع العربية فيه أزايز الزيت والطحينة وراهم طبق جبنة بطماطم وفيه اكياس متعلقة عشان اللي هياخد سايب، و ع الجنب فيه طبق فول فاضي ونص رغيف عيش، تقريبا لحد كان بيفطر ع العربية.,فيه كام شخص واقف على العربية؟,ايه الكلام المكتوب على العربية؟,ايه هو نوع العيش اللي على العربية؟,هل العربية في منطقة شعبية ولا منطقة متوسطة؟,ايه هي ألوان العربية دي؟, مشهد عربية الفول مالي أغلب الصورة، ومش واضح منها كام شخص واقف على العربية., الصورة بتوضح الجزء الفوقاني بس من العربية، وغالباً الكتابة بتبقى على واجهة العربية من قدام.,تقريباً، نص رغيف عيش أبيض شامي، أو من العيش الأبيض الرقيق الي بيميز مطبخ محافظات الدلتا.,في الخلفية، باين تفاصيل صغيرة جداً لعربيات وشارع مسفلت ونضيف، ودا بيوحي إلى حدٍ ما إن العربية واقفة في منطقة من مناطق الطبقة المتوسطة.,العربية لونها أزرق زاهي، وعليها ديكور بسيط لمثلثات بارزة باللون الأحمر والأصفر الزاهي.,True,True,False,False,False
b0f0258b36451f4ff2fc142863a8a1e8,Egyptian,الصورة في مؤسسة ما، قد تكون مدرسة، ويبدو أن ذلك حدث ما تنظمه سيدة ترتدي نظارة شمسية وقد اصطف بعشوائية إلى الجانب خمسة رجال وثلاث سيدات، وعلى الأرض صور طويلة وكأنها بوسترات قد فُرشت على أرضية الفناء.,الصورة في مؤسسة ما، شكلها مدرسة وشكله ايڤنت، فيه ست واقفة لوحدها بنضارة شمس -وتقريبا هي منظمة الايڤنت- وفيه خمس رجالة وتلت ستات واقفين بعشوائية ع الجنب وفيه صور طويلة زي ما تكون بوسترات كدة فارشينها على الأرض.,ايه الحاجات اللي في المكان بتوحي إنه مدرسة؟,البوسترات اللي في الصورة دي شكلها ايه؟,هل في أي كلام ظاهر في أي حتة في الصورة؟,الناس دول واقفين بيعملوا ايه؟,ايه هي مظاهر الاحتفال بالحدث دا؟, مفيش تفاصيل واضحة تأكد إن المكان عبارة عن مدرسة، لكن يمكن وجود مبنى متحاوط بحوش وسور مع وجود ناس لابسين رسمي ممكن يوحي إن دا مدرسة أو معهد أو مؤسسة حكومية أو دار مسنين، والبوسترات اللي مفروشة على الأرض ممكن يبقى فيها رسوم كرتونية للأطفال وممكن لأ؛ لإن شكلهم مش واضح أوي من الصورة.,في بوستر متثبت على لوح خشب وساند على حيطة المبنى مكتوب فيه حروف D و T بخط كبير مع مربعين واحد منهم فوق وواحد تحت، فيهم أشكال مش واضحة، أما البوسترات اللي على الأرض فشكلهم صعب تحديده وإن كانت ألوانهم زاهية وممكن يكونوا عبارة عن رسوم كرتونية.,موجود حروف D و T بخط كبير لكن مفيش كلام واضح.,الست اللي واقفة لوحدها واخدة وضع التصوير، أما المجموعة اللي واقفة الناحية التانية فمنهم اللي باصص ناحية الشمال ومنهم اللي باصص للكاميرا أو للأرض، والصورة غالباً اتصورت فجأة وأغلب الناس مش واخدة بالها.,وجود صورة جماعية وبوسترات متعلقة على الحيطة أو مفروشة على الأرض وكونهم جايين للإيفينت بالملابس الرسمية، كل دي حاجات بتوحي بالاحتفال.,True,False,False,False,False
b3cf198ffbe0cea740adbc0dbcaf81a1,Egyptian,سيارة أجرة ڤيرنا أرقامها تشير إلى أن الشارع بمركز دسوق كفر الشيخ. في الخلفية مدرسة وإلى جوارها تصطف بيوتٌ واجهاتها بالطوب أحمر، وفي مَدخل شارع جانبي تدخله سيارة نصف نقل قد عُلِّقت لافتة تشير إلى طريق المستشفى العام، وتحتها يقف رجل وامرأة.,من أرقام التاكسي الڤيرنا ولونه الصورة لشارع في مركز دسوق محافظة كفر الشيخ، في الخلفية مدرسة وراها صف بيوت بالطوب الأحمر، وفيه يافطة على ناصية شارع جانبي داخلاه عربية جامبو بتشاور على طريق المستشفى العام واقف تحتها راجل وست.,هو ايه لون التاكسي دا؟,الناس لابسة صيفي ولا شتوي؟,فيه أشخاص تانية في الصورة؟,هل اسم المدرسة دي واضح؟,الشارع شكله عامل ازاي كويس ولا مش نضيف ومكسر؟,ابيض في أصفر واللوحة المعدنية برتقاني في أبيض,اتنين ماشيين في الشارع لابسين جلاليب والراجل لابس قميص وبنطلون والست لابسة فستان محجبات، فا تقرببا الجو صيف ,ايوة، اللي سايق العربية الجامبو , لا خالص، مش موجود في الصورة ,شكله كويس والرصيف شكله مدهون جديد أسود في أصفر ,False,False,False,True,False
377b1af223abc8fee8108df7966d847f,Egyptian,مشهد لثمانية صيادين يفردون شباكهم داخل النيل، أغلبهم يرتدون الجلاليب وعلى رؤوسهم غطاء رأس خاص بالفلاحين المصريين، ومنهم من يرتدي قميصاً مع بنطالٍ واسع مناسب للصيد، وخلف الصيادين نرى شبكة صيد مممتدة على ثلاثة اعمدة خشبية مثبتة في قاع النهر، أما على البر فهنالك ارض زراعية واسعة وسيارتان وجرَّار زراعي يسير على طريق زراعي ضيق., دا مشهد لصيادين فاردين شباكهم جوا النيل، عددهم تمانية وأغلبهم لابسين جلابيات فلاحي ولاسة أو طاقية فلاحي على الراس، ومنهم اللي لابس قميص مع بنطلون واسع مناسب للصيد جوا الميه، ووراهم شبكة مفرودة على تلات عمدان خشب متثبتين في القاع، وعلى البر أرض زراعية واسعة، وعلى الشط جنب الميه طريق زراعي ضيق ماشي عليه عليه عربيتين وجرار زراعي.,مية النيل في الحتة دي لونها ايه بالظبط؟,كام شخص لابس جلابية وطقية وكام شخص لابس قميص وبنطلون؟,العربيتين دول ملاكي ولا ايه؟,الصيادين دول قاعدين فين بالظبط؟,هل اصطادوا حاجة ولا لسة؟,لونها مايل للأخضر وفيه عكارة وفيه خرطوم كبير ع الجنب فتحته باتجاه الماية، الخرطوم دة كان زمان عشان الصورة بتاريخ ٢٠٠٧ كان بيُستخدم في الكسح وتقريبا كدة بيرمي الكسح دة هنا , مش كل اللي لابسين جلاليب لابسين طواقي ولا كل اللي لابسين قميص وبنطلون مش لابسين طواقي، اللي لابسين جلابية وطاقية اتنين، وباقي اللي لابسين طواقي لابسينها على بدل صيفي أو قميص عادي,لا فيه عربية نص نقل، اللي وراها عربية جيب بيضة باين عليها تابعة لجهة حكومية عشان نمرها زرقة ,هما مش قاعدين هما واقفين في نص الترعة ونص اجسامهم مغمورة بالماية , مش واضح في الصورة لأ ,False,False,False,False,True
a42cbc49f30cb94d3374770d934ab50c,Egyptian,حلقة لبيع الأسماك عبارة عن صالة كبيرة مفتوحة، ومنضدة حديدية تمتد بطول الصالة، مرصوص عليها أواني مسطحة من الصاج ممتلئة بأنواع مختلفة من الأسماك الطازجة، وإلى جوارها يجلس بائع عجوز ذو بشرة بيضاء ويرتدي قميصاً أحمر اللون وبنطال جينز أزرق وحذاء برقبة مخصص للعمل، وفي الخلفية تظهر عربات الكارو وألواح خشبية مرصوصة إلى جواز عامود باللون الأخضر الغامق.,الصورة لحلقة سمك عبارة عن صالة كبيرة مفتوحة، فيها طرابيزة حديد بطول الصالة، ومرصوص عليها صيجان مليانة بأنواع مختلفة من السمك الطازة، قاعد جنبها بياع عجوز بشرته بيضا ولابس قميص أحمر وبنطلون جينز أزرق وكزلك اسود في رجله، وفي الخلفية عربيات كارو وألواح خشب وعمود لونه أخضر غامق.,ايه أنواع السمك الموجود على الطرابيزة؟,كام عدد العربيات الكارو تقريبا؟,هل في مباني ظاهرة في الصورة؟,المنطقة دي شكلها في الريف ولا في المدينة؟,هل في أي أشخاص تانيين في الصورة؟,فيه كابوريا وجمبري ومرجان وسط أنواع تانية ,هما مش عربيات كاملة، هما تلت مقطورات من الخشب دول وتقريبا دول عشان لما يبيع برة الشادر, لا مفيش، الصورة مركزة على الشادر,في المدينة وشكلها كدة اسكندرية , لا، الراجل دة قاعد لوحده ,False,False,True,False,True
e01da98e2f8da8d0aaccdadfb6cf9b6a,Egyptian,"في الصورة سيارة نقل ثقيل، الجزء الأمامي منها وهو كابينة السائق والمقطورة الأولى لونهم أحمر. أما الجزء الثاني الذي بالخلف لونه أبيض.
المقطورة هذه متوقفة إلى جانب الرصيف أمام محطة تموين التعاون وهذا واضح من الشعار المكتوب على اللافتة ذات اللون اللبني المعلقة على العمود اللبني.
ومن المحتمل أن تكون المقطورة هذه بها عطل لأن هناك رافعة التي يرفع بها السيارات المتعطلة- واضح جزء منها على شمال الصورة، بما إن هناك خدمة سيارات هنا في البنزينة.
والمقطورة هذهعبارة عن مقطورة قلابة تستخدم لرفع القمامة.
","في الصورة عربية نقل تقيل، الجزء اللي قدام اللي هو كابينة السواق والمقطورة الأولانية لونهم أحمر. أما الجزء التاني الي ورا لونه أبيض.
المقطورة دي راكنة جنب الرصيف قدام بنزينة التعاون وده واضح من الشعار اللي على اليافطة اللبني المتعلقة على العمود اللبني.
وممكن تكون المقطورة دي عطلانة علشان فيه كوريك اللي بيترفع  بيها العربيات العطلانة- باين جزء منها على شمال الصورة، بما إن فيه خدمة سيارات هنا في البنزينة.
والمقطورة دي عبارة عن مقطورة قلابة بتستخدم لرفع القمامة.
",فين سائق عربية النقل دي؟,هل في عربيات تانية في البنزينة؟,هل في عمال من البنزينة بيساعدوا في تصليحها؟,الصورة متصورة في الصبح ولا بالليل؟,في أي أشخاص أو مباني تانية ظاهرة في الصورة؟, العربية مافيهاش حد والصورة كلها كدا.,مش ظاهر عربيات تانية في البنزينة., الصورة مفيهاش أي أشخاص خالص.,الصورة متصورة بليل مش الصبح.,في مبني لسة بيتبني مكون من دورين ومفيش أشخاص.,True,False,True,False,False
a7976b2383bdddd58b9c96f4337e8b51,Egyptian,"هنا في الصورة توجد واجهة مبنى مدرسة لضعاف السمع مرحلة إعدادي - مهني. اسمها مدرسة عمر بن الخطاب.
وملاصق للمدرسة مبنى سكني على واجهته الجانبية لوحة إعلانية لمعرض أثاث. ومن اسم الشارع المكتوب على اللوحة الإعلانية نلاحظ إن هذا هو أحد شوارع محافظة القاهرة.
وأمام المدرسة مجموعة من الرجال منهم فرد شرطة وموظف وخفير، وخارج المدرسة توجد مجموعة من المواطنين.

من شكل وقفتهم ومن المقاعد المدرسية الموضوعة بالخارج نجد أن هذا هو نفسه المشهد الذي نراه أيام الانتخابات، وبالتالي المدرسة هنا مصورة في  هذا المشهد على أنها لجنة انتخابية.
","فيه هنا في الصورة واجهة مبنى مدرسة لضعاف السمع مرحلة إعدادي- مهني، اسمها مدرسة عمر بن الخطاب.
ولازق في المدرسة عمارة سكنية على واجهتها من الجنب لوحة إعلانية لمعرض موبيليات. ومن اسم الشارع المكتوب اللي على اللوحة الإعلانية بنلاحظ إن ده واحد من شوارع محافظة القاهرة.
وقدام المدرسة مجموعة من الرجالة فيهم فرد شرطة وموظف وغفير، وبره المدرسة فيه مجموعة من المواطنين.

من شكل وقفتهم ومن المقاعد المدرسية المحطوطة بره بنلاقي إن ده هو نفسه المشهد اللي بنشوفه أيام الانتخابات، وبالتالي المدرسة هنا متصورة في المشهد ده على إنها لجنة انتخابية.",إيه اسم الشارع اللي فيه المدرسة؟,إيه تفاصيل اللوحة الإعلانية اللي على معرض الموبيليا بخلاف اسم الشارع؟,ممكن توصفلنا شكل المواطنين، أعمارهم وهدومهم؟,إيه الألوان اللي بتميز شكل المدرسة؟,مبنى المدرسة من كام دور؟, مفيش يافطة عليها اسم الشارع ولا مكتوب على يافطة المدرسة ومش متأكدين أنه نفس اسم الشارع اللي على لوحة الإعلانات,اللوحة لونها أبيض، وطرفها من تحت اللي عليه رقم تليفون فاكس والعنوان لونه أزرق، ومكتوب فوق على الأبيض بالأحمر الذوق الرفيع، وفوقيها بالأخضر الأثاث الراقي، وفوقيها بالأحمر اسم المحل,كلهم رجالة ما بين التلاتين والخمسين، فرد شرطة لابس بنطلون بيج وبلوفر زيتي وكاب الشرطة الزتوني، وجنبه موظف لابس قميص كاروهات بيج وبنطلون أسود قماش ونضارة نظر، وجنبهم راجل شكله خمسيني لابس جلابيه رمادي، وبعد الدكة راجل أربعيني طويل ومليان وبكرش لابس بلوفر كحلي وبنطلون جينز. الناحية التانية شاب تلاتيني تقريبا لابس بنطلون جينز وتيشرت مقلم بيج في برتقالي وعليه جاكت جلد أسود ولابس نضارة شمس سودا، وراه راجل خمسيني شعره رمادي لابس قميص لبني في أبيض كاروهات وبنطلون كحلي., مفيش ألوان بتميزها، اليافطة سودا ومكتوب عليها بالأبيض وسور المدرسة بني محمر اللون العادي لأغلب البنى, تقريبا دورين لانها مش باين إذا كان دا مبنى المدرسة ولا العمارة اللي جنبه,True,False,False,True,True
