task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time,VisualEval_Result,VisualEval_IoU,VisualEval_Reason,LLM_Judge_Result,LLM_Judge_Reasoning,EvalMethod

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Correct and concise solution
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
    t.pendown()

# Final code
t.penup()
t.goto(0, -100)
t.pendown()

def draw_star(size):
    for _ in range(5):
        t.forward(size)
        t.right(144)
        t.forward(size)
        t.right(18)

draw_star(half_side)

t.penup()
t.goto(0, 0)
t.pendown()

for _ in range(5):
    t.forward(half_side)
    t.right(144)
    t.forward(half_side)
    t.right(18)
    t.penup()
    t.forward(half_side * math.cos(math.pi / 4))
    t.right(90)
    t.forward(half_side * math.cos(math.pi / 4))
