id,dialect,combined_questions,combined_ground_truth,combined_model_answers,run_time
e48c3670d629bef09a33db402143a022,Jordanian,"Q1: كيف ملامح الزلمة مبسوط والا جدّي؟
Q2: الشجرة اللي واقف الزلمة تحتها كبيرة والا صغيرة؟
Q3: البيت البسيط مبني من الطين والا من الاسمنت؟
Q4: شو نوع الشجر المزروع حوالين البيت؟
Q5: فيه حوالين الزلمة أدوات زراعية بتدل على انو شغال بالأرض؟","A1: الزلمة مبتسم ابتسامة صغيرة يعني مو كتير جدي
A2: مبين من الصورة انها شجرة كبيرة
A3: البيت مبين انو مبني من الاسمنت
A4: مش كتير مبين بالصورة بس ممكن يكون شجر زيتون
A5: مش مبين بالصورة اي ادوات زراعية","A1: مبسوط
A2: كبيرة
A3: من الطين
A4: مش معروف
A5: لا",1.86
dfc488eff255a18f2b17ddfaa91a3e8f,Jordanian,"Q1: شو نوع الرياضة اللي عم بلعبوها الشباب؟
Q2: شو لابسين الشباب أواعي رياضة موحدة والا عادية؟
Q3: في حدا موجود حوالين الشباب في الملعب؟
Q4: الشباب مبين عليهم تعبانين والا مستمتعين بالجو الشوب؟
Q5: المباني اللي في الخلفية قديمة والا جديدة؟","A1: مش مبين شو نوع الرياضة بس مبين انهم بركضو
A2: لابسين اواعي عادية مش موحدة
A3: بس مبين بالصورة ثلاثة شباب
A4: بالصورة مش مبينة وجوه الشباب
A5: المباني مبين في منها قديم وفي جديد","A1: الجري
A2: أواعي رياضة موحدة
A3: لا
A4: مستمتعين بالجو الشوب
A5: قديمة",1.9
23670d240e6274991e3115880edcc152,Jordanian,"Q1: كيف شكل الشب اللي قاعد ورا الشباك؟
Q2: كيف شكل الزبون اللي واقف قدام الشباك؟
Q3: شو فيه على الورق الملزق عالقزاز غير أوقات الدوام؟
Q4: الغرفة شكلها مرتبة ونظيفة والا فيها تفاصيل مميزة؟
Q5: في حدا غير الشب والزبون في الغرفة؟","A1: مو مبين كله بس راسه، وهو مبين كبير بالعمر لانو شايب.
A2: مبين شب صغير، أسمراني وشعره أسود.
A3: وحدة مكتوب عليها الصندوق ووقت الدوام.
A4: مو مبينة كتير بس هي زي مكان عمل في كراسي ومكاتب
A5: لا ما في حدا تاني بالغردقة.","A1: الشب اللي قاعد ورا الشباك شكله هادي ومرتب
A2: الزبون اللي واقف قدام الشباك شكله مهتم وبيحكي مع الشب
A3: على الورق الملزق عالقزاز فيه أوقات الدوام بس
A4: الغرفة شكلها مرتبة ونظيفة
A5: لا، ما في حدا غير الشب والزبون في الغرفة",9.09
fdfe34dbb962e13af458a4f8248d3a14,Jordanian,"Q1: كيف شكل الحديقة من جوا؟ وفيها مساحات خضرا كبيرة؟
Q2: شو نوع الألعاب اللي موجودة للأطفال؟
Q3: المكتبة العامة كبيرة والا صغيرة؟ ووين موقعها في الحديقة؟
Q4: المركز عالبوابة عليه لوحات أو إعلانات بتبين شو بقدم خدمات؟
Q5: فيه نقشات أو زخارف على الحجر الأبيض تبع البوابة؟","A1: مو مبينة كتير، بس مبين انها حلوة وفي مساحات خضراء.
A2: ما في شي مبين عن منطقة الالعاب.
A3: مو مبينة ابدا بالصورة، بس الحديقة من برا.
A4: لا ما عليه شي ببين الخدمات.
A5: لا بس زي عمدان مزينة قوس المدخل.","A1: شكل الحديقة من جوا فيه مساحات خضرا كبيرة.
A2: ما في ألعاب للأطفال واضحة بالصورة.
A3: المكتبة العامة مش واضحة بالصورة، ما بعرف إذا كبيرة أو صغيرة.
A4: المركز عالبوابة فيه لوحات أو إعلانات بتبين شو بقدم خدمات.
A5: فيه نقشات أو زخارف على الحجر الأبيض تبع البوابة.",2.14
e711ec0394398e3f6c1906f1efd8caa3,Jordanian,"Q1: شو لابسين العمال وشو لون أواعيهم؟
Q2: قديش عدد العمال المبينين في الصورة؟
Q3: المكان حوالين العمال فاضي والا فيه أدوات ومعدات بنا؟
Q4: كيف حال الحجار والطوب قديم والا جديد؟
Q5: بإيش مشغولين العمال على الأرض؟","A1: لابسين اواعي عادية، بلاطين وبلايز في اخضر واصفر وسكني.
A2: اللي مبينين بس اربع عمال.
A3: اه في معدات وأدوات للبنا.
A4: جديد عم يشتغلوا عليه ليبنوا.
A5: عم يقصو كنو الحديد عشان يبنوا.","A1: العمال لابسين أواعي شتوية، ألوانها متنوعة بين الرمادي والأخضر والأسود.
A2: عدد العمال المبينين في الصورة هو 4.
A3: المكان حوالين العمال فيه أدوات ومعدات بناء.
A4: الحجار والطوب جديد.
A5: العمال مشغولين على الأرض بتركيب الطوب.",2.08
3bc0139f4f003c862f0765955e3c53e3,Jordanian,"Q1: شو اسم الشخص الي مع الملك؟
Q2: لأي بلاد الاعلام الموجودة بالصورة؟
Q3: في اي صورة او لوحات بتدل اذا كان اللقاء بالأردن أو لا؟
Q4: مبينين مبسوطين باللقاء ولا عادي؟
Q5: كيف شكل الشمعدانات الي فالمكان؟","A1: هو مبين حدا مهم بس مو مبين اسمه.
A2: اللي مبينين علم الأردن وعلم بريطانيا.
A3: لا ما في شي بيدل على مكان اللقاء.
A4: التنين مبينين بالصورة مبسوطين وبيضحكوا
A5: شمعدنات لونهم دهبي والهم 3 روس","A1: ما بعرف
A2: الأردن وبريطانيا
A3: في علم الأردن
A4: مبينين مبسوطين
A5: شكلهم تقليدي",1.73
4cfc6e091223de0234c827013339f5b0,Jordanian,"Q1: شو لون التبرويرات الي فالصورة؟
Q2: مبين شو موجود فهاي التبرويرات؟
Q3: في حدا غير هاي البنت بشتغل؟
Q4: في لوحه أو قارمة عليها اسم المكان؟
Q5: في اي رسومات على الحيطان فالمكان؟","A1: في احمر واسود واصفر واحضر وأبيض وبنفسجي.
A2: لا بس شكلهم مبينين فاضيين.
A3: لا بس هي البنت لحالها .
A4: لا ما في قارمة او شي بيوضح وين المكان.
A5: في وراق معلقة من بعيد على الحيطان.","A1: ألوان التبرويرات متنوعة، فيها ألوان مثل الأزرق، الأخضر، الأصفر، والوردي.
A2: مبين فيها تبرويرات بلاستيكية.
A3: لا، ما في حدا غير هاي البنت بشتغل.
A4: لا، ما في لوحة أو قارمة عليها اسم المكان.
A5: لا، ما في رسومات على الحيطان فالمكان.",3.93
42cab848c5362c2ba3a7ca65df3dbf6b,Jordanian,"Q1: قطعة اللحمة اللي بالصحن حجمها كبير ولا صغير؟
Q2: شو نوع الخضار والمخللات الموجودين؟
Q3: كاسة الجميد مبين عليها سخنة؟ يعني في بخار طالع منها؟
Q4: صحن المنسف عليه اي زينة تانية غير اللوز والبقدونس؟
Q5: الصورة مبينة من مطعم ولا من بيت؟","A1: مبين إنه قطعة اللحمة حجمها وسط مش كبير ولا صغير
A2: بقدونس وبصل ناشف وفلفل أخضر ومخلل خيار ومخلل لفت
A3: ما في بخار طالع من كاسة الجميد ويمكن يكون الجميد دافي مش سخن
A4: لا ما في أي زينة تانية غير اللوز والبقدونس
A5: الصورة مبينة إنها بمطعم  لأنه الصحون مرتبة","A1: حجمها كبير
A2: ما في خضار ومخللات واضحة
A3: لا، ما في بخار
A4: ما في زينة تانية واضحة
A5: من مطعم",1.65
0e7d26a5e71d97e7684cd0614a96da45,Jordanian,"Q1: في حدا مبين بطبخ القلقاس؟
Q2: كيف مبين شكل خضرة القلقاس؟
Q3: وين الصورة ماخودة بالمطبخ ولا مكان تاني؟
Q4: في شي تاني مع القلقاس ولا بس هو؟
Q5: كيف شكل المصفاية اللي فيها القلقاس؟","A1: لا ما في حدا مبين بالصورة عم بيطبخ القلقاس
A2: خضرة القلقاس مقشرة بالكامل ولونها أبيض وشكلها مستطيل مع نهايات مستديرة
A3: واضح إنه الصورة مأخوذة بالمطبخ بسبب المصفاية الألمنيوم
A4: لا ما في أي شي تاني مع القلاس
A5: المصفاية ألمنيوم ودائرية وفيها ثقوب صغيرة لتصفية المي","A1: لا
A2: مبين شكلها بيضاوي وطويل
A3: مطبخ
A4: لا، بس هو
A5: مصفاية معدنية فيها ثقوب",2.39
3c3e60edd36aee39ab11fa1e4286d0ed,Jordanian,"Q1: الساحة اللي بالصورة مبينة جزء من المكان السياحي؟
Q2: في اي تفاصيل مبينة على وجوه السياح بتوحي انهم مبسوطين ومندمجين؟
Q3: علم الاردن المرفوع حجمه كبير ولا صغير؟
Q4: كيف شكل الهضبة الرملية مرتفعة ولا مستوية؟
Q5: البيوت اللي عاليسار قديمين ولا بناهم حديث؟","A1: اه الساحة اللي مبينة بالصورة جزء من مكان سياحي معروف بشارع الأعمدة في جرش
A2: مش واضح وجه السياح إذا كانوا مبسوطين بس من طريقة مشيهم وتوجههم للساحة مبين إنهم مندمجين بالمكان
A3: علم الأردن المرفوع حجمه وسط، بيتناسب مع محيط المكان والأعمدة القريبة منه
A4: مبين على الهضبة الرملية مرتفعة شوي مع ميلان خفيف، بس مش شديدة الانحدار
A5: البيوت اللي على يسار الصورة مبينة حديثة نسبياً مش قديمة","A1: إي، الساحة جزء من المكان السياحي.
A2: وجوههم مبتسمين وعم يحكوا مع بعض.
A3: حجمه كبير.
A4: الهضبة الرملية مرتفعة.
A5: البيوت قديمة.",2.19
fa69c5cb9037d952bba4348e01834307,Jordanian,"Q1: كم عدد الأشخاص اللي طالعين بالصورة؟
Q2: مبين المكان وين اللي بالصورة؟
Q3: اللي مبينين بالصورة كبار ولا صغار بالعمر؟
Q4: الصورة مبينة مأخوذة بالليل ولا بالنهار ؟
Q5: في اشياء تانية برتبوها غير المواد الغذائية؟","A1: عدد الأشخاص اللي مبينين بالصورة أربعة وفي حاوليهم ناس بس مش واضح كم عددهم
A2: مبين إنه المكان مخصص للعمل التطوعي أو مكان لتوزيع المساعادات
A3: اللي مبينين بالصورة مبين إنهم كبار وبالغين، الثلاث بنات بالعشرينيات والزلمة واضح إنه أربعيني يعني مش صغار بالعمر ولا كبار كتير
A4: مبين إنها الصورة ماخوذة بالنهار لأنه فيه طاقات مفتوحة وداخل منها ضو الشمس
A5: لا ما في أشياء تانية بيرتبوها غير المواد الغذائية","A1: ثلاثة أشخاص
A2: مبين مكان تخزين أو مستودع
A3: كبار بالعمر
A4: بالليل
A5: لا، بس مواد غذائية",1.79
5ee1c4b219ca05c162a7f91c9a77ccd4,Jordanian,"Q1: كيف ملامح الشخص الكبير بالعمر مبتسم والا زعلان؟
Q2: شو لون طاولة الخشب اللي عليها الدومينو؟
Q3: كيف الإضاءة في المكان قوية والا خافتة؟
Q4: فيه ناس حوالين الشخص الكبير بالعمر والا قاعد لحالو؟
Q5: الشخص الكبير بالعمر شو لابس؟","A1: مش ظاهرة ملامح الشخص اللي بالصورة لأنه الصورة مركزة على إيديه وهو بيلعب دومينو
A2: لون الطاولة غامق مايل للاسود أو للبني الغامق
A3: الإضاءة المكان خافتة نسبياً ومش قوية
A4: مش مبين بالصورة إذا فيه ناس حوالين الشخص الكبير بالعمر لأنه الصورة مركزة عليه لحاله شكله قاعد لحاله
A5: لابس سترة لونها أسود مع خطوط بيضا على الكمام","A1: مبتسم
A2: أسود
A3: خافتة
A4: قاعد لحالو
A5: جاكيت",2.29
f1e560096e8b9b8a680899bd99645931,Jordanian,"Q1: في لافتات او اعلام مرفوعة بتبين انه المكان تاريخي او اثري؟
Q2: المحلات التجارية مبين انها قديمة وتراثية ولا حديثة؟
Q3: السيارات اللي واقفة مبين عليها حديثة ولا قديمة؟
Q4: الناس اللي ماشيين بالطريق مبين عليهم سياح ولا من المنطقة؟
Q5: كيف شكل الغروب؟ مبين في انعكاس على القلعة والحيطان الحجرية؟","A1: مافي اعلام او لافتات بس مبين انو المكان تاريخي من الحجر
A2: مبين انو المحلات قديمة مو جديدة
A3: في سيارات وباصات قديمة وجديدة
A4: مش مبين اذا هم سياح ولا اهل المنطقة
A5: مش مبين انعكاس على القلعة بس مبين من سماء ولونها","A1: مبين انه المكان تاريخي
A2: المحلات التجارية قديمة وتراثية
A3: السيارات اللي واقفة حديثة
A4: الناس اللي ماشيين من المنطقة
A5: شكل الغروب مبين حلو وفي انعكاس على القلعة والحيطان الحجرية",7.24
6aac16c2b1804678fcd8ec595a716882,Jordanian,"Q1: مبين انه السيدة متصورة بالشغل؟
Q2: في شعارت بتدل على انه السيدة بتشتغل بالشرطة او الامن العام؟
Q3: شو نوع اللابتوب الموجود على المكتب وشو لونه؟
Q4: الصور التذكارية حجمها كبير ولا صغير؟
Q5: كيف شكل الغرفة فيها اي ديكورات؟","A1: اه مبين إنه السيدة متصورة بشغل لأنها لابسة الزي الرسمي
A2: ما في بالصورة شعارات بتدل على إنه السيدة بتشتغل بالشرطة أو الأمن العام
A3: نوع اللابتوب اللي موجود على المكتب مش مبين بس لونه أسود
A4: الصور التذكارية الموجودة في الخلفية حجمها صغير
A5: موجود شباك مسكر بالأباجور في الغرفة وصور معلقة بالخلفية وما في ديكورات تانية مبينة بالصورة","A1: ايه، مبين انها متصورة بالشغل.
A2: ايه، في شعارات بتدل على انها بتشتغل بالشرطة.
A3: اللاب توب لونه أسود.
A4: الصور التذكارية حجمها كبير.
A5: الغرفة شكلها بسيط وما فيها ديكورات كثيرة.",2.86
9bf504d4807b552e9e2384128ba0d6cc,Jordanian,"Q1: الجو بالصورة مبين شوب وشمس ولا في غيوم؟
Q2: العلائلات اللي قاعدين تحت المظليات جايبين معهم اكل او مشروبات؟
Q3: كم عدد القوارب اللي موجودة عند الشط؟
Q4: الصغار اللي بلعبوا بالبحر قريبين من الشط ولا بعيدين شوي؟
Q5: في ناس قاعدين بالقوارب ولا فاضيين؟","A1: مبين انو الجو صيف وشوب
A2: مس مبين بالصورة اذا معاهم اكل بس بالعادة الناس بتجيب معاها اكل ومشروبات
A3: في اربع قوارب صافة عند بداية الشط
A4: الصغار الي بلعبو قاعدين بلعبو قريب من الشط
A5: مبين بالصورة انو القوارب فاضية","A1: الجو بالصورة مبين شوب وشمس
A2: العلائلات جايبين معهم اكل ومشروبات
A3: في قاربين موجودين عند الشط
A4: الصغار اللي بلعبوا بالبحر قريبين من الشط
A5: في ناس قاعدين بالقوارب",2.38
8bd63624892c65abfc7cd6ebf32b9bf7,Jordanian,"Q1: الشب الاصلع مبين انه جوعان ومتحمس لياكل المنسف؟
Q2: الجاط الالومنيوم مليان اكل للاخر ولا نصه؟
Q3: الجبل الحجر اللي وراهم كبير ولا بس تلة صغيرة؟
Q4: في اشي مزين المنسف زي لوز او صنوبر او بقدونس؟
Q5: كيف الدنيا بالصورة مبينة ليل ولا نهار؟","A1: مبين إنه الشب مركز على تحضير المنسف وملامحه ما بتوضح إنه جوعان أو متحمس لياكل المنسف
A2: الجاط الالومنيوم مبين إنه مليان أكل للآخر تقريباً وفيه كمية كبيرة من الرز
A3: الجبل الحجر اللي وراه كبير ومبين إنه وادي
A4: سدر المنسف اللي ورا الشب الأصلع مش مزين بالصنوبر أو البقدونس وحاطين لحمة فوق  الرز
A5: مبين إنه الدنيا نهار والإضاءة طبيعية","A1: ايه، مبين عليه جوعان ومتحمس.
A2: الجاط مليان اكل للاخر.
A3: الجبل الحجر كبير.
A4: لا، ما في اشي مزين.
A5: الدنيا مبينة نهار.",1.97
b759e37991765012f79c29b968c51f19,Jordanian,"Q1: الخيول والجمال عليهم اي زينة؟
Q2: كم عدد العربايات اللي بالصورة؟
Q3: المباني مبينة انها من الطين ولا من الحجر؟
Q4: الابراج اللي تحت الانشاء قريبة من الموقع ولا بعيدة؟
Q5: شو نوع الشجر اللي حجمه كبير؟","A1: الخيول والجمال مزينة بالزينة التقليدية مثل الأغطية المزركشة
A2: مبين في الصورة عدد العربايات هما عربايتين
A3: مبين إنه المباني من حجر أو خرسانة مش من طين
A4: مبين إنها الأبراج اللي تحت الإنشاء بعيدة نسبياً عن الموقع الرئيسي اللي بالصورة
A5: مبين بالصورة إنه في شجر نخيل وشجر من نوع تاني مش واضح شو هو","A1: زينة على الخيول والجمال
A2: عدد العربايات 2
A3: المباني من الطين
A4: الابراج قريبة من الموقع
A5: نوع الشجر كبير هو النخيل",2.32
0f044be76606ec0863ba4e0e77ae1d0c,Jordanian,"Q1: شو نوع المنتجات اللي بعبوها بالكراتين؟
Q2: قديش عدد العمال المبينين بالصورة؟
Q3: المصنع شكلو نظيف ومرتب والا فوضى؟
Q4: العمال مبين عليهم تعبانين والا مبسوطين؟
Q5: المنتجات اللي عم يفحصها العامل الثاني مبين عليها منيحة والا فيها مشاكل؟","A1: المنتجات مبين إنها مكسرات مغلفة ومحطوطة في علب كرتون لونها أزرق
A2: عدد العمال اللي مبينين بالصورة ثلاثة
A3: مبين إنه المصنع شكلو مرتب ونظيف وما في فوضى
A4: مبين إنه العمال مركزين بشغلهم ومش مبين إنهم تعبانين أو مبسوطين
A5: مبين أنه المنتجات اللي عم يفحصها العامل منيحة وما فيها مشاكل","A1: منتجات غذائية
A2: فيه 3 عمال
A3: شكلو نظيف ومرتب
A4: مبين عليهم مبسوطين
A5: مبين عليها منيحة",2.16
3576e62477237f5b3269bbe70fd0f62d,Jordanian,"Q1: كم عدد الناس الي مبينين في هاي الصورة؟
Q2: في اي معلم واضح يبين هاد الشارع وين موجود؟
Q3: مبين انو صورة مصورة بصيف ولا بشتا؟
Q4: في محلات تجارية مبينة بالصورة؟
Q5: شو نوع السيارات الي صافة؟","A1: مبين بالصورة شخصين وهما زلمة ومرا عم بيعبروا الشارع
A2: ما في أي معلم بيوضح المكان بدقة، بس من أسلوب الزينة والبيئة مبين إنها منطقة شعبية في عمان
A3: مبين إنو الصورة مأخوذة بالصيف
A4: مبين في محلات تجارية على جنبين الشارع
A5: مبين بالصورة أكثر من نوع للسيارات في سيارة سيدان حمرا وسيارات تانية، وفي سيارة نقل لونها أبيض","A1: شخصين
A2: ما في معلم واضح
A3: صيف
A4: لا
A5: سيارات عادية",1.7
a42cbc49f30cb94d3374770d934ab50c,Jordanian,"Q1: شو ملامح الزلمة الكبير بالسن مبين عليه مهموم  والا مبسوط؟
Q2: ممكن تحكي لي انواع السمك المعروض اذا مبينة بالصورة؟
Q3: كم عدد العربات اللي عليها سمك للبيع؟
Q4: كيف الوضع بالسوق فيه كثير ناس؟
Q5: الدنيا نهار بالصورة؟","A1: مبين على ملامح الزلمة انو مهموم
A2: مش كتير مبيتن في الصورة شو انواع السمك
A3: في ثلاث عربيات لبيع السمك مبينة بالصورة
A4: في الصورة مش مبين غير الزلمة
A5: مبين من الضو الي جاي من الشباك انو الدنيا نهار","A1: مبين عليه مهموم
A2: ما في تفاصيل عن انواع السمك
A3: في عربتين
A4: الوضع بالسوق هادي
A5: ايه، الدنيا نهار",1.82
19afef2a26757757ff826e74a6b2da2c,Jordanian,"Q1: شو نوع الخبر اللي محضر منه الشاورما؟
Q2: في اي اضافات تانية غير المخلل والفلفل الاسود زي صوصات؟
Q3: شو لون الصوص اللي محطوط عالمعكرونة؟
Q4: في ديكور معين او ترتيب للاكل بالصحون؟
Q5: مبين انه الاكل بمطعم ولا من البيت؟","A1: مبين انو الخبز خبز عربي
A2: ما في صوصات مبينة بالصورة
A3: مش مبين انو في صوص على المعكرونة
A4: مش كتير مبين في الصورة اذا في ترتيب معين
A5: مبين من الصورة انو الاكل في مطعم","A1: دجاج
A2: ممكن يكون في صوص طحينة أو صوص ثوم
A3: أصفر
A4: لا، الأكل مرتب بشكل عادي
A5: مبين إنه من مطعم",2.35
f9c0fe616a209b7b1a5a0a092bc9f9f5,Jordanian,"Q1: شو نوع ولون القماش اللي بتشتغل عليه المرة؟
Q2: الناس اللي بالخلفية بيشتغلوا بالخياطة والا بإشي ثاني؟
Q3: الماكينة اللي بتشتغل عليها المرة قديمة والا جديدة؟
Q4: كيف الإضاءة في المكان قوية والا خافتة؟
Q5: كيف مبين وجه المرة عابسة والا مبتسمة؟","A1: لون القماش ابيض ونوعه مش مبين.
A2: في شب واقف ورا بس مش مبين شو قاعد بعمل.
A3: مبين عليها حديثة ونوعها كويس.
A4: الاضاءة مبينة قوية بشكل واضح.
A5: لا عابسة ولا مبتسمة تعابير وجهها عادية ومبين انها مركزة منيح.","A1: القماش مبين إنه خفيف ولونه أبيض
A2: الناس بالخلفية بيشتغلوا بالخياطة
A3: الماكينة قديمة
A4: الإضاءة في المكان قوية
A5: وجه المرة عابس",6.22
72a3daa47c1c4427681e08798f4b00c4,Jordanian,"Q1: شو لون الكنبايات الي بالصورة؟
Q2: شو لون الورد الي مبين بالصورة؟
Q3: مبين الجو صيف ولا شتا بالصورة؟
Q4: الصورة مصورة بالنهار ولا بليل؟
Q5: شو لون الطاولة الي مبينة بالصورة؟","A1: مبين بالصورة لون الكنبايات أبيض والإطار خشب خيزران
A2: ما في ورد مبين بالصورة بس في شجر زينة كله لونه أخضر
A3: مبين إنه الجو صيف لأنه التراس مفتوح وما في إشارة بتدل على إنه الجو شتوي
A4: الصورة مصورة بالنهار لأنه في ضو طبيعي بالمكان
A5: الطاولة اللي مبينة بالصورة لونها بني","A1: بيج
A2: ما في ورد بالصورة
A3: صيف
A4: بالنهار
A5: أسود",1.93
2a75614f55629fa2912f50f3b8375186,Jordanian,"Q1: الشماغ لونه أحمر و أبيض ولا أسود و أبيض ولا سادة؟  و شو لون الدشداشة؟
Q2: شو اسم المحل اللي بالصورة؟
Q3: المطعم بقدم فول و حمص و هاي الأمور ولا مشاوي و أكلات تقليدية مثلًا ؟
Q4: شو في مشروبات جوا الثلاجة؟
Q5: الكراسي في قدامها طاولات؟ قاعدين عليهم ناس؟","A1: الشماغ لونه أحمر وأبيض ولون الدشداشة بيج
A2: مكتوب ""مطعم"" بس مش واضح بالصورة شو اسم المطعم بالتحديد
A3: مبين إنه مطعم شعبي ولهيك بيقدم فول وحمص وهاي الأمور
A4: مشروبات غازية زي بيبسي وسفن أب وميرندا
A5: واضح إنه في طاولة بين كرسيين بس مش قاعد عليهم أي حدا","A1: الشماغ لونه أحمر و أبيض، والدشداشة لونها فاتح.
A2: اسم المحل هو مطعم شتات.
A3: المطعم بقدم مشاوي و أكلات تقليدية.
A4: في مشروبات غازية و مياه جوا الثلاجة.
A5: الكراسي في قدامها طاولات، بس ما في ناس قاعدين عليهم.",2.12
f6cc20836d06a84449044bab257f538e,Jordanian,"Q1: شو نوع المحلات التجارية الموجودة على الشارع؟ مبين فيه محلات ملابس أو مطاعم أو اشي تاني؟
Q2: في أشخاص موجودين بيتمشوا بالشارع ولا الشارع فاضي؟
Q3: فيه لوحات إعلانات أو إشارات مرور واضحة بالصورة؟
Q4: حركة السير بالشارع عادية ولا في زحمة؟
Q5: الصورة بتركز على الشارع ولا على المباني والمحلات؟","A1: الصورة مش واضحة كتير لدرجة تبين اسماء المحلات.
A2: في ناس بقطعوا الشارع وفي شبين على شمال الصورة شكلهم بصلحوا اشي.
A3: ما في لوحات اعلانات بس في اشارتين مرور مبينين بالصورة.
A4: حركة السير طبيعية زي اي وقت ما فيه زحمة.
A5: الصورة مركزة على الشارع بشكل اساسي.","A1: فيه محلات ملابس ومطاعم
A2: في أشخاص موجودين بيتمشوا
A3: فيه لوحات إعلانات وإشارات مرور واضحة
A4: حركة السير بالشارع عادية
A5: الصورة بتركز على الشارع",2.12
1a0e5088891fd2790da6a751ab2bcdb3,Jordanian,"Q1: الزلمة و المرا بتحسهم مع بعض ولا كل حدا لحال بس واقفين عند نفس اللوحة؟
Q2: بما إنه الزلمة حاط بروش، ممكن يكون بشنغل بالمتحف ولا بس زائر؟
Q3: الزلمة و المرا هدول شو لابسين؟ و كيف تعابير وجههم؟
Q4: في لوحات تانية مبينة بالصورة؟
Q5: المتحف هو متحف اللوفر ولا ممكن يكون متحف تاني؟","A1: شكلهم مش مع بعض بس يمكن يكونوا واقفين بنفس المكان عشان الصورة
A2: ممكن يكون بيشتغل بالمتحف وهاد البروش بيبين إنه إله علاقة بالمكان
A3: الزلمة لابس ثوب خليجي مع غترة وعقال، والمرا لابسة فستان كحلي كاجوال، وتعابير وجههم بتدل إنهم مبسوطين وبيتصوروا وهما مبتسمين
A4: ما في لوحات تانية موجودة بالصورة إلا لوحة الموناليزا
A5: مش مبين إنه متحف اللوفر وشكله متحف بمكان تاني زي معرض محلي أو فعالية معينة","A1: حاسين مع بعض
A2: ممكن يكون زائر
A3: الزلمة لابس ثوب والمرا لابسة فستان، تعابير وجههم عادية
A4: لا، ما في لوحات تانية مبينة
A5: ممكن يكون متحف تاني",2.07
da865ff4256de9055a0602d5046885c0,Jordanian,"Q1: من أي منطقة أو ثقافة اللبس التقليدي اللي لابسينه الناس؟
Q2: الشخصين اللي واقفين بالنص وماسكين سيوف كبار ولا صغار بالعمر؟
Q3: الشخصين اللي واقفين بالنص في رمزية لحملهم للسيوف ورفع إيديهم؟
Q4: هل فيه آلات موسيقية عم يستخدموها في الاحتفال؟
Q5: مبين بالصور تفاصيل بتوضح مناسبة الاحتفال أو سبب التجمع؟","A1: هاد اللبس التقليدي لدول الخليج بس ما بعرف اي دولة بالزبط يمكن عُمان او اليمن.
A2: واحد مبين شكله شب بالتلاتينات والتاني مش مبين وجهه.
A3: مبين انها رقصة تراثية تابعة لبلدهم.
A4: اه، في واحد ماسك طبلة وواحد ماسك اشي بشبه الربابة.
A5: لا ما في اي تفاصيل عن هاد الاحتفال.","A1: اللبس التقليدي من الثقافة العربية
A2: الكبار بالعمر
A3: رمزية الفخر والشجاعة
A4: نعم، فيه آلات موسيقية
A5: نعم، واضح إنه احتفال أو مناسبة اجتماعية",2.6
f7ea4360c1de91fa6a50a49a127e2c24,Jordanian,"Q1: كم عدد الأشخاص الموجودين بالصورة؟
Q2: المستودع مليان بمساعدات إنسانية أو معدات بتتعلق بعمل الأمم المتحدة؟
Q3: الأشخاص اللي بالصورة من أي جنسيات أو خلفيات؟ هل في تنوع بينهم؟
Q4: شو المناسبة اللي خلتهم يجتمعوا بالصورة؟ هل هو حدث معين للأمم المتحدة؟
Q5: في شخصيات بارزة أو مسؤولين من الأمم المتحدة موجودين بالصورة؟","A1: عددهم حوالي تمنية وتلاتين شخص.
A2: اه في بخلفية الصورة صناديق مبين انها مساعدات.
A3: ما بعرف شو جنسياتهم بالزبط بس شكله في اكتر من جنسية.
A4: ما في لافتة او اشي يبين الحدث اللي مجتمعين عشانه.
A5: يمكن في مسؤولين بس مش معروفين.","A1: حوالي 40 شخص
A2: مليان بمساعدات إنسانية
A3: في تنوع بين الأشخاص، لكن ما بقدر أحدد الجنسيات
A4: مناسبة تتعلق بعمل الأمم المتحدة
A5: ممكن يكون في شخصيات بارزة، بس ما بقدر أحددهم",3.82
744287596e88deeca0bcbca4744a867e,Jordanian,"Q1: المحل بيبيع عصير الرمان بس ولا بيبيع عصاير وأشياء تانية كمان؟
Q2: كراتين الرمان اللي محطوطة فوق سطل الزبالة وحوالية مليانة ولا فاضية بعد ما استعملوا الرمان؟
Q3: في تفاصيل عن الأسعار والعروض مكتوبة على المحل أو على الواجهة؟
Q4: في شخص بيستخدم ماكينة عصير الرمان ولا بس مبينة لحالها بالصورة؟
Q5: حركة الناس حوالين المحل بتبين إنه محل شعبي ومشهور بالمنطقة؟","A1: واضح إنه المحل بيبيع عصير الرمان وعاصئر تانية لأنه في كاسات بلاستيك وعصائر جاهزة مبينة
A2: الكراتين مبين إنها مليانة رمان ومش فاضية
A3: مش مبين أي تفاصيل عن الأسعار أو عروض على الواجهة أو مكتوبة بالمحل
A4: مبين إنه الماكينة مبينة بالصورة لحالها ومش مبين إنه في حدا بيستخدمها
A5: شكل المحل شعبي بس مش واضح إنه في عدد كبير من الناس حواليه بالصورة","A1: بيبيع عصير الرمان وأشياء تانية كمان
A2: كراتين الرمان حوالية فاضية بعد ما استعملوا الرمان
A3: ما في تفاصيل عن الأسعار والعروض مكتوبة
A4: في شخص بيستخدم ماكينة عصير الرمان
A5: حركة الناس حوالين المحل بتبين إنه محل شعبي ومشهور بالمنطقة",2.78
