id,level,subject,image,question,ground_truth,model_answer,evaluation_passed,run_time,ComplexEval
1027,4,algebra,images/1027.jpg,تصنع بليندا أنماطًا بعصي الأسنان وفقًا لمخطط الشكل. كم عصا أسنان تضيف بليندا إلى النمط الثلاثين لتكوين النمط الحادي والثلاثين؟,124,4,False,0.799,False
1028,4,combinatorial geometry,images/1028.jpg,ما هو أقل عدد من النقاط التي يجب إزالتها من النمط الموضح، بحيث لا تكون أي ثلاث نقاط متبقية في رؤوس مثلث متساوي الأضلاع؟,4,3,False,1.216,False
1029,4,algebra,images/1029.jpg,يُظهر الصف الأول 11 بطاقة، تحتوي كل منها على حرفين. يُظهر الصف الثاني إعادة ترتيب للبطاقات. أي مما يلي يمكن أن يظهر في السطر السفلي من الصف الثاني؟,E,B,False,1.328,False
1030,4,solid geometry,images/1030.jpg,ما هو مجموع النقاط على الأوجه غير المرئية للنرد؟,27,14,False,0.699,False
1031,3,metric geometry - area,images/1031.jpg,مربع صغير مُرَسَّم داخل مربع كبير كما هو موضح في الشكل. أوجد مساحة المربع الصغير.,34,9,False,0.637,False
1032,4,combinatorial geometry,images/1032.jpg,كم عدد المربعات الصغيرة على الأقل التي يجب أن نلونها في الصورة على اليمين لكي يكون لها محور تناظر؟,3,3,True,1.111,True
1033,2,metric geometry - length,images/1033.jpg,يوجد ست دوائر متطابقة في الصورة. تلامس الدوائر أضلاع مستطيل كبير وتتلامس فيما بينها أيضًا. تقع رؤوس المستطيل الصغير في مراكز الدوائر الأربع، كما هو موضح. محيط المستطيل الصغير هو 60 سم. ما هو محيط المستطيل الكبير؟,D,محيط المستطيل الكبير هو 120 سم.,False,0.989,False
1034,5,metric geometry - angle,images/1034.jpg,إذا كان المثلثان $ABC$ و $CDE$ مثلثين متطابقين ومتساويين الأضلاع، وإذا كانت $\angle A C D=80^{\circ}$، فما هي قيمة $\angle A B D$؟,D,40°,False,1.079,False
1035,4,algebra,images/1035.jpg,برسم 9 مقاطع (5 أفقية و 4 عمودية)، يمكن عمل جدول بـ 12 خلية. فكم خلية يمكن الحصول عليها كحد أقصى إذا رسمت 15 مقطعًا؟,42,20,False,0.653,False
1036,4,solid geometry,images/1036.jpg,أي من الأجسام التالية يمكن الحصول عليه عن طريق تدوير الجسم الرمادي في الفضاء؟,A,C,False,1.77,False
1037,3,metric geometry - area,images/1037.jpg,تُرسم الأجزاء $O A$ و $O B$ و $O C$ و $O D$ من مركز المربع $K L M N$ إلى أضلاعه بحيث يكون $O A \perp O B$ و $O C \perp O D$ (كما هو موضح في الشكل). إذا كان طول ضلع المربع يساوي 2، فإن مساحة المنطقة المظللة تساوي,2,2,True,1.045,True
1038,4,combinatorial geometry,images/1038.jpg,في الصورة، توجد بلاطة مربعة بها ربعي دائرة. نصف قطر كل ربع يساوي نصف طول ضلع البلاطة، وطول قوسه يساوي 5 ديسيمترات. نُشكّل مربعًا كبيرًا من 16 بلاطة كهذه ونحاول الحصول على أطول منحنى متصل يتكون من هذه الأرباع. ما أقصى طول يمكن أن يصل إليه هذا المنحنى المتصل؟,D,20 ديسيمتر.,False,1.49,False
1039,3,topology,images/1039.jpg,كم عدد خيوط الخيط في الصورة؟,4,خمسة,False,1.252,False
1040,4,solid geometry,images/1040.jpg,إذا تم قطع جميع رؤوس مكعب، كما هو موضح. فكم عدد الحواف التي يمتلكها الشكل الناتج؟,36,12,False,0.817,False
1041,5,metric geometry - angle,images/1041.jpg,تتقاطع ثلاثة خطوط في نقطة واحدة. ويُعطى في الشكل زاويتان. فكم تبلغ زاوية اللون الرمادي بالدرجات؟,A,زاوية اللون الرمادي هي 128°.,False,0.992,False
1042,2,combinatorics,images/1042.jpg,كم مربعًا يمكن رسمه بتوصيل النقاط؟,4,8,False,0.805,False
1043,3,metric geometry - area,images/1043.jpg,"أربع دوائر متطابقة ومتلامسة نصف قطرها 6 سم مُرَسَّمة داخل مستطيل.
إذا كانت $P$ رأسًا و $Q$ و $R$ هما نقاط التماس، فما هي مساحة المثلث $P Q R$؟",D,"مساحة المثلث \( PQR \) هي \( 72 \, \text{سم}^2 \).",False,3.599,False
1044,5,metric geometry - angle,images/1044.jpg,في مثلث متساوي الساقين $A B C$ ($A B = A C$)، إذا كان منصف الزاوية $C$ هو $C D$ ويساوي القاعدة $B C$، فما هي قيمة الزاوية $C D A$؟,C,30°,False,0.903,False
1045,4,algebra,images/1045.jpg,في الصورة، يرمز كل حرف إلى رقم معين (الحروف المختلفة ترمز لأرقام مختلفة، والحروف المتشابهة ترمز لأرقام متشابهة). أوجد أكبر قيمة ممكنة للعدد KAN.,864,9,False,2.349,False
1046,5,arithmetic,images/1046.jpg,تم ترتيب أربعة نرد متطابقة في صف (انظر الشكل). يحتوي كل نرد على أوجه تحمل نقاط 1 و 2 و 3 و 4 و 5 و 6، لكن النرد ليس قياسياً، أي أن مجموع النقاط على الأوجه المتقابلة من النرد ليس بالضرورة مساوياً لـ 7. ما هو المجموع الكلي للنقاط في جميع الأوجه الستة المتلامسة للنرد؟,20,12,False,1.102,False
1047,4,combinatorial geometry,images/1047.jpg,تتكون النجمة الموضحة في الصورة من تجميع 12 مثلثاً متطابقاً ومتساوي الأضلاع. محيط النجمة هو 36 سم. ما هو محيط السداسي الرمادي؟,C,12 سم,False,1.175,False
1048,5,arithmetic,images/1048.jpg,في الصورة، مساحة المربع الكبير هي 1. ما هي مساحة المربع الأسود الصغير؟,D,0.01,False,1.416,False
1049,5,metric geometry - angle,images/1049.jpg,في الشكل، يمثل QSR خطًا مستقيمًا. $\angle \mathrm{QPS}=12^{\circ}$ و $\mathrm{PQ}=\mathrm{PS}=\mathrm{RS}$. ما قياس $\angle \mathrm{QPR}$؟,C,\(\angle QPR = 24^\circ\),True,0.801,False
1050,3,topology,images/1050.jpg,أي مما يلي مصنوع باستخدام أكثر من قطعة خيط؟,B,D,False,1.594,False
1051,4,combinatorial geometry,images/1051.jpg,ما هو أقل عدد من النقاط التي يجب إزالتها من الصورة بحيث لا تقع أي ثلاث نقاط متبقية على خط مستقيم؟,3,3,True,0.615,True
1052,3,metric geometry - area,images/1052.jpg,ما الكسر الذي يمثل الجزء الرمادي من أكبر مربع؟,A,\(\frac{1}{2}\),True,1.963,False
1053,4,algebra,images/1053.jpg,في الشكل المقابل يوجد جسم له 6 أوجه مثلثية. يوجد رقم على كل زاوية (يظهر اثنان). مجموع الأرقام على زوايا كل وجه هو نفسه. ما هو مجموع الأرقام الخمسة كلها؟,17,11,False,1.687,False
1054,3,graph theory,images/1054.jpg,نريد تلوين كل مربع في الشبكة بالألوان P و Q و R و S، بحيث يكون للمربعات المتجاورة دائمًا ألوان مختلفة. (تُعتبر المربعات التي تشترك في نفس النقطة الركنية متجاورة أيضًا). بعض المربعات مُلوّنة بالفعل. بأي لون (ألوان) يمكن تلوين المربع الرمادي؟,D,R,False,1.089,False
1055,5,metric geometry - angle,images/1055.jpg,يوضح الشكل المقابل تساعيًا منتظمًا. ما هو قياس الزاوية المحددة بـ X؟,E,135°,False,0.955,False
1056,4,algebra,images/1056.jpg,يتكون نمط من بلاطات مربعة بيضاء. تظهر الأنماط الثلاثة الأولى. كم عدد البلاطات التي ستحتاجها للنمط العاشر؟,92,100,False,1.068,False
1057,4,solid geometry,images/1057.jpg,تسير خنفساء على حواف مكعب. بدءاً من النقطة P، تتحرك أولاً في الاتجاه الموضح. وفي نهاية كل حافة، تغير اتجاه انعطافها، حيث تنعطف أولاً يميناً ثم يساراً، ثم يميناً، وهكذا. على طول كم حافة ستسير قبل أن تعود إلى النقطة P؟,6,6,True,1.244,True
1058,4,algebra,images/1058.jpg,يُوضَّح الكسران $\frac{1}{3}$ و $\frac{1}{5}$ على خط الأعداد. في أي موضع يجب وضع $\frac{1}{4}$؟,A,C,False,1.453,False
1059,4,solid geometry,images/1059.jpg,يُقطَّع مكعب في ثلاثة اتجاهات كما هو موضح، لينتج ثمانية متوازيات مستطيلات (حيث يكون كل قطع موازياً لأحد أوجه المكعب). ما هي نسبة المساحة السطحية الكلية للثمانية متوازيات المستطيلات إلى المساحة السطحية للمكعب الأصلي؟,D,2,False,1.188,False
1060,3,transformation geometry,images/1060.jpg,كم عدد محاور التناظر التي يمتلكها هذا الشكل؟,2,4,False,1.02,False
1061,2,metric geometry - length,images/1061.jpg,محيط الشكل المصور على اليمين هو......,E,محيط الشكل هو \( 6a + 6b \).,False,0.976,False
1062,4,combinatorial geometry,images/1062.jpg,ترسم مارتينا رؤوس الزوايا الستة لـ سداسي منتظم ثم تصل بعضها ببعض للحصول على شكل هندسي. أي من الأشكال التالية لا يمكن الحصول عليه؟,C,D,False,1.132,False
1063,3,transformation geometry,images/1063.jpg,يوجد في الصندوق سبع مكعبات. من الممكن تحريك هذه المكعبات بحيث يمكن إضافة مكعب آخر إلى الصندوق. فما هو أقل عدد من المكعبات التي يجب تحريكها؟,3,2,False,0.701,False
1064,5,metric geometry - angle,images/1064.jpg,في الشكل الرباعي $\mathrm{ABCD}$، لدينا $\mathrm{AD}=\mathrm{BC}$، و $\angle \mathrm{DAC}=50^{\circ}$، و $\angle \mathrm{DCA}=65^{\circ}$، و $\angle \mathrm{ACB}=70^{\circ}$. ما هو قياس $\angle \mathrm{ABC}$؟,B,130°,False,0.894,False
1065,3,transformation geometry,images/1065.jpg,تلف أندريا شريطًا حول قطعة خشب. ثم تقلب الخشب كما هو موضح في الصورة. كيف يبدو الخشب الآن؟,B,C,False,1.875,False
1066,4,combinatorial geometry,images/1066.jpg,يُقسَّم مربع إلى 4 مربعات أصغر. يجب تلوين كل مربع صغير إما باللون الأبيض أو الأسود. فكم عدد الطرق لتلوين المربع الكبير؟ (تُعتبر الأنماط متطابقة إذا أمكن تحويلها إلى بعضها البعض بالدوران، كما هو موضح في الصورة).,6,6,True,0.864,True
1067,2,metric geometry - length,images/1067.jpg,في الشكل، $ABCD$ مستطيل و $PQRS$ مربع. مساحة الجزء الرمادي تساوي نصف مساحة $ABCD$. ما طول الضلع $PX$؟,1,4,False,1.215,False
1068,3,metric geometry - area,images/1068.jpg,في الشكل، نرى أنصاف دوائر بأقطار $2 \mathrm{~cm}$، $4 \mathrm{~cm}$، و $8 \mathrm{~cm}$. ما الكسر الذي يمثل المساحة الرمادية؟,B,$\frac{1}{4}$,False,1.085,False
1069,4,algebra,images/1069.jpg,في الشكل، هناك تسع مناطق داخل الدوائر. يجب كتابة الأرقام من 1 إلى 9 في هذه المناطق بحيث يكون مجموع الأرقام في كل دائرة يساوي 11 بالضبط. ما هو الرقم الذي يجب وضعه في المنطقة التي بها علامة الاستفهام؟,6,5,False,0.899,False
1070,3,transformation geometry,images/1070.jpg,يُطوى شريط ورقي ثلاث مرات من المنتصف. ثم يُفتح مرة أخرى ويُنظر إليه من الجانب بحيث يمكن رؤية جميع الثنيات السبع في نفس الوقت. أي من المناظر التالية ليس نتيجة ممكنة؟,D,D,True,1.321,True
1071,4,solid geometry,images/1071.jpg,لدى إلسا 3 مجسمات رباعية و 5 نرد. كم عدد الأوجه التي تمتلكها هذه الأشياء الثمانية مجتمعة؟,42,38,False,0.663,False
1072,3,metric geometry - area,images/1072.jpg,في الصورة على اليمين، نرى ثلاثة مربعات. تقع زوايا المربع الأوسط على منتصف أضلاع المربع الأكبر، وتقع زوايا المربع الأصغر على منتصف أضلاع المربع الأوسط. إذا كانت مساحة المربع الصغير هي $6 \mathrm{~cm}^{2}$، فما هي مساحة المربع الكبير؟,A,مساحة المربع الكبير هي \( 24 \mathrm{~cm}^{2} \).,True,1.366,False
1073,4,combinatorial geometry,images/1073.jpg,في الصورة على اليمين، نرى شكلاً على هيئة حرف L يتكون من أربع مربعات. نود إضافة مربع آخر بنفس الحجم بحيث يكون للجسم الجديد خط تماثل. كم عدد الطرق لتحقيق ذلك؟,3,2,False,0.696,False
1074,3,graph theory,images/1074.jpg,يجري الهامستر فريدولين عبر المتاهة الموضحة على اليمين. يوجد على المسار 16 بذرة يقطين. ويُسمح له بعبور كل مفترق طرق مرة واحدة فقط. ما هو الحد الأقصى لعدد بذور اليقطين التي يمكنه جمعها؟,13,12,False,0.838,False
1075,4,logic,images/1075.jpg,يجب تلوين كل منطقة في الصورة على اليمين باستخدام أحد الألوان: الأحمر (R)، أو الأخضر (G)، أو الأزرق (B)، أو البرتقالي (O). يجب أن تكون المناطق المتلامسة بألوان مختلفة. ما هو اللون الذي يجب أن تكون عليه المنطقة المحددة بـ $X$؟,A,B,False,0.78,False
1076,3,metric geometry - area,images/1076.jpg,قُطعت قطعة ورق مربعة إلى ست قطع مستطيلة كما هو موضح على اليمين. إذا كان مجموع محيطات القطع الست يساوي 120 سم، فما هي مساحة المربع؟,D,مساحة المربع = 400 سم².,False,0.684,False
1077,4,descriptive geometry,images/1077.jpg,يُقسم الخط الداكن مساحة سطح النرد الموضح على اليمين إلى نصفين. أي رسم يمكن أن يمثل شبكة النرد؟,A,C,False,2.077,False
1078,4,descriptive geometry,images/1078.jpg,وضعت لينا قطعتي بلاط على رقعة ألعاب مربعة. أي من العدادات الخمسة الموضحة، يمكنها إضافته، بحيث لا يمكن وضع أي من العدادات الأربعة المتبقية بعد الآن؟,D,C,False,2.21,False
1079,3,metric geometry - area,images/1079.jpg,داخل مربع طول ضلعه 7 سم، يُرسم مربع آخر طول ضلعه 3 سم. ثم يُرسم مربع ثالث طول ضلعه 5 سم بحيث يقطع المربعين الأولين كما هو موضح في الصورة على اليمين. ما مقدار الفرق بين المساحة السوداء والمساحة الرمادية؟,D,16 سم²,False,1.424,False
1080,3,transformation geometry,images/1080.jpg,يتكون الشكل على اليسار من مستطيلين. تم تحديد طولين جانبيين: 11 و 13. يتم قص الشكل إلى ثلاثة أجزاء على طول الخطين المرسومين بالداخل. يمكن تجميع هذه الأجزاء لتكوين المثلث الموضح على اليمين. ما هو طول الضلع المحدد بـ $\mathrm{x}$؟,37,7,False,0.883,False
1081,5,arithmetic,images/1081.jpg,تستلقي ساعة يد على الطاولة ووجهها للأعلى. يشير عقرب الدقائق إلى الشمال الشرقي. كم دقيقة يجب أن تمر حتى يشير عقرب الدقائق إلى الشمال الغربي للمرة الأولى؟,45,15,False,1.208,False
1082,3,transformation geometry,images/1082.jpg,لدى إيفا مقص وخمسة أحرف مصنوعة من الكرتون. تقص كل حرف بشق مستقيم واحد بحيث يتم الحصول على أكبر عدد ممكن من القطع. لأي حرف تحصل على أكبر عدد من القطع؟,E,D,False,1.594,False
1083,4,combinatorial geometry,images/1083.jpg,يبلغ طول كل مسار من المسارات التسعة في حديقة 100 م. تريد آنا أن تسير من A إلى B دون استخدام نفس المسار مرتين. ما هو أطول مسار يمكنها اختياره؟,C,300 م,False,1.014,False
1084,4,combinatorial geometry,images/1084.jpg,يتصل رأس واحد من المثلث الموجود على اليسار برأس واحد من المثلث الموجود على اليمين بخط مستقيم بحيث لا يقطع أي قطعة خط رابطة أي من المثلثين إلى جزأين. في كم طريقة يكون هذا ممكناً؟,4,3,False,0.676,False
1085,3,transformation geometry,images/1085.jpg,يقوم فيرنر بثني قطعة من الورق كما هو موضح في الشكل. وباستخدام مقص، يقوم بعمل قطعتين مستقيمتين في الورق. ثم يفرده مرة أخرى. أي من الأشكال التالية لا يمكن أن تظهر بها قطعة الورق بعد ذلك؟,D,B,False,1.247,False
1086,4,solid geometry,images/1086.jpg,يتكون المنشور المستطيل من ثلاث كتل بناء. كل كتلة بناء لها لون مختلف ومكونة من 4 مكعبات. كيف تبدو كتلة البناء البيضاء؟,D,C,False,2.411,False
1087,3,metric geometry - area,images/1087.jpg,تزرع السيدة جرين البازلاء والفراولة في حديقتها فقط. هذا العام، غيرت حوض البازلاء الخاص بها ليصبح حوضاً مربع الشكل بزيادة أحد أضلاعه بمقدار 3 أمتار. وبسبب ذلك، أصبح حوض الفراولة الخاص بها أصغر بمقدار 15 م². ما هي مساحة حوض البازلاء قبل ذلك؟,C,مساحة حوض البازلاء قبل ذلك هي 36 م².,False,0.783,False
1088,4,algebra,images/1088.jpg,تريد باربرا إكمال الشبكة الموضحة على اليمين بإدراج ثلاثة أرقام في الفراغات الفارغة. يجب أن يكون مجموع الأرقام الثلاثة الأولى 100، ومجموع الأرقام الثلاثة الوسطى 200، ومجموع الأرقام الثلاثة الأخيرة 300. ما هو الرقم الأوسط في هذه الشبكة؟,60,70,False,0.878,False
1089,5,metric geometry - angle,images/1089.jpg,يوضح الشكل نجمة خماسية الأطراف. ما قياس الزاوية A؟,C,A = 49°,False,1.096,False
1090,2,metric geometry - length,images/1090.jpg,تُقطع ثلاثة مثلثات متساوية الأضلاع ومتساوية الحجم من رؤوس مثلث متساوي الأضلاع كبير طول ضلعه 6 سم. إذا كان مجموع محيط المثلثات الثلاث الصغيرة مساوياً لمحيط السداسي الرمادي المتبقي، فما هو طول ضلع أحد المثلثات الصغيرة؟,D,2 سم,False,1.341,False
1091,4,solid geometry,images/1091.jpg,"يُظهر الشكل المواقع السبعة $1,2,3,4,5,6,7$ للجانب السفلي لزهر يُدحرج حول حافته بهذا الترتيب. أي موقعين من هذه المواقع كانا يشغلان نفس وجه الزهر؟",B,4 و 5,False,0.777,False
1092,3,metric geometry - area,images/1092.jpg,في المربع $A B C D$، $M$ هي نقطة منتصف $A B$. و $M N$ عمودي على $A C$. حدد نسبة مساحة المثلث الرمادي إلى مساحة المربع $A B C D$.,D,\(\frac{1}{8}\),False,2.071,False
1093,4,algebra,images/1093.jpg,تُطوى قطعة خيط كما هو موضح في الشكل بطيها من المنتصف، ثم طيها من المنتصف مرة أخرى، وأخيراً طيها من المنتصف مرة ثالثة. ثم يُقطع هذا الجزء المطوي من الخيط بحيث تظهر عدة قطع. من بين القطع الناتجة، هناك بعضها بطول 4 م وبعضها بطول 9 م. أي من الأطوال التالية لا يمكن أن يكون الطول الكلي للقطعة الأصلية من الخيط؟,C,C,True,0.635,True
1094,2,metric geometry - length,images/1094.jpg,تقسم ثلاثة خطوط مثلثًا كبيرًا إلى أربعة مثلثات وثلاثة أشكال رباعية. يبلغ مجموع محيطات الأشكال الرباعية الثلاثة 25 سم. ويبلغ مجموع محيطات المثلثات الأربعة 20 سم. ويبلغ محيط المثلث الكبير 19 سم. ما هو مجموع أطوال الخطوط الثلاثة القاطعة؟,C,مجموع أطوال الخطوط الثلاثة القاطعة هو 6 سم.,False,1.101,False
1095,4,combinatorial geometry,images/1095.jpg,المثلث $A B C$ متساوي الأضلاع ومساحته 9. الخطوط القاطعة موازية للأضلاع وتقسم الأضلاع إلى ثلاثة أطوال متساوية. ما هي مساحة الجزء المظلل بالرمادي من المثلث؟,6,3,False,0.8,False
1096,4,combinatorial geometry,images/1096.jpg,لدى ميلاني قطعة ورق مربعة مرسوم عليها شبكة $4 \times 4$. تقص على طول خطوط الشبكة وتقتطع عدة أشكال تبدو جميعها إما مطابقة للشكل المصور، أو مطابقة لصورة مرآتها. كم مربعًا يتبقى إذا قطعت أكبر عدد ممكن من الأشكال؟,4,2,False,0.896,False
1097,4,logic,images/1097.jpg,"تلعب آن لعبة ""إغراق السفن"" مع صديقها على شبكة بحجم $5 \times 5$. لقد رسمت بالفعل سفينة بحجم $1 \times 1$ وسفينة بحجم $2 \times 2$ (كما هو موضح في الصورة). ويجب عليها أيضًا رسم سفينة (مستطيلة الشكل) بحجم $3 \times 1$. لا يجوز أن تكون السفن مجاورة بشكل مباشر أو قطري لبعضها البعض. كم عدد المواقع الممكنة للسفينة بحجم $3 \times 1$؟",8,4,False,1.287,False
1098,4,descriptive geometry,images/1098.jpg,الأشكال الخمسة المصورة قُطعت من الورق. أربعة منها يمكن طيها لتشكيل مكعب. بالنسبة لأي شكل لا يمكن ذلك؟,C,C,True,0.936,True
1099,4,combinatorial geometry,images/1099.jpg,في الشبكة المصورة مقاس 8 × 6، يوجد 24 مربعًا لم يقطعها أي من القطرين. الآن، نرسم القطرين على شبكة مقاس 10 × 6. فكم مربعًا في هذه الشبكة لن يقطعها أي من القطرين؟,32,18,False,1.938,False
1100,4,descriptive geometry,images/1100.jpg,قام يوهان برص مكعبات بحجم $1 \times 1$ على مربعات شبكة مقاس $4 \times 4$. يُظهر الرسم التخطيطي على اليمين عدد المكعبات المكدسة فوق بعضها فوق كل مربع. ماذا سيرى يوهان إذا نظر إلى البرج من الخلف؟,C,C,True,1.403,True
1101,3,analytic geometry,images/1101.jpg,"أضلاع المستطيل $A B C D$ موازية لمحاور الإحداثيات. يقع المستطيل تحت محور السينات وإلى يمين محور الصادات، كما هو موضح في الصورة. إحداثيات النقاط $A, B, C, D$ هي أعداد صحيحة. لكل نقطة، نحسب قيمة (الإحداثي الصادي) $\div$ (الإحداثي السيني). أي النقاط سيعطي أصغر قيمة؟",A,D,False,1.06,False
1102,4,combinatorial geometry,images/1102.jpg,على ورقة، يُرسم شبكة بحيث يكون طول ضلوع كل مربع 2 سم. ما هي مساحة الشكل الرباعي المظلل باللون الرمادي $A B C D$؟,B,16 سم²,False,0.937,False
1103,4,solid geometry,images/1103.jpg,"يتم تعيين رقم من الأرقام $1, 2, 3, 4, 5, 6, 7, 8, 9$ و 11 لكل من رؤوس الهرم الرباعي الأوجه الـ 4 وحوافه الـ 6. (الرقم 10 مستبعد). يُستخدم كل رقم مرة واحدة فقط. الرقم الموجود على كل حافة هو مجموع الأرقام الموجودة على الرأسين المتصلين بتلك الحافة. الحافة $AB$ تحمل الرقم 9. ما هو الرقم الذي تحمل به الحافة $CD$؟",5,6,False,1.447,False
1104,2,combinatorics,images/1104.jpg,تدخل أربع سيارات إلى دوار في نفس الوقت، وتأتي كل سيارة من اتجاه مختلف (انظر الرسم التخطيطي). لا تسير أي سيارة حول الدوار بالكامل، ولا تغادر أي سيارتين من نفس المخرج. فبكم طريقة مختلفة يمكن للسيارات مغادرة الدوار؟,9,24,False,1.276,False
1105,3,counting,images/1105.jpg,كم عدد الأشكال الرباعية بأي حجم توجد في الشكل الموضح؟,4,5,False,0.629,False
1106,3,metric geometry - area,images/1106.jpg,مساحة المستطيل $A B C D$ في الشكل هي 10. و $M$ و $N$ هما نقطتا المنتصف للضلعين $A D$ و $B C$ على التوالي. فما هي مساحة المضلع الرباعي $M B N D$؟,5,5,True,1.044,True
1107,4,descriptive geometry,images/1107.jpg,لدى واندا الكثير من أوراق الورق المربعة، تبلغ مساحة كل صفحة منها 4. تقطع كل صفحة إلى مثلثات قائمة الزاوية ومربعات (انظر الرسم التخطيطي الأيسر). تأخذ بضع قطع من هذه القطع لتشكل الشكل الموجود في الرسم التخطيطي الأيمن. ما هي مساحة هذا الشكل؟,6,6,True,0.864,True
1108,4,solid geometry,images/1108.jpg,بنى جورج المنحوتة الموضحة من سبع مكعبات، طول ضلع كل منها 1. كم عدد المكعبات الإضافية التي يجب أن يضيفها إلى المنحوتة ليتمكن من بناء مكعب كبير طول ضلعه 3؟,20,2,False,1.516,False
1109,5,arithmetic,images/1109.jpg,تُرَتَّب لآلئ رمادية وبيضاء على خيط. يسحب توني اللآلئ من طرفي السلسلة. يتوقف بعد سحب اللؤلؤة الرمادية الخامسة. على الأكثر، كم لؤلؤة بيضاء يمكن أن يكون قد سحبها؟,7,5,False,1.201,False
1110,3,metric geometry - area,images/1110.jpg,خمس دوائر، تبلغ مساحة كل منها $1 \mathrm{~cm}^{2}$، تتداخل مع بعضها البعض لتشكل الشكل الموضح في الرسم. تبلغ مساحة كل جزء تتداخل فيه دائرتان $\frac{1}{8} \mathrm{~cm}^{2}$. ما هي مساحة المنطقة التي يغطيها الشكل في الرسم بالكامل؟,B,$5 - 4 \times \frac{1}{8} = 4.5 \mathrm{~cm}^{2}$,False,0.855,False
1111,3,metric geometry - area,images/1111.jpg,تُوضَع 5 مستطيلات متطابقة داخل مربع طول ضلعه 24، كما هو موضح في الشكل. فما هي مساحة أحد هذه المستطيلات؟,E,مساحة أحد المستطيلات هي 48.,False,0.988,False
1112,4,algebra,images/1112.jpg,في الشكل التالي، يتم ترتيب القلب والسهم كما هو موضح. وفي نفس اللحظة، يبدآن الحركة. يتحرك السهم حول الشكل بمقدار 3 مسافات في اتجاه عقارب الساعة، ويتحرك القلب بمقدار 4 مسافات عكس اتجاه عقارب الساعة، ثم يتوقفان. تتكرر هذه العملية مرارًا وتكرارًا. بعد كم تكرارًا يجد السهم نفسه لأول مرة في نفس المثلث الذي يقع فيه القلب؟,E,4,False,1.17,False
1113,5,metric geometry - angle,images/1113.jpg,في المثلث $A B C$ (انظر الرسم)، $A D$ هو منصف الزاوية عند $A$ و $B H$ هو الارتفاع النازل من الضلع $A C$. الزاوية المنفرجة بين $B H$ و $A D$ تساوي أربعة أضعاف قياس الزاوية $\angle D A B$. ما قياس الزاوية $\angle C A B$؟,C,قياس الزاوية $\angle C A B$ هو $90^\circ$.,True,1.301,True
1114,4,logic,images/1114.jpg,"يملأ آندي جدولاً بحجم $3 \times 3$ بجميع الأرقام من 1 إلى 9 بحيث تحتوي كل خلية على رقم واحد فقط. لقد وضع بالفعل الأرقام 1 و 2 و 3 و 4 في الجدول كما هو موضح في الشكل. يُعتبر رقمان ""متجاورين"" عندما تتشارك الخلايا التي يقعان فيها في ضلع واحد. بعد أن انتهى من ملء الجدول، لاحظ أن: مجموع الأرقام المتجاورة للرقم 9 يساوي 15. ما هو مقدار مجموع الأرقام المتجاورة للرقم 8؟",27,17,False,1.61,False
1115,3,metric geometry - area,images/1115.jpg,يحتوي الشكل الرباعي $A B C D$ على زوايا قائمة في الزاويتين $A$ و $D$ فقط. الأرقام الموجودة في الشكل تمثل المساحات المقابلة للمثلثات التي تقع فيها. فما هي مساحة $A B C D$؟,45,15,False,0.899,False
1116,4,descriptive geometry,images/1116.jpg,تم تجميع أربعة مكعبات متطابقة (انظر الرسم التوضيحي) معًا. إذا تم النظر إلى الشكل الناتج من الأمام، سترى دائرة سوداء (الصورة على اليمين). ماذا سترى على ظهر الشكل؟,A,C,False,1.349,False
1117,3,graph theory,images/1117.jpg,في بركة، تم ترتيب 16 وسادة زنبق في شبكة $4 \times 4$ كما يظهر في الرسم التوضيحي. يجلس ضفدع على وسادة زنبق في إحدى زوايا الشبكة (انظر الصورة). يقفز الضفدع من وسادة زنبق إلى أخرى أفقيًا أو عموديًا. وفي القيام بذلك، فإنه يقفز دائمًا فوق وسادة زنبق واحدة على الأقل. ولا يهبط أبدًا على نفس وسادة الزنبق مرتين. ما هو الحد الأقصى لعدد وسائد الزنبق، بما في ذلك التي يجلس عليها، التي يمكنه الهبوط عليها؟,16,15,False,1.772,False
1118,4,combinatorial geometry,images/1118.jpg,يُغطى مربع بحجم $5 \times 5$ ببلاطات بحجم $1 \times 1$. يتكون التصميم على كل بلاطة من ثلاث مثلثات داكنة ومثلث واحد فاتح (انظر الشكل). دائمًا ما تكون مثلثات البلاطات المجاورة لها نفس اللون عند التقاء حافتها. يتكون إطار المربع الكبير من مثلثات داكنة وفاتحة. ما هو أقل عدد من المثلثات الداكنة التي يمكن أن تكون بينها؟,5,8,False,1.876,False
1119,4,descriptive geometry,images/1119.jpg,"كلمة ""KANGAROO"" مكتوبة على قمة مظلتي. أي من الصور التالية تُظهر مظلتي؟",E,C,False,1.301,False
1120,4,descriptive geometry,images/1120.jpg,يوضح الشكل شبكة مكعب مواجهاته مرقمة. يجمع ساشا الأرقام الموجودة على الوجوه المتقابلة للمكعب. ما هي النتائج الثلاث التي يحصل عليها؟,A,"8, 7, 9",False,0.905,False
1121,4,descriptive geometry,images/1121.jpg,يُظهر الشكل شبكة منشور ثلاثي الأوجه. أي خط من الشكل يشكل حافة للمنشور مع الخط UV عند طي الشبكة؟,C,RS,False,1.87,False
