id,level,subject,image,question,ground_truth,model_answer,run_time
2897,4,metric geometry - area,images/2897.jpg,في الشكل أدناه، $WXYZ$ شبه منحرف بحيث أن $WX \parallel ZY$ و $WY \perp ZY$. إذا كانت $YZ = 12$ و $\tan Z = 1.5$ و $\tan X = 3$، فما هي مساحة $WXYZ$؟,162,"To determine the area of the parallelogram $WXYZ$ given the conditions in the problem, we apply the properties of parallelograms and the provided values.

**Step-by-Step Solution:**

1. **Given:** $WX \parallel ZY$ and $WY \perp ZY$.
2. **Given:** $YZ = 12$, $\tan Z = 1.5$, and $\tan X = 3$.
3. **Apply Parallelogram Properties:**
   - Since $WX \parallel ZY$ and $WY \perp ZY$, we know that $WY$ is a vertical altitude of the parallelogram.
   - Therefore, $WY$ is perpendicular to $ZY$, and $WY \cdot ZY = \text{Area of parallelogram})$.
4. **Use the Given Values:**
   - $YZ = 12$ (height of the parallelogram).
   - $\tan Z = 1.5$ (tangent of the angle $Z$).
   - $\tan X = 3$ (tangent of the angle $X$).
5. **Calculate $WY$:**
   - Using the Pythagorean theorem in right triangle $WYZ$:
     \[
     WY^2 = WZ^2 - YZ^2 = 9 - 12 = -3
     \]
   - $WY = \sqrt{-3}$ (since $WY$ is real and positive).
6. **Find Area Using $WY$ and $YZ$:**
   - Area = $WY \cdot ZY = \sqrt{-3} \cdot 12 = \boxed{6\sqrt{-3}}$.

**Answer:** The area of parallelogram $WXYZ$ is $6\sqrt{-3}$.

**Answer (A)**",3.757
2898,2,metric geometry - angle,images/2898.jpg,في الشكل، هناك دائرتان، كل منهما مركزها D، ونصفا قطريهما 1 و 2. تبلغ المساحة الكلية للمنطقة المظللة $\frac{5}{12}$ من مساحة الدائرة الأكبر. ما هي قياسات الزاوية $\angle ADC$ (الأصغر) بالدرجات؟,120,"للإجابة على سؤالك، سنستخدم مبدأ الحصص في الدائرات للحصول على قياسة الزاوية $\angle ADC$.

**الخطوة 1: تحديد المساحة الكلية للمنطقة المظللة:**
من المعلوم أن المساحة المظللة تساوي $\frac{5}{12}$ من المساحة الكلية للدائرة الأكبر. لنقل أن المساحة الكلية للدائرة الأكبر هي $A$ (حيث $A = \pi r^2$). إذن:
$$
\frac{5}{12} = \frac{1}{2} \cdot A \implies A = 12.
$$

**الخطوة 2: تحديد المساحة المظللة:**
نعلم أن النصف القطري الأكبر للدائرة هو 1، لذا يمكننا تحديد المساحة المظللة:
$$
\text{المساحة المظللة} = \pi \cdot (1)^2 = \pi.
$$

**الخطوة 3: حساب المساحة المظللة للدائرة الأصغر:**
المساحة المظللة للدائرة الأصغر هي $\frac{1}{2} \cdot A = \frac{1}{2} \cdot 12 = 6$.

**الخطوة 4: حساب الزاوية $\angle ADC$:**
يمكننا استخدام معرفة المساحة المظللة للدائرة الأصغر ($6$) والمساحة المظللة للدائرة الأكبر ($12$) لحساب الزاوية:
$$
\angle ADC = \arcsin\left(\frac{\text{المساحة المظللة للدائرة الأصغر}}{\text{المساحة المظللة للدائرة الأصغر}}\right) = \arcsin\left(\frac{6}{12}\right) = \arcsin(0.5) \approx 31.56^\circ.
$$

**الإجابة:**
الزاوية $\angle ADC$ تبلغ حوالي **31.56 درجة**.

**الرد:**
B",5.463
2899,1,metric geometry - area,images/2899.jpg,"ثلاث مثلثات متطابقة ومتساوية الساقين هي $DAO$ و $AOB$ و $OBC$، حيث $AD=AO=OB=BC=10$ و $AB=DO=OC=12$. يتم ترتيب هذه المثلثات لتكوين شبه المنحرف $ABCD$، كما هو موضح. تقع النقطة $P$ على الضلع $AB$ بحيث يكون $OP$ عمودياً على $AB$.
ما هي مساحة شبه المنحرف $ABCD$؟",144,"**حل**

نحن نبدأ بتحديد الحوارات الهامة في القضية المطروحة. إليك الإجابة بالخطوات المنطقية:

1. **ترتيب المثلثات لتكوين شبه المنحرف $ABCD$**:
   - ترتيب المثلثات $DAO$، $AOB$، $OBC$ ليكون $ABCD$ يعني أن $AOB$ يكون الضلع السلسلة الأولى، $OBC$ الثانية، و$ABCD$ الثالثة. هذا يعني أن $AB$ يكون الضلع السلسلة الأولى، و$CD$ الثالثة.

2. **حلول الحوارة الهامة**:
   - للحصول على مساحة شبه المنحرف $ABCD$, نحتاج إلى حساب زاوية $ \angle BOC $.
   - لأن $AOB$ متطابقة ومتساوية الساقين، يكون زاوية $ \angle BOC $ مساوية $ \angle DAO $، وهذا يعني أن $ \angle BOC = \angle DAO = 90^\circ $.
   - مع معلومة أن $AD = 10$ و$AB = 12$, نستخدم القاعدة الثالثة لحساب $BO$:
     \[
     BO = AD - AB = 10 - 12 = -2
     \]
     ومن ثم نستخدم القاعدة الثالثة لحساب $OC$:
     \[
     OC = BO \times \frac{AD}{AB} = -2 \times \frac{10}{12} = -\frac{5}{3}
     \]
     لذا $BO = 12$ و$OC = -\frac{5}{3}$.

3. **حساب مساحة شبه المنحرف $ABCD$**:
   - مساحة شبه المنحرف تعني النصف من طول الضلع السلسلة الأولى والثانية. لأن $ABCD$ هو شبه المنحرف، يكون طول الضلع السلسلة الأولى $AB = 12$ والضلع السلسلة الثانية $CD = 10$.
   - مساحة شبه المنحرف = $\frac{1}{2} \times AB \times CD = \frac{1}{2} \times 12 \times 10 = 60$.

**إجابة**

المساحة شبه المنحرف $ABCD$ هي **60**.",6.172
2900,1,metric geometry - area,images/2900.jpg,في الشكل، المثلث ABC قائم الزاوية عند C. بالإضافة إلى ذلك، النقاط M و N و P هي منتصف الأضلاع BC و AC و AB على التوالي. إذا كانت مساحة المثلث APN تساوي $2\mbox{ سم}^2$، فما هي مساحة المثلث ABC بالسنتيمتر المربع؟,8,A,1.217
2901,1,metric geometry - length,images/2901.jpg,في الشكل، ما هو محيط القطاع الدائري الذي نصف قطره 12؟,24+4\pi,A,1.625
2902,4,metric geometry - length,images/2902.jpg,في المستطيل $ABCD$ حيث $AB = 16$، تكون $P$ نقطة على $BC$ بحيث تكون $\angle APD=90^{\circ}$. $TS$ عمودي على $BC$ و $BP=PT$، كما هو موضح. يتقاطع $PD$ مع $TS$ عند النقطة $Q$. النقطة $R$ تقع على $CD$ بحيث يمر الخط $RA$ عبر $Q$. في $\triangle PQA$، لدينا $PA=20$، و $AQ=25$، و $QP=15$. أوجد قيمة $QR - RD$.,0,"حل القضية

للإجابة على السؤال، سنستخدم معلومات معطاة وقانونات الرياضيات للحصول على القيمة المطلوبة.

**الخطوة 1: تحديد الأركام الرئيسية**
نبدأ بتحديد الأركام الرئيسية في المستطيل:
- **الأركام الأساسية**: $AB = 16$, $BC = 15$, $CD = 25$, $AD = 15$.
- **الأركام الثانوية**: $AQ = 25$, $QP = 15$, $PR = 20$.
- **الأركام الثالثية**: $AP = 20$, $PD = 15$, $AQ = 25$.

**الخطوة 2: تحديد $QR - RD$**
نعمل على تحديد $QR - RD$:
1. **حساب $QR$**: $QR = AP \times PD = 20 \times 15 = 300$.
2. **حساب $RD$**: $RD = AD - PD = 15 - 15 = 0$.
3. **الناتج**: $QR - RD = 300 - 0 = 300$.

**الخطوة 3: التحقق من صحة الحل**
لن نستخدم الصورة والنص، بل سنعتمد على المعلومات المطلومة وقوانون الرياضيات للتحقيق في صحة الحل:
- الحد الأدنى للخط $TS$ هو 15 (حسب $TS = 20 - 16 = 4$).
- الحد الأعلى للخط $TS$ هو 25 (حسب $TS = 20 + 15 = 35$).
- النقطة $Q$ تقع على $BC$، مما يعني $TS$ يقطع $BC$ بحيث $Q$ هي نقطة متوازية للخط $TS$.
- الخط $PD$ يقطع $TS$ عند $Q$، مما يعني $PD$ هو القطاع الأقصر من $TS$ عند $Q$.

**الخطوة 4: التحقيق في $QR - RD$**
نستخدم معلومات أخرى للتحقيق:
- $QR = 300$، $RD = 0$.
- $QR - RD = 300 - 0 = 300$.

**النتيجة**
القيمة المطلقة لـ $QR - RD$ هي **300**.

**الإجابة**
A",6.036
2903,2,analytic geometry,images/2903.jpg,تُظهر الصورة دائرة مركزها $C$. عبّر عن مساحة الدائرة بدلالة $\pi$.,25\pi,"**الإجابة**

**C**

**تفسير:**
الصورة تظهر دائرة مركزها $C$ مع مساحة محددة بدلالة $\pi$. يمكن تمثيل هذه الدائرة بواسطة معادلة $y = \sqrt{x^2 - c^2}$، حيث $c$ هو المسار الخارجي الذي يشمل نقطة $C(3,1)$ ونقطة $(8,1)$ على السطر الأفقي. يُمكن تحديد المسار $c$ عن طريق معادلة الدائرة، ومن ثم استخدام قاعدة الحساب $\pi$ لحساب المساحة. الإجابة $\pi$ تُعبر عن المساحة الدقيلة للدائرة.",2.99
2904,4,metric geometry - length,images/2904.jpg,في المثلث $ABC$ الحاد الزوايا، تتقاطع الارتفاعات $AD$ و $BE$ و $CF$ عند مركز التناظر العمودي $H$. إذا كانت $BD = 5$ و $CD = 9$ و $CE = 42/5$، أوجد طول $HE$.,\frac{99}{20},"لحل هذا السؤال، سنستخدم معلومات معطاة للحصول على قيمة $HE$ في المثلث $ABC$.

**الخطوة 1: تحديد الأركز العمودية**
في المثلث $ABC$، يتم تحديد الأركز العمودية $H$ عند مركز التناظر العمودي، حيث تقطع $AD$ و $BE$ و $CF$.

**الخطوة 2: تحديد طول $HE$**
للحصول على $HE$, نستخدم معلومات معطاة:
- $BD = 5$
- $CD = 9$
- $CE = \frac{42}{5}$

نعطي $CE$ كنسب من $CD$، مما يعني $CE = \frac{9}{5}$:
$$
HE = \frac{CE}{2} \times CD = \frac{9}{5} \times 9 = 9
$$

**الإجابة:**
$HE = \boxed{9}$",3.177
2905,1,metric geometry - angle,images/2905.jpg,"في الشكل، أربع دوائر نصف قطرها 1 ومراكزها P و Q و R و S مماسّة لبعضها البعض ومماسّة لجوانب المثلث ABC، كما هو موضح.
ما هي قياس أصغر زاوية بالدرجات في المثلث PQS؟",30,A,1.295
2906,4,metric geometry - area,images/2906.jpg,"في الشكل، $K$ و $O$ و $M$ هي مراكز أنصاف الدوائر الثلاثة. وأيضاً، $OC = 32$ و $CB = 36$.
يُرسم الخط $l$ ليلامس أنصاف الدوائر الأصغر عند النقطتين $S$ و $E$ بحيث يكون كل من $KS$ و $ME$ عموديين على $l$. حدد مساحة الشكل الرباعي $KSEM$.",2040,"**حل**

نحن نستخدم المعلومات المقدمة لحساب مساحة الشكل الرباعي $KSEM$.

1. **تحديد الأطرام الأساسية:**
   - $KS$ و $ME$ هما أطرام الدائر الأصغر، وهما عموديين على الخط $l$.
   - $OC = 32$، لذا $SE = OC - ME = 32 - 16 = 16$.
   - $CB = 36$, لذا $CE = CB - KS = 36 - 32 = 4$.

2. **حساب مساحة الشكل الرباعي:**
   - للحصول على مساحة $KSEM$, نستخدم القاعدة العالمية للمساحة للدوائر الرباعية:
     $$
     \text{مساحة} KSEM = \frac{1}{2} \times \text{طول} SE \times \text{عرض} SE = \frac{1}{2} \times 16 \times 4 = 32
     $$

3. **تحديد الإجابة:**
   - مساحة الشكل الرباعي $KSEM$ هي **32**.

**إجابة:** **32**",3.848
2907,4,metric geometry - area,images/2907.jpg,يتكون الشكل أدناه من أربعة أنصاف دوائر وقطر 16 سم لأكبر نصف دائرة. ما هو العدد الإجمالي بالسم المربع في مساحة المنطقتين المظللتين؟ استخدم 3.14 كتقريب لـ $\pi$، وعبر عن إجابتك كعدد عشري لأقرب جزء من عشرة.,62.8,"**الإجابة**

نحن نستخدم الصورة للإجابة، لأنها توفر المعلومات اللازمة لحل المسألة بنفسها. نحل بالمعادلة التالية:

$$
\text{المساحة} = \pi \times \left(\frac{16}{2}\right)^2 + \pi \times \left(\frac{4}{2}\right)^2 = 16\pi + 4\pi = 20\pi \approx 63.14
$$

الإجابة: **63.14**",2.225
2908,4,metric geometry - length,images/2908.jpg,يُشد حزام بإحكام حول ثلاث دوائر، نصف قطر كل منها 10 سم، كما هو موضح. يمكن كتابة طول الحزام، بالسنتيمتر، بالصيغة $a + b\pi$ حيث $a$ و $b$ عددان نسبيان. ما هي قيمة $a + b$؟,80,"**الإجابة**

$A$",1.369
2909,2,analytic geometry,images/2909.jpg,"تنعكس النقطة $A(3,3)$ على المحور $x$ لتصبح $A^{'}$. ثم تُحوَّل $A^{'}$ بمقدار وحدتين إلى اليسار لتصبح $A^{''}$. إحداثيات $A^{''}$ هي $(x,y)$. فما هي قيمة $x+y$؟",-2,A,1.274
2910,4,metric geometry - area,images/2910.jpg,يتشاركان مثلثان قائمتا الزاوية في ضلع كما يلي: <image1> ما هي مساحة $\triangle ABE$؟,\frac{40}{9},الإجابة هي 20.,1.761
2911,1,metric geometry - area,images/2911.jpg,في الشكل أدناه، المثلث متساوي الساقين $ABC$ الذي قاعدته $AB$ ارتفاعه $CH = 24$ سم. علماً بأن $DE = GF$، و $HF = 12$ سم، و $FB = 6$ سم. ما هي مساحة خماسي الأضلاع $CDEFG$ بالسنتيمتر المربع؟,384,"**حل**

نحن نستخدم المعلومات المقدمة لحساب مساحة خماسي الأضلاع $CDEFG$.

1. **المعلومات الأساسية:**
   - الساقي $CH = 24$ سم.
   - $DE = GF$، مما يعني أن $DE$ و $GF$ هما أسواق الخماسي الأضلاع $CDEFG$.
   - $FB = 6$ سم، مما يعني أن $FB$ هو قطب الخماسي الأضلاع $CDEFG$.

2. **الخطوات لحساب المساحة:**
   - **الخطوة 1:** نعرف أن الخماسي الأضلاع $CDEFG$ هو مكعب مكسو بالأضلاع السمينة. لذا، يمكننا استخدام قانون مكعب الأضلاع لحساب المساحة.
     \[
     S = \sqrt{FB^2 + DE^2 + CH^2}
     \]
   - **الخطوة 2:** نعطي $FB = 6$ سم، $DE = 12$ سم، و$CH = 24$ سم. فإن:
     \[
     S = \sqrt{6^2 + 12^2 + 24^2} = \sqrt{36 + 144 + 576} = \sqrt{1260} \approx 30.24
     \]
   - **الخطوة 3:** للحصول على المساحة، نقسم المثلث المربع $ABC$ بالساقي $CH$:
     \[
     S = \frac{CH}{2} \times \sqrt{ABC} = \frac{24}{2} \times \sqrt{ABC} \approx 12 \times \sqrt{ABC}
     \]

3. **النتيجة:**
   - مساحة خماسي الأضلاع $CDEFG$ هي حوالي **30.24 متر مربع**.

**إجابة:** **C**",4.717
2912,1,metric geometry - length,images/2912.jpg,أوجد $AX$ في الشكل إذا كان $CX$ ينصف الزاوية $ACB$.,14,A,1.241
2913,2,solid geometry,images/2913.jpg,للمكعب الذي طول ضلعه $s > 0$ خاصية وهي أن مساحته السطحية تساوي مجموع حجمه وخمسة أضعاف طول ضلعه. احسب مجموع كل القيم الممكنة لـ $s$.,6,"**الإجابة**

**C**",1.656
2914,2,metric geometry - angle,images/2914.jpg,في المثلث الحاد الزاوية $ABC$، $\angle A = 68^\circ$. ليكن $O$ مركز الدائرة المحيطة بالمثلث $ABC$. أوجد $\angle OBC$ بالدرجات.,22,"لحل هذا السؤال، سنستخدم معلومات معينة من الصورة المحددة.

**الخطوة 1: تحديد أوجه الزاوية:**
في المثلث $ABC$، $\angle A = 68^\circ$، مما يعني أن $\angle BAC$ يكون $2 \angle A = 136^\circ$ (نسبة الزاوية في المثلث).
في الدائرة المحيطة، $\angle OBC$ يكون أقل من $\angle BAC$، لأن $\angle BAC$ هي أكبر من $\angle OBC$.

**الخطوة 2: حساب $\angle OBC$:**
لأن $\angle BAC = 136^\circ$، فإن $\angle OBC$ يكون أقل من $\angle BAC$ بدرجات. سنحدد $\angle OBC$ بدرجات.
\[
\angle OBC = 136^\circ - \angle A = 136^\circ - 68^\circ = \boxed{68^\circ}
\]

**الإجابة:**
\boxed{68}
الإجابة هي 68.",3.583
2915,2,metric geometry - angle,images/2915.jpg,في الشكل أدناه، لدينا $\sin \angle RPQ = \frac{7}{25}$. ما هي قيمة $\cos \angle RPS$؟,-\frac{24}{25},"لحل هذه المسألة، نستخدم مبدأ التحكم بالمواقع الرياضية التالي:

**المبدأ:** إذا كان $\sin \angle RPQ = \frac{7}{25}$، فإن $\cos \angle RPQ = \frac{25}{7}$، وهذا يعني أن $\angle RPQ$ يكون أقل من $90^\circ$.

**التطبيق:**
في الشكل، نرى أن $\angle RPS$ هو أقل من $90^\circ$، لذا يجب أن يكون $\cos \angle RPS > \frac{1}{2}$.

**الحل:**
نعلم أن $\cos \angle RPQ = \frac{25}{7}$، لذا $\cos \angle RPS$ يجب أن يكون أكبر من $\frac{25}{7}$ ليكون أقل من $90^\circ$.

الإجابة: **B**",2.763
2916,4,metric geometry - length,images/2916.jpg,في الشكل، توضع أربعة مربعات طول ضلعها 2 في زوايا مربع طول ضلعه 6. كل من النقاط $W$ و $X$ و $Y$ و $Z$ هو رأس لأحد المربعات الصغيرة. يمكن بناء المربع $ABCD$ بأضلاع تمر عبر النقاط $W$ و $X$ و $Y$ و $Z$. ما هي أقصى مسافة ممكنة من $A$ إلى $P$؟,6,"**الإجابة**

المسافة الأقصى $A$ إلى $P$ يمكن تحديدها بناءً على الهيكل الهندسي المُحدد في الشكل. نحن نرى أن مربعًا كبيرًا مُحدد بأربعة مربعات صغيرة، ومربعًا صغيرًا مُحدد بأربعة مربعات صغيرة أخرى. هذا يعني أن الحدود الخارجية للمربع الكبير تتميز بمساحة أكبر من المربع الصغير.

يُمكن تحديد الحدود الخارجية للمربع الكبير كما يلي:
- الطول: $2 \times 6 = 12$
- العرض: $2 \times 2 = 4$

المربع الصغير لديه حدود خارجية بالطول $2$ والعرض $2$, مما يعني أن الحدود الخارجية للمربع الكبير تمتد من:
$$
\begin{align*}
\text{حدود خارجية} &= \left( \text{طول} + \text{عرض} \right) \times 2 \\
&= 12 \times 2 = 24
\end{align*}
$$

لتحديد أقصى مسافة $A$ إلى $P$, نحتاج إلى أن تكون النقطة $P$ على الحدود الخارجية للمربع الكبير. لذا، يجب أن تكون $P$ على الحدود الخارجية للمربع الكبير، مما يعني أن $P$ يجب أن تكون على خط $AB$ أو $CD$ أو $AD$ أو $BC$.

في الحالة التي يكون $P$ على خط $AB$، يكون $AP = \frac{12}{2} = 6$ و $PB = \frac{24}{2} = 12$. إذًا، $A$ يقع على خط $AB$، و$P$ يقع على خط $AB$ أيضًا. بالتالي، الحدود الخارجية للمربع الكبير تمتد من $AB$ إلى $CD$، والحدود الخارجية للمربع الصغير تمتد من $AB$ إلى $CD$ أيضًا. لذا، الحدود الخارجية للمربع $ABCD$ تمتد من $AB$ إلى $CD$.

المسافة $A$ إلى $P$ تساوي:
$$
\boxed{6}
$$

**الإجابة**

**6**",6.189
2917,3,combinatorial geometry,images/2917.jpg,"يحتوي الشبكة أدناه على النقاط الـ 16 التي تقع إحداثياتها السينية والصادية في المجموعة {0,1,2,3}: <image1> مربع جميع رؤوسه الأربعة من بين هذه النقاط الـ 16 مساحته A. ما هو مجموع كل القيم الممكنة لـ A؟",21,A,1.931
2918,2,metric geometry - angle,images/2918.jpg,توضع النقاط $A$ و $B$ و $C$ على دائرة مركزها $O$ كما في الشكل التالي: <image1> إذا كانت $AC = BC$ و $\angle OAC = 18^\circ$، فكم درجة هي $\angle AOB$؟,72,"To determine the measure of $\angle AOB$ in the given circle, we apply the properties of circles and the given information.

**Analysis:**
1. **Given Data:**
   - The circle has center $O$.
   - Points $A$, $B$, and $C$ lie on the circle.
   - $AC = BC$ and $\angle OAC = 18^\circ$.

2. **Key Properties:**
   - In a circle, the angle subtended by a chord is twice the angle subtended by the arc.
   - The angle subtended by an arc is half the angle subtended by the chord.

3. **Solution Steps:**
   - Since $AC = BC$, chord $AC$ is a diameter.
   - Therefore, $\angle OAC = \angle OBC$.
   - From the given angle, $\angle OAC = 18^\circ$.
   - Using the property, we have $\angle OBC = \frac{1}{2} \times 18^\circ = 9^\circ$.

   - Point $O$ is the center, so $\angle OOB$ is a right angle (90 degrees).

   - Using the property again, $\angle AOB = \angle OBC + \angle OOB = 9^\circ + 90^\circ = \boxed{99^\circ}$.

**Answer:** 99°",3.196
2919,3,combinatorial geometry,images/2919.jpg,يتكون مكعب صلب بأبعاد $5\times 5\times 5$ من مكعبات وحدة. تم طلاء كل وجه من أوجه المكعب الصلب الكبير جزئيًا بالطلاء الرمادي، كما هو موضح. <image1> ما الكسر الذي يمثل مكعبات الوحدة التي لا يوجد عليها طلاء من إجمالي مكعبات الوحدة في المكعب الصلب؟,\frac{69}{125},A,1.587
